name,class,clade,superorder,order,suborder,family,subfamily,genus,species,subspecies,subgenus,subclass,infraclass,cohort,infraorder,superfamily,parvorder,tribe,species group,no rank
pongo pygmaeus,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Hominidae,Ponginae,Pongo,Pongo pygmaeus,,,,,,Simiiformes,Hominoidea,Catarrhini,,,
presbytis melalophos,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Cercopithecidae,Colobinae,Presbytis,Presbytis melalophos,,,,,,Simiiformes,Cercopithecoidea,Catarrhini,,,
procolobus verus,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Cercopithecidae,Colobinae,Procolobus,Procolobus verus,,,,,,Simiiformes,Cercopithecoidea,Catarrhini,,,
propithecus coquereli,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Strepsirrhini,Indriidae,,Propithecus,Propithecus coquereli,,,,,,Lemuriformes,,,,,
propithecus verreauxi,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Strepsirrhini,Indriidae,,Propithecus,Propithecus verreauxi,,,,,,Lemuriformes,,,,,
pygathrix nemaeus,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Cercopithecidae,Colobinae,Pygathrix,Pygathrix nemaeus,,,,,,Simiiformes,Cercopithecoidea,Catarrhini,,,
rhinopithecus roxellana,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Cercopithecidae,Colobinae,Rhinopithecus,Rhinopithecus roxellana,,,,,,Simiiformes,Cercopithecoidea,Catarrhini,,,
saguinus geoffroyi,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Cebidae,Callitrichinae,Saguinus,Saguinus geoffroyi,,,,,,Simiiformes,,Platyrrhini,,,
saguinus imperator,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Cebidae,Callitrichinae,Saguinus,Saguinus imperator,,,,,,Simiiformes,,Platyrrhini,,,
saguinus labiatus,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Cebidae,Callitrichinae,Saguinus,Saguinus labiatus,,,,,,Simiiformes,,Platyrrhini,,,
saguinus midas,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Cebidae,Callitrichinae,Saguinus,Saguinus midas,,,,,,Simiiformes,,Platyrrhini,,,
saguinus mystax,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Cebidae,Callitrichinae,Saguinus,Saguinus mystax,,,,,,Simiiformes,,Platyrrhini,,,
saguinus oedipus,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Cebidae,Callitrichinae,Saguinus,Saguinus oedipus,,,,,,Simiiformes,,Platyrrhini,,,
saimiri oerstedii,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Cebidae,Saimiriinae,Saimiri,Saimiri oerstedii,,,,,,Simiiformes,,Platyrrhini,,,
saimiri sciureus,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Cebidae,Saimiriinae,Saimiri,Saimiri sciureus,,,,,,Simiiformes,,Platyrrhini,,,
saimiri ustus,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Cebidae,Saimiriinae,Saimiri,Saimiri ustus,,,,,,Simiiformes,,Platyrrhini,,,
sapajus apella,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Cebidae,Cebinae,Sapajus,Sapajus apella,,,,,,Simiiformes,,Platyrrhini,,,
sapajus cay,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Cebidae,Cebinae,Sapajus,Sapajus cay,,,,,,Simiiformes,,Platyrrhini,,,
sapajus flavius,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Cebidae,Cebinae,Sapajus,Sapajus flavius,,,,,,Simiiformes,,Platyrrhini,,,
sapajus nigritus,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Cebidae,Cebinae,Sapajus,Sapajus nigritus,,,,,,Simiiformes,,Platyrrhini,,,
sapajus xanthosternos,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Cebidae,Cebinae,Sapajus,Sapajus xanthosternos,,,,,,Simiiformes,,Platyrrhini,,,
semnopithecus entellus,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Cercopithecidae,Colobinae,Semnopithecus,Semnopithecus entellus,,,,,,Simiiformes,Cercopithecoidea,Catarrhini,,,
semnopithecus schistaceus,Aves,,,Passeriformes,,Thamnophilidae,,Thamnophilus,Thamnophilus schistaceus,,,,Neognathae,,,,,,,
symphalangus syndactylus,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Hylobatidae,,Symphalangus,Symphalangus syndactylus,,,,,,Simiiformes,Hominoidea,Catarrhini,,,
theropithecus gelada,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Cercopithecidae,Cercopithecinae,Theropithecus,Theropithecus gelada,,,,,,Simiiformes,Cercopithecoidea,Catarrhini,,,
trachypithecus cristatus,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Cercopithecidae,Colobinae,Trachypithecus,Trachypithecus cristatus,,,,,,Simiiformes,Cercopithecoidea,Catarrhini,,,
trachypithecus francoisi,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Cercopithecidae,Colobinae,Trachypithecus,Trachypithecus francoisi,,,,,,Simiiformes,Cercopithecoidea,Catarrhini,,,
trachypithecus obscurus,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Cercopithecidae,Colobinae,Trachypithecus,Trachypithecus obscurus,,,,,,Simiiformes,Cercopithecoidea,Catarrhini,,,
trachypithecus phayrei,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Cercopithecidae,Colobinae,Trachypithecus,Trachypithecus phayrei,,,,,,Simiiformes,Cercopithecoidea,Catarrhini,,,
trachypithecus pileatus,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Cercopithecidae,Colobinae,Trachypithecus,Trachypithecus pileatus,,,,,,Simiiformes,Cercopithecoidea,Catarrhini,,,
varecia variegata,Mammalia,Boreoeutheria,Euarchontoglires,Primates,Strepsirrhini,Lemuridae,,Varecia,Varecia variegata,,,,,,Lemuriformes,,,,,
elephas maximus,Mammalia,Eutheria,Afrotheria,Proboscidea,,Elephantidae,,Elephas,Elephas maximus,,,,,,,,,,,
loxodonta africana,Mammalia,Eutheria,Afrotheria,Proboscidea,,Elephantidae,,Loxodonta,Loxodonta africana,,,,,,,,,,,
abrothrix longipilis,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Sigmodontinae,Abrothrix,Abrothrix longipilis,,,,,,,,,,,
abrothrix olivaceus,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Sigmodontinae,Abrothrix,Abrothrix olivaceus,,,,,,,,,,,
abrothrix sanborni,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Sigmodontinae,Abrothrix,Abrothrix sanborni,,,,,,,,,,,
acomys cahirinus,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Muridae,Deomyinae,Acomys,Acomys cahirinus,,,,,,,,,,,
acomys dimidiatus,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Muridae,Deomyinae,Acomys,Acomys dimidiatus,,,,,,,,,,,
aethomys kaiseri,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Muridae,Murinae,Aethomys,Aethomys kaiseri,,,,,,,,,,,
akodon azarae,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Sigmodontinae,Akodon,Akodon azarae,,,,,,,,,,,
akodon cursor,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Sigmodontinae,Akodon,Akodon cursor,,,,,,,,,,,
akodon montensis,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Sigmodontinae,Akodon,Akodon montensis,,,,,,,,,,,
akodon paranaensis,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Sigmodontinae,Akodon,Akodon paranaensis,,,,,,,,,,,
akodon simulator,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Sigmodontinae,Akodon,Akodon simulator,,,,,,,,,,Akodon simulator group,
akodon varius,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Sigmodontinae,Akodon,Akodon varius,,,,,,,,,,Akodon simulator group,
alticola argentatus,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Arvicolinae,Alticola,Alticola argentatus,,,,,,,,,,,
ammospermophilus nelsoni,Mammalia,Glires,Euarchontoglires,Rodentia,Sciuromorpha,Sciuridae,Xerinae,Ammospermophilus,Ammospermophilus nelsoni,,,,,,,,,Marmotini,,
apodemus agrarius,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Muridae,Murinae,Apodemus,Apodemus agrarius,,,,,,,,,,,
apodemus argenteus,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Muridae,Murinae,Apodemus,Apodemus argenteus,,,,,,,,,,,
apodemus flavicollis,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Muridae,Murinae,Apodemus,Apodemus flavicollis,,,,,,,,,,Sylvaemus group,
apodemus mystacinus,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Muridae,Murinae,Apodemus,Apodemus mystacinus,,,,,,,,,,Sylvaemus group,
apodemus pallipes,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Muridae,Murinae,Apodemus,Apodemus pallipes,,,,,,,,,,Sylvaemus group,
apodemus peninsulae,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Muridae,Murinae,Apodemus,Apodemus peninsulae,,,,,,,,,,,
apodemus ponticus,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Muridae,Murinae,Apodemus,Apodemus ponticus,,,,,,,,,,Sylvaemus group,
apodemus speciosus,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Muridae,Murinae,Apodemus,Apodemus speciosus,,,,,,,,,,,
apodemus sylvaticus,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Muridae,Murinae,Apodemus,Apodemus sylvaticus,,,,,,,,,,Sylvaemus group,
apodemus uralensis,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Muridae,Murinae,Apodemus,Apodemus uralensis,,,,,,,,,,Sylvaemus group,
arvicanthis neumanni,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Muridae,Murinae,Arvicanthis,Arvicanthis neumanni,,,,,,,,,,,
arvicanthis niloticus,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Muridae,Murinae,Arvicanthis,Arvicanthis niloticus,,,,,,,,,,,
arvicola amphibius,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Arvicolinae,Arvicola,Arvicola amphibius,,,,,,,,,,,
arvicola scherman,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Arvicolinae,Arvicola,Arvicola scherman,,,,,,,,,,,
atherurus africanus,Mammalia,Glires,Euarchontoglires,Rodentia,Hystricomorpha,Hystricidae,,Atherurus,Atherurus africanus,,,,,,,,,,,
baiomys taylori,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Neotominae,Baiomys,Baiomys taylori,,,,,,,,,,,
bandicota bengalensis,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Muridae,Murinae,Bandicota,Bandicota bengalensis,,,,,,,,,,,
bandicota indica,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Muridae,Murinae,Bandicota,Bandicota indica,,,,,,,,,,,
bandicota savilei,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Muridae,Murinae,Bandicota,Bandicota savilei,,,,,,,,,,,
bibimys chacoensis,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Sigmodontinae,Bibimys,Bibimys chacoensis,,,,,,,,,,,
callospermophilus lateralis,Mammalia,Glires,Euarchontoglires,Rodentia,Sciuromorpha,Sciuridae,Xerinae,Callospermophilus,Callospermophilus lateralis,,,,,,,,,Marmotini,,
calomys callidus,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Sigmodontinae,Calomys,Calomys callidus,,,,,,,,,,,
calomys callosus,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Sigmodontinae,Calomys,Calomys callosus,,,,,,,,,,,
calomys laucha,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Sigmodontinae,Calomys,Calomys laucha,,,,,,,,,,,
calomys musculinus,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Sigmodontinae,Calomys,Calomys musculinus,,,,,,,,,,,
calomys tener,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Sigmodontinae,Calomys,Calomys tener,,,,,,,,,,,
castor canadensis,Mammalia,Glires,Euarchontoglires,Rodentia,Castorimorpha,Castoridae,,Castor,Castor canadensis,,,,,,,,,,,
castor fiber,Mammalia,Glires,Euarchontoglires,Rodentia,Castorimorpha,Castoridae,,Castor,Castor fiber,,,,,,,,,,,
cavia porcellus,Mammalia,Glires,Euarchontoglires,Rodentia,Hystricomorpha,Caviidae,,Cavia,Cavia porcellus,,,,,,,,,,,
chaetodipus hispidus,Mammalia,Glires,Euarchontoglires,Rodentia,Castorimorpha,Heteromyidae,Perognathinae,Chaetodipus,Chaetodipus hispidus,,,,,,,,,,,
chaetodipus spinatus,Mammalia,Glires,Euarchontoglires,Rodentia,Castorimorpha,Heteromyidae,Perognathinae,Chaetodipus,Chaetodipus spinatus,,,,,,,,,,,
chinchilla lanigera,Mammalia,Glires,Euarchontoglires,Rodentia,Hystricomorpha,Chinchillidae,,Chinchilla,Chinchilla lanigera,,,,,,,,,,,
chionomys roberti,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Arvicolinae,Chionomys,Chionomys roberti,,,,,,,,,,,
coendou melanurus,Mammalia,Glires,Euarchontoglires,Rodentia,Hystricomorpha,Erethizontidae,,Coendou,Coendou melanurus,,,,,,,,,,,
coendou mexicanus,Mammalia,Glires,Euarchontoglires,Rodentia,Hystricomorpha,Erethizontidae,,Coendou,Coendou mexicanus,,,,,,,,,,,
coendou prehensilis,Mammalia,Glires,Euarchontoglires,Rodentia,Hystricomorpha,Erethizontidae,,Coendou,Coendou prehensilis,,,,,,,,,,,
coendou rothschildi,Insecta,Obtectomera,Amphiesmenoptera,Lepidoptera,Glossata,Pieridae,Pierinae,Delias,Delias rothschildi,,,Pterygota,Neoptera,Holometabola,Neolepidoptera,Papilionoidea,Heteroneura,Pierini,,
cricetomys emini,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Nesomyidae,Cricetomyinae,Cricetomys,Cricetomys emini,,,,,,,,,,,
cricetomys gambianus,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Nesomyidae,Cricetomyinae,Cricetomys,Cricetomys gambianus,,,,,,,,,,,
cricetulus barabensis,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Cricetinae,Cricetulus,Cricetulus barabensis,,,,,,,,,,,
cricetus cricetus,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Cricetinae,Cricetus,Cricetus cricetus,,,,,,,,,,,
ctenodactylus gundi,Mammalia,Glires,Euarchontoglires,Rodentia,Hystricomorpha,Ctenodactylidae,,Ctenodactylus,Ctenodactylus gundi,,,,,,,,,,,
cuniculus paca,Mammalia,Glires,Euarchontoglires,Rodentia,Hystricomorpha,Cuniculidae,,Cuniculus,Cuniculus paca,,,,,,,,,,,
cynomys ludovicianus,Mammalia,Glires,Euarchontoglires,Rodentia,Sciuromorpha,Sciuridae,Xerinae,Cynomys,Cynomys ludovicianus,,,,,,,,,Marmotini,,
dasymys incomtus,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Muridae,Murinae,Dasymys,Dasymys incomtus,,,,,,,,,,,
dasyprocta fuliginosa,Mammalia,Glires,Euarchontoglires,Rodentia,Hystricomorpha,Dasyproctidae,,Dasyprocta,Dasyprocta fuliginosa,,,,,,,,,,,
dasyprocta leporina,Mammalia,Glires,Euarchontoglires,Rodentia,Hystricomorpha,Dasyproctidae,,Dasyprocta,Dasyprocta leporina,,,,,,,,,,,
dasyprocta punctata,Mammalia,Glires,Euarchontoglires,Rodentia,Hystricomorpha,Dasyproctidae,,Dasyprocta,Dasyprocta punctata,,,,,,,,,,,
desmodillus auricularis,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Muridae,Gerbillinae,Desmodillus,Desmodillus auricularis,,,,,,,,,,,
dicrostonyx groenlandicus,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Arvicolinae,Dicrostonyx,Dicrostonyx groenlandicus,,,,,,,,,,,
diplomys labilis,Mammalia,Glires,Euarchontoglires,Rodentia,Hystricomorpha,Echimyidae,,Diplomys,Diplomys labilis,,,,,,,,,,,
dipodillus dasyurus,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Muridae,Gerbillinae,Dipodillus,Dipodillus dasyurus,,,,,,,,,,,
dipodomys heermanni,Mammalia,Glires,Euarchontoglires,Rodentia,Castorimorpha,Heteromyidae,Dipodomyinae,Dipodomys,Dipodomys heermanni,,,,,,,,,,,
dipodomys merriami,Mammalia,Glires,Euarchontoglires,Rodentia,Castorimorpha,Heteromyidae,Dipodomyinae,Dipodomys,Dipodomys merriami,,,,,,,,,,,
dipodomys microps,Mammalia,Glires,Euarchontoglires,Rodentia,Castorimorpha,Heteromyidae,Dipodomyinae,Dipodomys,Dipodomys microps,,,,,,,,,,,
dipodomys nitratoides,Mammalia,Glires,Euarchontoglires,Rodentia,Castorimorpha,Heteromyidae,Dipodomyinae,Dipodomys,Dipodomys nitratoides,,,,,,,,,,,
dipodomys ordii,Mammalia,Glires,Euarchontoglires,Rodentia,Castorimorpha,Heteromyidae,Dipodomyinae,Dipodomys,Dipodomys ordii,,,,,,,,,,,
eliomys munbyanus,Mammalia,Glires,Euarchontoglires,Rodentia,Sciuromorpha,Gliridae,Leithiinae,Eliomys,Eliomys quercinus,,,,,,,,,,,
erethizon dorsatus,Mammalia,Glires,Euarchontoglires,Rodentia,Hystricomorpha,Erethizontidae,,Erethizon,Erethizon dorsatum,,,,,,,,,,,
euryzygomatomys spinosus,Mammalia,Glires,Euarchontoglires,Rodentia,Hystricomorpha,Echimyidae,,Euryzygomatomys,Euryzygomatomys spinosus,,,,,,,,,,,
funambulus pennantii,Mammalia,Glires,Euarchontoglires,Rodentia,Sciuromorpha,Sciuridae,Callosciurinae,Funambulus,Funambulus pennantii,,,,,,,,,Funambulini,,
funambulus tristriatus,Arachnida,Phalangida,,Opiliones,Laniatores,Sandokanidae,,Gnomulus,Gnomulus rostratus,,,,,,,Sandokanoidea,,,,
funisciurus anerythrus,Mammalia,Glires,Euarchontoglires,Rodentia,Sciuromorpha,Sciuridae,Callosciurinae,Funisciurus,Funisciurus anerythrus,,,,,,,,,Funambulini,,
funisciurus congicus,Mammalia,Glires,Euarchontoglires,Rodentia,Sciuromorpha,Sciuridae,Callosciurinae,Exilisciurus,Exilisciurus concinnus,,,,,,,,,Callosciurini,,
funisciurus lemniscatus,Lepidosauria,Toxicofera,,Squamata,,Elapidae,Elapinae,Micrurus,Micrurus lemniscatus,,,,,,Serpentes,Colubroidea,,,,
geomys bursarius,Mammalia,Glires,Euarchontoglires,Rodentia,Castorimorpha,Geomyidae,,Geomys,Geomys bursarius,,,,,,,,,,,
gerbilliscus brantsii,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Muridae,Gerbillinae,Gerbilliscus,Gerbilliscus brantsii,,,,,,,,,,,
gerbilliscus kempii,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Muridae,Gerbillinae,Gerbilliscus,Gerbilliscus kempi,,,,,,,,,,,
gerbilliscus leucogaster,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Muridae,Gerbillinae,Gerbilliscus,Gerbilliscus leucogaster,,,,,,,,,,,
gerbilliscus validus,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Muridae,Gerbillinae,Gerbilliscus,Gerbilliscus validus,,,,,,,,,,,
gerbillus gerbillus,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Muridae,Gerbillinae,Gerbillus,Gerbillus gerbillus,,,,,,,,,,,
gerbillus pyramidum,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Muridae,Gerbillinae,Gerbillus,Gerbillus pyramidum,,,,,,,,,,,
glaucomys volans,Mammalia,Glires,Euarchontoglires,Rodentia,Sciuromorpha,Sciuridae,Sciurinae,Glaucomys,Glaucomys volans,,,,,,,,,Pteromyini,,
glis glis,Mammalia,Glires,Euarchontoglires,Rodentia,Sciuromorpha,Gliridae,Glirinae,Glis,Glis glis,,,,,,,,,,,
golunda ellioti,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Muridae,Murinae,Golunda,Golunda ellioti,,,,,,,,,,,
graomys griseoflavus,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Sigmodontinae,Graomys,Graomys griseoflavus,,,,,,,,,,,
handleyomys alfaroi,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Sigmodontinae,Handleyomys,Handleyomys alfaroi,,,,,,,,,,,
handleyomys fuscatus,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Sigmodontinae,Handleyomys,Handleyomys fuscatus,,,,,,,,,,,
heliosciurus gambianus,Mammalia,Glires,Euarchontoglires,Rodentia,Sciuromorpha,Sciuridae,Xerinae,Heliosciurus,Heliosciurus gambianus,,,,,,,,,Protoxerini,,
heliosciurus rufobrachium,Mammalia,Glires,Euarchontoglires,Rodentia,Sciuromorpha,Sciuridae,Xerinae,Heliosciurus,Heliosciurus rufobrachium,,,,,,,,,Protoxerini,,
heteromys anomalus,Mammalia,Glires,Euarchontoglires,Rodentia,Castorimorpha,Heteromyidae,Heteromyinae,Heteromys,Heteromys anomalus,,,,,,,,,,,
holochilus sciureus,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Sigmodontinae,Holochilus,Holochilus sciureus,,,,,,,,,,,
hoplomys gymnurus,Mammalia,Glires,Euarchontoglires,Rodentia,Hystricomorpha,Echimyidae,,Hoplomys,Hoplomys gymnurus,,,,,,,,,,,
hydrochoerus hydrochaeris,Mammalia,Glires,Euarchontoglires,Rodentia,Hystricomorpha,Hydrochaeridae,,Hydrochoerus,Hydrochoerus hydrochaeris,,,,,,,,,,,
hydromys chrysogaster,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Muridae,Murinae,Hydromys,Hydromys chrysogaster,,,,,,,,,,,
hylaeamys laticeps,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Sigmodontinae,Hylaeamys,Hylaeamys laticeps,,,,,,,,,,,
hylaeamys megacephalus,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Sigmodontinae,Hylaeamys,Hylaeamys megacephalus,,,,,,,,,,,
hylomyscus alleni,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Muridae,Murinae,Hylomyscus,Hylomyscus alleni,,,,,,,,,,,
hystrix africaeaustralis,Mammalia,Glires,Euarchontoglires,Rodentia,Hystricomorpha,Hystricidae,,Hystrix,Hystrix africaeaustralis,,,,,,,,,,,
ictidomys tridecemlineatus,Mammalia,Glires,Euarchontoglires,Rodentia,Sciuromorpha,Sciuridae,Xerinae,Ictidomys,Ictidomys tridecemlineatus,,,,,,,,,Marmotini,,
lagurus lagurus,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Arvicolinae,Lagurus,Lagurus lagurus,,,,,,,,,,,
lasiopodomys gregalis,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Arvicolinae,Lasiopodomys,Lasiopodomys gregalis,,,,,,,,,,,
lemmus lemmus,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Arvicolinae,Lemmus,Lemmus lemmus,,,,,,,,,,,
lemmus sibiricus,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Arvicolinae,Lemmus,Lemmus sibiricus,,,,,,,,,,,
lemniscomys rosalia,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Muridae,Murinae,Lemniscomys,Lemniscomys rosalia,,,,,,,,,,,
lemniscomys striatus,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Muridae,Murinae,Lemniscomys,Lemniscomys striatus,,,,,,,,,,,
liomys adspersus,Mammalia,Glires,Euarchontoglires,Rodentia,Castorimorpha,Heteromyidae,Heteromyinae,Liomys,Liomys adspersus,,,,,,,,,,,
liomys salvini,Mammalia,Glires,Euarchontoglires,Rodentia,Castorimorpha,Heteromyidae,Heteromyinae,Liomys,Liomys salvini,,,,,,,,,,,
lophuromys flavopunctatus,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Muridae,Deomyinae,Lophuromys,Lophuromys flavopunctatus,,,,,,,,,,,
lophuromys sikapusi,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Muridae,Deomyinae,Lophuromys,Lophuromys sikapusi,,,,,,,,,,,
loxodontomys micropus,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Sigmodontinae,Auliscomys,Auliscomys micropus,,,,,,,,,,,
madromys blanfordi,Insecta,Cyclorrhapha,,Diptera,Brachycera,Syrphidae,Eristalinae,Hadromyia,Hadromyia crawfordi,,,Pterygota,Neoptera,Holometabola,Muscomorpha,Syrphoidea,,Xylotini,,Aschiza
marmota caudata,Mammalia,Glires,Euarchontoglires,Rodentia,Sciuromorpha,Sciuridae,Xerinae,Marmota,Marmota caudata,,,,,,,,,Marmotini,,
marmota flaviventris,Mammalia,Glires,Euarchontoglires,Rodentia,Sciuromorpha,Sciuridae,Xerinae,Marmota,Marmota flaviventris,,,,,,,,,Marmotini,,
marmota monax,Mammalia,Glires,Euarchontoglires,Rodentia,Sciuromorpha,Sciuridae,Xerinae,Marmota,Marmota monax,,,,,,,,,Marmotini,,
mastomys coucha,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Muridae,Murinae,Mastomys,Mastomys coucha,,,,,,,,,,,
mastomys erythroleucus,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Muridae,Murinae,Mastomys,Mastomys erythroleucus,,,,,,,,,,,
mastomys huberti,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Muridae,Murinae,Mastomys,Mastomys huberti,,,,,,,,,,,
mastomys natalensis,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Muridae,Murinae,Mastomys,Mastomys natalensis,,,,,,,,,,,
