"idx","PMID","Database","Lookup_Successful","PMID_lookup","Year","Journal","Title"
874,15289094,"pubmed",TRUE,"15289094",2004,"Trans R Soc Trop Med Hyg","Prevalence of rabies and LPM paramyxovirus antibody in non-hematophagous bats captured in the Central Pacific coast of Mexico."
875,20464127,"pubmed",TRUE,"20464127",2010,"Rev Inst Med Trop Sao Paulo","Updated list of bat species positive for rabies in Brazil."
876,20966291,"pubmed",TRUE,"20966291",2010,"J Wildl Dis","A comparative study of rabies virus isolates from hematophagous bats in Brazil."
877,15289094,"pubmed",TRUE,"15289094",2004,"Trans R Soc Trop Med Hyg","Prevalence of rabies and LPM paramyxovirus antibody in non-hematophagous bats captured in the Central Pacific coast of Mexico."
878,15289094,"pubmed",TRUE,"15289094",2004,"Trans R Soc Trop Med Hyg","Prevalence of rabies and LPM paramyxovirus antibody in non-hematophagous bats captured in the Central Pacific coast of Mexico."
879,480527,"pubmed",TRUE,"480527",1979,"J Wildl Dis","An updated list of rabies-infected bats in North America."
880,20464127,"pubmed",TRUE,"20464127",2010,"Rev Inst Med Trop Sao Paulo","Updated list of bat species positive for rabies in Brazil."
881,20464127,"pubmed",TRUE,"20464127",2010,"Rev Inst Med Trop Sao Paulo","Updated list of bat species positive for rabies in Brazil."
882,480527,"pubmed",TRUE,"480527",1979,"J Wildl Dis","An updated list of rabies-infected bats in North America."
883,15289094,"pubmed",TRUE,"15289094",2004,"Trans R Soc Trop Med Hyg","Prevalence of rabies and LPM paramyxovirus antibody in non-hematophagous bats captured in the Central Pacific coast of Mexico."
884,20464127,"pubmed",TRUE,"20464127",2010,"Rev Inst Med Trop Sao Paulo","Updated list of bat species positive for rabies in Brazil."
885,20464127,"pubmed",TRUE,"20464127",2010,"Rev Inst Med Trop Sao Paulo","Updated list of bat species positive for rabies in Brazil."
886,19492948,"pubmed",TRUE,"19492948",2009,"Vector Borne Zoonotic Dis","Seroprevalence of rabies virus antibodies in bats from southern China."
887,19492948,"pubmed",TRUE,"19492948",2009,"Vector Borne Zoonotic Dis","Seroprevalence of rabies virus antibodies in bats from southern China."
888,19492948,"pubmed",TRUE,"19492948",2009,"Vector Borne Zoonotic Dis","Seroprevalence of rabies virus antibodies in bats from southern China."
889,20689015,"pubmed",TRUE,"20689015",2010,"Science","Host phylogeny constrains cross-species emergence and establishment of rabies virus in bats."
890,20689015,"pubmed",TRUE,"20689015",2010,"Science","Host phylogeny constrains cross-species emergence and establishment of rabies virus in bats."
891,20464127,"pubmed",TRUE,"20464127",2010,"Rev Inst Med Trop Sao Paulo","Updated list of bat species positive for rabies in Brazil."
892,20464127,"pubmed",TRUE,"20464127",2010,"Rev Inst Med Trop Sao Paulo","Updated list of bat species positive for rabies in Brazil."
893,17680325,"pubmed",TRUE,"17680325",2007,"Arch Virol","Genetic diversity of bat rabies viruses in Brazil."
894,20689015,"pubmed",TRUE,"20689015",2010,"Science","Host phylogeny constrains cross-species emergence and establishment of rabies virus in bats."
895,480526,"pubmed",TRUE,"480526",1979,"J Wildl Dis","Rabies in Myotis thysanodes, Lasiurus ega, Euderma maculatum and Eumops perotis in California."
896,480527,"pubmed",TRUE,"480527",1979,"J Wildl Dis","An updated list of rabies-infected bats in North America."
897,16672396,"pubmed",TRUE,"16672396",2006,"J Clin Microbiol","Molecular diversity of rabies viruses associated with bats in Mexico and other countries of the Americas."
898,21468481,"pubmed",TRUE,"21468481",2011,"Rev Soc Bras Med Trop","Rabies diagnosis and serology in bats from the State of São Paulo, Brazil."
899,20689015,"pubmed",TRUE,"20689015",2010,"Science","Host phylogeny constrains cross-species emergence and establishment of rabies virus in bats."
900,20689015,"pubmed",TRUE,"20689015",2010,"Science","Host phylogeny constrains cross-species emergence and establishment of rabies virus in bats."
901,480527,"pubmed",TRUE,"480527",1979,"J Wildl Dis","An updated list of rabies-infected bats in North America."
902,12048546,"pubmed",TRUE,"12048546",2002,"Rev Inst Med Trop Sao Paulo","Antigenic typing of Brazilian rabies virus samples isolated from animals and humans, 1989-2000."
903,480526,"pubmed",TRUE,"480526",1979,"J Wildl Dis","Rabies in Myotis thysanodes, Lasiurus ega, Euderma maculatum and Eumops perotis in California."
904,20464127,"pubmed",TRUE,"20464127",2010,"Rev Inst Med Trop Sao Paulo","Updated list of bat species positive for rabies in Brazil."
905,20689015,"pubmed",TRUE,"20689015",2010,"Science","Host phylogeny constrains cross-species emergence and establishment of rabies virus in bats."
906,20689015,"pubmed",TRUE,"20689015",2010,"Science","Host phylogeny constrains cross-species emergence and establishment of rabies virus in bats."
907,20689015,"pubmed",TRUE,"20689015",2010,"Science","Host phylogeny constrains cross-species emergence and establishment of rabies virus in bats."
908,20464127,"pubmed",TRUE,"20464127",2010,"Rev Inst Med Trop Sao Paulo","Updated list of bat species positive for rabies in Brazil."
909,480527,"pubmed",TRUE,"480527",1979,"J Wildl Dis","An updated list of rabies-infected bats in North America."
910,20689015,"pubmed",TRUE,"20689015",2010,"Science","Host phylogeny constrains cross-species emergence and establishment of rabies virus in bats."
911,22458941,"pubmed",TRUE,"22458941",2012,"Epidemiol Infect","Typing of the rabies virus in Chile, 2002-2008."
913,480527,"pubmed",TRUE,"480527",1979,"J Wildl Dis","An updated list of rabies-infected bats in North America."
914,480527,"pubmed",TRUE,"480527",1979,"J Wildl Dis","An updated list of rabies-infected bats in North America."
915,20464127,"pubmed",TRUE,"20464127",2010,"Rev Inst Med Trop Sao Paulo","Updated list of bat species positive for rabies in Brazil."
916,480527,"pubmed",TRUE,"480527",1979,"J Wildl Dis","An updated list of rabies-infected bats in North America."
917,15763144,"pubmed",TRUE,"15763144",2005,"Virus Res","Antigenic and molecular characterization of rabies virus in Argentina."
918,21503551,"pubmed",TRUE,"21503551",2011,"Rev Soc Bras Med Trop","First report of rabies infection in bats, Molossus molossus, Molossops neglectus and Myotis riparius in the city of São Paulo, State of São Paulo, southeastern Brazil."
919,17696853,"pubmed",TRUE,"17696853",2007,"J Am Vet Med Assoc","Rabies surveillance in the United States during 2006."
920,480527,"pubmed",TRUE,"480527",1979,"J Wildl Dis","An updated list of rabies-infected bats in North America."
921,480527,"pubmed",TRUE,"480527",1979,"J Wildl Dis","An updated list of rabies-infected bats in North America."
922,21916759,"pubmed",TRUE,"21916759",2011,"J Am Vet Med Assoc","Rabies surveillance in the United States during 2010."
923,20689015,"pubmed",TRUE,"20689015",2010,"Science","Host phylogeny constrains cross-species emergence and establishment of rabies virus in bats."
924,1683127,"pubmed",TRUE,"1683127",1991,"Acta Virol","New strains of rabies-related viruses isolated from bats in the Ukraine."
925,480527,"pubmed",TRUE,"480527",1979,"J Wildl Dis","An updated list of rabies-infected bats in North America."
926,480527,"pubmed",TRUE,"480527",1979,"J Wildl Dis","An updated list of rabies-infected bats in North America."
927,480527,"pubmed",TRUE,"480527",1979,"J Wildl Dis","An updated list of rabies-infected bats in North America."
929,480527,"pubmed",TRUE,"480527",1979,"J Wildl Dis","An updated list of rabies-infected bats in North America."
930,1683127,"pubmed",TRUE,"1683127",1991,"Acta Virol","New strains of rabies-related viruses isolated from bats in the Ukraine."
931,480527,"pubmed",TRUE,"480527",1979,"J Wildl Dis","An updated list of rabies-infected bats in North America."
932,15289094,"pubmed",TRUE,"15289094",2004,"Trans R Soc Trop Med Hyg","Prevalence of rabies and LPM paramyxovirus antibody in non-hematophagous bats captured in the Central Pacific coast of Mexico."
933,18758985,"pubmed",TRUE,"18758985",2008,"Trop Anim Health Prod","A retrospective study of wildlife rabies in Zimbabwe, between 1992 and 2003."
934,11747745,"pubmed",TRUE,"11747745",2001,"Emerg Infect Dis","Rabies in marmosets (Callithrix jacchus), Ceará, Brazil."
935,24055656,"pubmed",TRUE,"24055656",2013,"Virus Res","Isolation of a phylogenetically distinct rabies virus from a tufted capuchin monkey (Cebus apella) in Brazil."
936,9027687,"pubmed",TRUE,"9027687",1997,"J Wildl Dis","Surveillance and spatiotemporal associations of rabies in rodents and lagomorphs in the United States, 1985-1994."
937,19901391,"pubmed",TRUE,"19901391",2009,"J Wildl Dis","Observations of sylvatic rabies in Northern Argentina during outbreaks of paralytic cattle rabies transmitted by vampire bats (Desmodus rotundus)."
938,9027687,"pubmed",TRUE,"9027687",1997,"J Wildl Dis","Surveillance and spatiotemporal associations of rabies in rodents and lagomorphs in the United States, 1985-1994."
939,9027687,"pubmed",TRUE,"9027687",1997,"J Wildl Dis","Surveillance and spatiotemporal associations of rabies in rodents and lagomorphs in the United States, 1985-1994."
940,9027687,"pubmed",TRUE,"9027687",1997,"J Wildl Dis","Surveillance and spatiotemporal associations of rabies in rodents and lagomorphs in the United States, 1985-1994."
941,101094826,"pubmed",TRUE,"no record",NA,NA,NA
942,9027687,"pubmed",TRUE,"9027687",1997,"J Wildl Dis","Surveillance and spatiotemporal associations of rabies in rodents and lagomorphs in the United States, 1985-1994."
943,9027687,"pubmed",TRUE,"9027687",1997,"J Wildl Dis","Surveillance and spatiotemporal associations of rabies in rodents and lagomorphs in the United States, 1985-1994."
944,3520029,"pubmed",TRUE,"3520029",1986,"J Wildl Dis","Rabies in rodents and lagomorphs in the United States, 1971-1984: increased cases in the woodchuck (Marmota monax) in mid-Atlantic states."
945,9027687,"pubmed",TRUE,"9027687",1997,"J Wildl Dis","Surveillance and spatiotemporal associations of rabies in rodents and lagomorphs in the United States, 1985-1994."
946,9027687,"pubmed",TRUE,"9027687",1997,"J Wildl Dis","Surveillance and spatiotemporal associations of rabies in rodents and lagomorphs in the United States, 1985-1994."
947,9027687,"pubmed",TRUE,"9027687",1997,"J Wildl Dis","Surveillance and spatiotemporal associations of rabies in rodents and lagomorphs in the United States, 1985-1994."
948,9027687,"pubmed",TRUE,"9027687",1997,"J Wildl Dis","Surveillance and spatiotemporal associations of rabies in rodents and lagomorphs in the United States, 1985-1994."
949,17312768,"pubmed",TRUE,"17312768",2007,"J Zoo Wildl Med","The role of feral mammals on wildlife infectious disease prevalence in two nature reserves within Mexico City limits."
950,15650080,"pubmed",TRUE,"15650080",2005,"J Wildl Dis","Molecular epidemiology of terrestrial rabies in the former Soviet Union."
951,18758985,"pubmed",TRUE,"18758985",2008,"Trop Anim Health Prod","A retrospective study of wildlife rabies in Zimbabwe, between 1992 and 2003."
952,16412222,"pubmed",TRUE,"16412222",2006,"BMC Vet Res","A molecular epidemiological study of rabies epizootics in kudu (Tragelaphus strepsiceros) in Namibia."
954,19901391,"pubmed",TRUE,"19901391",2009,"J Wildl Dis","Observations of sylvatic rabies in Northern Argentina during outbreaks of paralytic cattle rabies transmitted by vampire bats (Desmodus rotundus)."
956,18683561,"pubmed",TRUE,"18683561",2008,"Bing Du Xue Bao","[Sequencing and analysis of the complete genome of a rabies virus isolate from Sika deer]."
957,25614955,"pubmed",TRUE,"25614955",2015,"Infect Genet Evol","Characterization of a virulent dog-originated rabies virus affecting more than twenty fallow deer (Dama dama) in Inner Mongolia, China."
958,19901391,"pubmed",TRUE,"19901391",2009,"J Wildl Dis","Observations of sylvatic rabies in Northern Argentina during outbreaks of paralytic cattle rabies transmitted by vampire bats (Desmodus rotundus)."
961,101094826,"pubmed",TRUE,"no record",NA,NA,NA
962,9027687,"pubmed",TRUE,"9027687",1997,"J Wildl Dis","Surveillance and spatiotemporal associations of rabies in rodents and lagomorphs in the United States, 1985-1994."
963,26868014,"pubmed",TRUE,"26868014",2016,"BMC Res Notes","Molecular epidemiological tracing of a cattle rabies outbreak lasting less than a month in Rio Grande do Sul in southern Brazil."
964,26396980,"pubmed",TRUE,"26396980",2015,"Virusdisease","Identification and genetic characterization of rabies virus from Egyptian water buffaloes (Bubalus bubalis) bitten by a fox."
965,18803503,"pubmed",TRUE,"18803503",2008,"Vector Borne Zoonotic Dis","Rabies in China: an update."
966,11384221,"pubmed",TRUE,"11384221",2001,"Virology","Genetic characterization and geographic distribution of rabies virus isolates in Brazil: identification of two reservoirs, dogs and vampire bats."
967,20462156,"pubmed",TRUE,"20462156",2010,"Rev Sci Tech","Animal and human rabies in Mongolia."
968,23375085,"pubmed",TRUE,"23375085",2013,"Prev Vet Med","Spatio-temporal pattern of sylvatic rabies in the Sultanate of Oman, 2006-2010."
969,2248879,"pubmed",TRUE,"2248879",1990,"Wkly Epidemiol Rec","Rabies in a llama."
970,11384221,"pubmed",TRUE,"11384221",2001,"Virology","Genetic characterization and geographic distribution of rabies virus isolates in Brazil: identification of two reservoirs, dogs and vampire bats."
972,11384221,"pubmed",TRUE,"11384221",2001,"Virology","Genetic characterization and geographic distribution of rabies virus isolates in Brazil: identification of two reservoirs, dogs and vampire bats."
973,21867415,"pubmed",TRUE,"21867415",2011,"Vector Borne Zoonotic Dis","Commerson's leaf-nosed bat (Hipposideros commersoni) is the likely reservoir of Shimoni bat virus."
974,21867415,"pubmed",TRUE,"21867415",2011,"Vector Borne Zoonotic Dis","Commerson's leaf-nosed bat (Hipposideros commersoni) is the likely reservoir of Shimoni bat virus."
975,20138934,"pubmed",TRUE,"20138934",2010,"Virus Res","Shimoni bat virus, a new representative of the Lyssavirus genus."
976,14720408,"pubmed",TRUE,"14720408",2004,"Emerg Infect Dis","Novel lyssaviruses isolated from bats in Russia."
977,21593274,"pubmed",TRUE,"21593274",2011,"J Gen Virol","Tibrogargan and Coastal Plains rhabdoviruses: genomic characterization, evolution of novel genes and seroprevalence in Australian livestock."
978,21593274,"pubmed",TRUE,"21593274",2011,"J Gen Virol","Tibrogargan and Coastal Plains rhabdoviruses: genomic characterization, evolution of novel genes and seroprevalence in Australian livestock."
979,21593274,"pubmed",TRUE,"21593274",2011,"J Gen Virol","Tibrogargan and Coastal Plains rhabdoviruses: genomic characterization, evolution of novel genes and seroprevalence in Australian livestock."
980,3548679,"pubmed",TRUE,"3548679",1986,"Aust J Biol Sci","Isolation of a new rhabdovirus in Australia related to Tibrogargan virus."
981,3548679,"pubmed",TRUE,"3548679",1986,"Aust J Biol Sci","Isolation of a new rhabdovirus in Australia related to Tibrogargan virus."
982,15890917,"pubmed",TRUE,"15890917",2005,"J Virol","Characterization of the Tupaia rhabdovirus genome reveals a long open reading frame overlapping with P and a novel gene encoding a small hydrophobic protein."
983,20089287,"pubmed",TRUE,"20089287",2010,"Virology","Ngaingan virus, a macropod-associated rhabdovirus, contains a second glycoprotein gene and seven novel open reading frames."
984,20089287,"pubmed",TRUE,"20089287",2010,"Virology","Ngaingan virus, a macropod-associated rhabdovirus, contains a second glycoprotein gene and seven novel open reading frames."
985,20089287,"pubmed",TRUE,"20089287",2010,"Virology","Ngaingan virus, a macropod-associated rhabdovirus, contains a second glycoprotein gene and seven novel open reading frames."
986,20089287,"pubmed",TRUE,"20089287",2010,"Virology","Ngaingan virus, a macropod-associated rhabdovirus, contains a second glycoprotein gene and seven novel open reading frames."
987,4150461,"pubmed",TRUE,"4150461",1973,"Trans R Soc Trop Med Hyg","Isolation of arboviruses from mosquitoes, biting midges, sandflies and vertebrates collected in Queensland, 1969 and 1970."
988,3034087,"pubmed",TRUE,"3034087",1987,"Am J Trop Med Hyg","Natural infection of humans, animals, and phlebotomine sand flies with the Alagoas serotype of vesicular stomatitis virus in Colombia."
989,3034087,"pubmed",TRUE,"3034087",1987,"Am J Trop Med Hyg","Natural infection of humans, animals, and phlebotomine sand flies with the Alagoas serotype of vesicular stomatitis virus in Colombia."
990,25274744,"pubmed",TRUE,"25274744",2014,"J Vet Diagn Invest","Outbreaks of Vesicular stomatitis Alagoas virus in horses and cattle in northeastern Brazil."
991,25274744,"pubmed",TRUE,"25274744",2014,"J Vet Diagn Invest","Outbreaks of Vesicular stomatitis Alagoas virus in horses and cattle in northeastern Brazil."
992,6091472,"pubmed",TRUE,"6091472",1984,"Am J Trop Med Hyg","Carajas and Maraba viruses, two new vesiculoviruses isolated from phlebotomine sand flies in Brazil."
993,16172482,"pubmed",TRUE,"16172482",2005,"Am J Trop Med Hyg","An outbreak of Chandipura virus encephalitis in the eastern districts of Gujarat state, India."
994,22272333,"pubmed",TRUE,"22272333",2012,"PLoS One","Whole genomes of Chandipura virus isolates and comparative analysis with other rhabdoviruses."
995,22272333,"pubmed",TRUE,"22272333",2012,"PLoS One","Whole genomes of Chandipura virus isolates and comparative analysis with other rhabdoviruses."
996,15929402,"pubmed",TRUE,"15929402",2005,"Acta Virol","Incidence of neutralizing antibodies to Chandipura virus in domestic animals from Karimnagar and Warangal Districts of Andhra Pradesh, India."
997,15929402,"pubmed",TRUE,"15929402",2005,"Acta Virol","Incidence of neutralizing antibodies to Chandipura virus in domestic animals from Karimnagar and Warangal Districts of Andhra Pradesh, India."
998,15929402,"pubmed",TRUE,"15929402",2005,"Acta Virol","Incidence of neutralizing antibodies to Chandipura virus in domestic animals from Karimnagar and Warangal Districts of Andhra Pradesh, India."
999,15929402,"pubmed",TRUE,"15929402",2005,"Acta Virol","Incidence of neutralizing antibodies to Chandipura virus in domestic animals from Karimnagar and Warangal Districts of Andhra Pradesh, India."
1000,15929402,"pubmed",TRUE,"15929402",2005,"Acta Virol","Incidence of neutralizing antibodies to Chandipura virus in domestic animals from Karimnagar and Warangal Districts of Andhra Pradesh, India."
1001,204207,"pubmed",TRUE,"204207",1978,"Am J Trop Med Hyg","Serological evidence of infection of Tacaribe virus and arboviruses in Trinidadian bats."
1002,14103231,"pubmed",TRUE,"14103231",1964,"Am J Vet Res","COCAL VIRUS, A NEW AGENT IN TRINIDAD RELATED TO VESICULAR STOMATITIS VIRUS, TYPE INDIANA."
1003,2845825,"pubmed",TRUE,"2845825",1988,"Am J Trop Med Hyg","A human case of encephalitis associated with vesicular stomatitis virus (Indiana serotype) infection."
1004,1512876,"pubmed",TRUE,"1512876",1992,"J Wildl Dis","Serologic survey for selected arboviruses and other potential pathogens in wildlife from Mexico."
1005,1512876,"pubmed",TRUE,"1512876",1992,"J Wildl Dis","Serologic survey for selected arboviruses and other potential pathogens in wildlife from Mexico."
1006,1512876,"pubmed",TRUE,"1512876",1992,"J Wildl Dis","Serologic survey for selected arboviruses and other potential pathogens in wildlife from Mexico."
1007,1512876,"pubmed",TRUE,"1512876",1992,"J Wildl Dis","Serologic survey for selected arboviruses and other potential pathogens in wildlife from Mexico."
1008,4309413,"pubmed",TRUE,"4309413",1969,"Am J Epidemiol","Ecologic studies of vesicular stomatitis virus. I. Prevalence of infection among animals and humans living in an area of endemic VSV activity."
1009,4309413,"pubmed",TRUE,"4309413",1969,"Am J Epidemiol","Ecologic studies of vesicular stomatitis virus. I. Prevalence of infection among animals and humans living in an area of endemic VSV activity."
1010,4309413,"pubmed",TRUE,"4309413",1969,"Am J Epidemiol","Ecologic studies of vesicular stomatitis virus. I. Prevalence of infection among animals and humans living in an area of endemic VSV activity."
1011,7563415,"pubmed",TRUE,"7563415",1995,"J Wildl Dis","Serologic survey of neotropical bats in Guatemala for virus antibodies."
1012,7563415,"pubmed",TRUE,"7563415",1995,"J Wildl Dis","Serologic survey of neotropical bats in Guatemala for virus antibodies."
1013,4309413,"pubmed",TRUE,"4309413",1969,"Am J Epidemiol","Ecologic studies of vesicular stomatitis virus. I. Prevalence of infection among animals and humans living in an area of endemic VSV activity."
1014,1512876,"pubmed",TRUE,"1512876",1992,"J Wildl Dis","Serologic survey for selected arboviruses and other potential pathogens in wildlife from Mexico."
1015,4307919,"pubmed",TRUE,"4307919",1969,"Am J Epidemiol","Vesicular stomatitis virus infections in Panamanian primates and other vertebrates."
1016,1512876,"pubmed",TRUE,"1512876",1992,"J Wildl Dis","Serologic survey for selected arboviruses and other potential pathogens in wildlife from Mexico."
1017,8722265,"pubmed",TRUE,"8722265",1996,"J Wildl Dis","Serological survey of small mammals in a vesicular stomatitis virus enzootic area."
1018,4307919,"pubmed",TRUE,"4307919",1969,"Am J Epidemiol","Vesicular stomatitis virus infections in Panamanian primates and other vertebrates."
1019,1512876,"pubmed",TRUE,"1512876",1992,"J Wildl Dis","Serologic survey for selected arboviruses and other potential pathogens in wildlife from Mexico."
1020,1512876,"pubmed",TRUE,"1512876",1992,"J Wildl Dis","Serologic survey for selected arboviruses and other potential pathogens in wildlife from Mexico."
1021,12034487,"pubmed",TRUE,"12034487",2002,"Virus Res","Emergence and re-emergence of vesicular stomatitis in the United States."
1022,12034487,"pubmed",TRUE,"12034487",2002,"Virus Res","Emergence and re-emergence of vesicular stomatitis in the United States."
1023,12034487,"pubmed",TRUE,"12034487",2002,"Virus Res","Emergence and re-emergence of vesicular stomatitis in the United States."
1024,192094,"pubmed",TRUE,"192094",1977,"Am J Trop Med Hyg","Isfahan virus, a new vesiculovirus infecting humans, gerbils, and sandflies in Iran."
1025,192094,"pubmed",TRUE,"192094",1977,"Am J Trop Med Hyg","Isfahan virus, a new vesiculovirus infecting humans, gerbils, and sandflies in Iran."
1026,6091472,"pubmed",TRUE,"6091472",1984,"Am J Trop Med Hyg","Carajas and Maraba viruses, two new vesiculoviruses isolated from phlebotomine sand flies in Brazil."
1027,4378113,"pubmed",TRUE,"4378113",1967,"Am J Epidemiol","Vesicular stomatitis virus in Panama. Human serologic patterns in a cattle raising area."
1028,3035241,"pubmed",TRUE,"3035241",1987,"J Wildl Dis","Epizootic vesicular stomatitis in Colorado, 1982: some observations on the possible role of wildlife populations in an enzootic maintenance cycle."
1029,1512876,"pubmed",TRUE,"1512876",1992,"J Wildl Dis","Serologic survey for selected arboviruses and other potential pathogens in wildlife from Mexico."
1030,101094826,"pubmed",TRUE,"no record",NA,NA,NA
1031,1512876,"pubmed",TRUE,"1512876",1992,"J Wildl Dis","Serologic survey for selected arboviruses and other potential pathogens in wildlife from Mexico."
1032,1512876,"pubmed",TRUE,"1512876",1992,"J Wildl Dis","Serologic survey for selected arboviruses and other potential pathogens in wildlife from Mexico."
1033,1512876,"pubmed",TRUE,"1512876",1992,"J Wildl Dis","Serologic survey for selected arboviruses and other potential pathogens in wildlife from Mexico."
1034,4309413,"pubmed",TRUE,"4309413",1969,"Am J Epidemiol","Ecologic studies of vesicular stomatitis virus. I. Prevalence of infection among animals and humans living in an area of endemic VSV activity."
1035,7563415,"pubmed",TRUE,"7563415",1995,"J Wildl Dis","Serologic survey of neotropical bats in Guatemala for virus antibodies."
1036,4309413,"pubmed",TRUE,"4309413",1969,"Am J Epidemiol","Ecologic studies of vesicular stomatitis virus. I. Prevalence of infection among animals and humans living in an area of endemic VSV activity."
1037,7563415,"pubmed",TRUE,"7563415",1995,"J Wildl Dis","Serologic survey of neotropical bats in Guatemala for virus antibodies."
1038,4309413,"pubmed",TRUE,"4309413",1969,"Am J Epidemiol","Ecologic studies of vesicular stomatitis virus. I. Prevalence of infection among animals and humans living in an area of endemic VSV activity."
1039,7563415,"pubmed",TRUE,"7563415",1995,"J Wildl Dis","Serologic survey of neotropical bats in Guatemala for virus antibodies."
1040,4309413,"pubmed",TRUE,"4309413",1969,"Am J Epidemiol","Ecologic studies of vesicular stomatitis virus. I. Prevalence of infection among animals and humans living in an area of endemic VSV activity."
1041,4309413,"pubmed",TRUE,"4309413",1969,"Am J Epidemiol","Ecologic studies of vesicular stomatitis virus. I. Prevalence of infection among animals and humans living in an area of endemic VSV activity."
1042,7563415,"pubmed",TRUE,"7563415",1995,"J Wildl Dis","Serologic survey of neotropical bats in Guatemala for virus antibodies."
1043,101094826,"pubmed",TRUE,"no record",NA,NA,NA
1044,1512876,"pubmed",TRUE,"1512876",1992,"J Wildl Dis","Serologic survey for selected arboviruses and other potential pathogens in wildlife from Mexico."
1045,1512876,"pubmed",TRUE,"1512876",1992,"J Wildl Dis","Serologic survey for selected arboviruses and other potential pathogens in wildlife from Mexico."
1046,3035241,"pubmed",TRUE,"3035241",1987,"J Wildl Dis","Epizootic vesicular stomatitis in Colorado, 1982: some observations on the possible role of wildlife populations in an enzootic maintenance cycle."
1047,8722265,"pubmed",TRUE,"8722265",1996,"J Wildl Dis","Serological survey of small mammals in a vesicular stomatitis virus enzootic area."
1048,1512876,"pubmed",TRUE,"1512876",1992,"J Wildl Dis","Serologic survey for selected arboviruses and other potential pathogens in wildlife from Mexico."
1049,3035241,"pubmed",TRUE,"3035241",1987,"J Wildl Dis","Epizootic vesicular stomatitis in Colorado, 1982: some observations on the possible role of wildlife populations in an enzootic maintenance cycle."
1050,3035241,"pubmed",TRUE,"3035241",1987,"J Wildl Dis","Epizootic vesicular stomatitis in Colorado, 1982: some observations on the possible role of wildlife populations in an enzootic maintenance cycle."
1051,1512876,"pubmed",TRUE,"1512876",1992,"J Wildl Dis","Serologic survey for selected arboviruses and other potential pathogens in wildlife from Mexico."
1052,3035241,"pubmed",TRUE,"3035241",1987,"J Wildl Dis","Epizootic vesicular stomatitis in Colorado, 1982: some observations on the possible role of wildlife populations in an enzootic maintenance cycle."
1053,1512876,"pubmed",TRUE,"1512876",1992,"J Wildl Dis","Serologic survey for selected arboviruses and other potential pathogens in wildlife from Mexico."
1054,101094826,"pubmed",TRUE,"no record",NA,NA,NA
1055,3035241,"pubmed",TRUE,"3035241",1987,"J Wildl Dis","Epizootic vesicular stomatitis in Colorado, 1982: some observations on the possible role of wildlife populations in an enzootic maintenance cycle."
1056,101094826,"pubmed",TRUE,"no record",NA,NA,NA
1057,3035241,"pubmed",TRUE,"3035241",1987,"J Wildl Dis","Epizootic vesicular stomatitis in Colorado, 1982: some observations on the possible role of wildlife populations in an enzootic maintenance cycle."
1058,3035241,"pubmed",TRUE,"3035241",1987,"J Wildl Dis","Epizootic vesicular stomatitis in Colorado, 1982: some observations on the possible role of wildlife populations in an enzootic maintenance cycle."
1059,16512162,"pubmed",TRUE,"16512162",1970,"J Wildl Dis","Survey for vesicular stomatitis virus neutralizing antibodies in serums of white-tailed deer Odocoileus virginianus of the southeastern United States."
1060,101094826,"pubmed",TRUE,"no record",NA,NA,NA
1061,2824864,"pubmed",TRUE,"2824864",1987,"J Wildl Dis","Serologic survey for evidence of exposure to vesicular stomatitis virus, pseudorabies virus, brucellosis and leptospirosis in collared peccaries from Arizona."
1062,12034487,"pubmed",TRUE,"12034487",2002,"Virus Res","Emergence and re-emergence of vesicular stomatitis in the United States."
1063,12034487,"pubmed",TRUE,"12034487",2002,"Virus Res","Emergence and re-emergence of vesicular stomatitis in the United States."
1064,12034487,"pubmed",TRUE,"12034487",2002,"Virus Res","Emergence and re-emergence of vesicular stomatitis in the United States."
1065,8139469,"pubmed",TRUE,"8139469",1993,"Mem Inst Oswaldo Cruz","Piry virus antibodies in inhabitants of Rio de Janeiro."
1066,101094826,"pubmed",TRUE,"no record",NA,NA,NA
1067,101094826,"pubmed",TRUE,"no record",NA,NA,NA
1068,15827213,"pubmed",TRUE,"15827213",2005,"J Wildl Dis","Antibodies against equine herpesviruses and equine arteritis virus in Burchell's zebras (Equus burchelli ) from the Serengeti ecosystem."
1069,16716054,"pubmed",TRUE,"16716054",2006,"Dtsch Tierarztl Wochenschr","[Case report: equine arteritis virus (EAV) as the cause of abortion in alpacas?]."
1070,9031862,"pubmed",TRUE,"9031862",1997,"Equine Vet J","A survey for antibodies to equine arteritis virus in donkeys, mules and zebra using virus neutralisation (VN) and enzyme linked immunosorbent assay (ELISA)."
1071,23891306,"pubmed",TRUE,"23891306",2013,"Vet Microbiol","Equine arteritis virus."
1072,8571167,"pubmed",TRUE,"8571167",1995,"Springer Semin Immunopathol","Lactate dehydrogenase-elevating virus: an ideal persistent virus?"
1073,12967485,"pubmed",TRUE,"12967485",2003,"Emerg Infect Dis","Porcine reproductive and respiratory syndrome virus: origin hypothesis."
1074,7665637,"pubmed",TRUE,"7665637",1995,"J Clin Microbiol","Detection of porcine reproductive and respiratory syndrome virus in boar semen by PCR."
1075,3945613,"pubmed",TRUE,"3945613",1986,"Proc Soc Exp Biol Med","Differences among isolates of simian hemorrhagic fever (SHF) virus."
1076,3945613,"pubmed",TRUE,"3945613",1986,"Proc Soc Exp Biol Med","Differences among isolates of simian hemorrhagic fever (SHF) virus."
