HostOriginal,HostTaxID,HostNCBIResolved,Host,HostGenus,HostFamily,HostOrder,HostClass,ManualResolved_Note
mazama americana,43334,TRUE,Mazama americana,Mazama,Cervidae,Artiodactyla,Mammalia,
mazama gouazoubira,52407,TRUE,Mazama gouazoupira,Mazama,Cervidae,Artiodactyla,Mammalia,
mazama gouazoupira,52407,TRUE,Mazama gouazoupira,Mazama,Cervidae,Artiodactyla,Mammalia,
mazama nana,397613,TRUE,Mazama nana,Mazama,Cervidae,Artiodactyla,Mammalia,
megaderma lyra,9413,TRUE,Megaderma lyra,Megaderma,Megadermatidae,Chiroptera,Mammalia,
megadontomys nelsoni,915257,TRUE,Megadontomys nelsoni,Megadontomys,Cricetidae,Rodentia,Mammalia,
megalaima zeylanica,1464015,TRUE,Megalaima zeylanica,Megalaima,Megalaimidae,Piciformes,Aves,
megalobrama amblycephala,75352,TRUE,Megalobrama amblycephala,Megalobrama,Xenocyprididae,Cypriniformes,Actinopteri,
megascops asio,81905,TRUE,Megascops asio,Megascops,Strigidae,Strigiformes,Aves,
megascops choliba,507958,TRUE,Megascops choliba,Megascops,Strigidae,Strigiformes,Aves,
megophrys nasuta,377254,TRUE,Megophrys nasuta,Megophrys,Megophryidae,Anura,Amphibia,
melanerpes carolinus,56083,TRUE,Melanerpes carolinus,Melanerpes,Picidae,Piciformes,Aves,
melanitta fusca,371864,TRUE,Melanitta fusca,Melanitta,Anatidae,Anseriformes,Aves,
melanitta perspicillata,371863,TRUE,Melanitta perspicillata,Melanitta,Anatidae,Anseriformes,Aves,
melanogrammus aeglefinus,8056,TRUE,Melanogrammus aeglefinus,Melanogrammus,Gadidae,Gadiformes,Actinopteri,
melanomys caliginosus,218793,TRUE,Melanomys caliginosus,Melanomys,Cricetidae,Rodentia,Mammalia,
melanophryniscus stelzneri,47582,TRUE,Melanophryniscus stelzneri,Melanophryniscus,Bufonidae,Anura,Amphibia,
melanotaenia praecox,238736,TRUE,Melanotaenia praecox,Melanotaenia,Melanotaeniidae,Atheriniformes,Actinopteri,
meleagris gallopavo,9103,TRUE,Meleagris gallopavo,Meleagris,Phasianidae,Galliformes,Aves,
meleagris ocellata,9101,TRUE,Meleagris ocellata,Meleagris,Phasianidae,Galliformes,Aves,
meles meles,9662,TRUE,Meles meles,Meles,Mustelidae,Carnivora,Mammalia,
melithreptus brevirostris,266321,TRUE,Melithreptus brevirostris,Melithreptus,Meliphagidae,Passeriformes,Aves,
mellivora capensis,9664,TRUE,Mellivora capensis,Mellivora,Mustelidae,Carnivora,Mammalia,
melogale moschata,204267,TRUE,Melogale moschata,Melogale,Mustelidae,Carnivora,Mammalia,
melopsittacus undulatus,13146,TRUE,Melopsittacus undulatus,Melopsittacus,Psittaculidae,Psittaciformes,Aves,
melospiza georgiana,44398,TRUE,Melospiza georgiana,Melospiza,Passerellidae,Passeriformes,Aves,
melospiza melodia,44397,TRUE,Melospiza melodia,Melospiza,Passerellidae,Passeriformes,Aves,
melursus ursinus,9636,TRUE,Melursus ursinus,Melursus,Ursidae,Carnivora,Mammalia,
menetes berdmorei,52808,TRUE,Menetes berdmorei,Menetes,Sciuridae,Rodentia,Mammalia,
menidia menidia,238744,TRUE,Menidia menidia,Menidia,Atherinopsidae,Atheriniformes,Actinopteri,
menticirrhus americanus,278734,TRUE,Menticirrhus americanus,Menticirrhus,Sciaenidae,NA,Actinopteri,
menura novaehollandiae,47692,TRUE,Menura novaehollandiae,Menura,Menuridae,Passeriformes,Aves,
mephitis macroura,30547,TRUE,Mephitis macroura,Mephitis,Mephitidae,Carnivora,Mammalia,
mephitis mephitis,30548,TRUE,Mephitis mephitis,Mephitis,Mephitidae,Carnivora,Mammalia,
mergellus albellus,107026,TRUE,Mergellus albellus,Mergellus,Anatidae,Anseriformes,Aves,
mergus merganser,8880,TRUE,Mergus merganser,Mergus,Anatidae,Anseriformes,Aves,
mergus serrator,8879,TRUE,Mergus serrator,Mergus,Anatidae,Anseriformes,Aves,
meriones crassus,298887,TRUE,Meriones crassus,Meriones,Muridae,Rodentia,Mammalia,
meriones libycus,298886,TRUE,Meriones libycus,Meriones,Muridae,Rodentia,Mammalia,
meriones meridianus,261754,TRUE,Meriones meridianus,Meriones,Muridae,Rodentia,Mammalia,
meriones shawi,37435,TRUE,Meriones shawi,Meriones,Muridae,Rodentia,Mammalia,
meriones tamariscinus,504099,TRUE,Meriones tamariscinus,Meriones,Muridae,Rodentia,Mammalia,
meriones unguiculatus,10047,TRUE,Meriones unguiculatus,Meriones,Muridae,Rodentia,Mammalia,
merlangius merlangus,8058,TRUE,Merlangius merlangus,Merlangius,Gadidae,Gadiformes,Actinopteri,
merluccius bilinearis,79698,TRUE,Merluccius bilinearis,Merluccius,Merlucciidae,Gadiformes,Actinopteri,
merluccius merluccius,8063,TRUE,Merluccius merluccius,Merluccius,Merlucciidae,Gadiformes,Actinopteri,
merluccius polli,89951,TRUE,Merluccius polli,Merluccius,Merlucciidae,Gadiformes,Actinopteri,
merluccius productus,89952,TRUE,Merluccius productus,Merluccius,Merlucciidae,Gadiformes,Actinopteri,
merops apiaster,265611,TRUE,Merops apiaster,Merops,Meropidae,Coraciiformes,Aves,
mesocricetus auratus,10036,TRUE,Mesocricetus auratus,Mesocricetus,Cricetidae,Rodentia,Mammalia,
mesomys hispidus,30627,TRUE,Mesomys hispidus,Mesomys,Echimyidae,Rodentia,Mammalia,
mesoplodon bidens,48745,TRUE,Mesoplodon bidens,Mesoplodon,Ziphiidae,Artiodactyla,Mammalia,
mesoplodon bowdoini,74393,TRUE,Mesoplodon bowdoini,Mesoplodon,Ziphiidae,Artiodactyla,Mammalia,
mesoplodon grayi,74394,TRUE,Mesoplodon grayi,Mesoplodon,Ziphiidae,Artiodactyla,Mammalia,
mesoplodon mirus,52113,TRUE,Mesoplodon mirus,Mesoplodon,Ziphiidae,Artiodactyla,Mammalia,
metachirus nudicaudatus,42725,TRUE,Metachirus nudicaudatus,Metachirus,Didelphidae,Didelphimorphia,Mammalia,
micaelamys namaquensis,472707,TRUE,Micaelamys namaquensis,Micaelamys,Muridae,Rodentia,Mammalia,
mico leucippe,2592806,TRUE,Mico leucippe,Mico,Cebidae,Primates,Mammalia,
micoureus demerarae,42719,TRUE,Marmosa demerarae,Marmosa,Didelphidae,Didelphimorphia,Mammalia,
microcanthus strigatus,163146,TRUE,Microcanthus strigatus,Microcanthus,Kyphosidae,Centrarchiformes,Actinopteri,
microcarbo melanoleucos,146618,TRUE,Microcarbo melanoleucos,Microcarbo,Phalacrocoracidae,Pelecaniformes,Aves,
microcebus murinus,30608,TRUE,Microcebus murinus,Microcebus,Cheirogaleidae,Primates,Mammalia,
microcebus rufus,122232,TRUE,Microcebus rufus,Microcebus,Cheirogaleidae,Primates,Mammalia,
microeca fascinans,461219,TRUE,Microeca fascinans,Microeca,Petroicidae,Passeriformes,Aves,
microgadus proximus,80721,TRUE,Microgadus proximus,Microgadus,Gadidae,Gadiformes,Actinopteri,
microgadus tomcod,34823,TRUE,Microgadus tomcod,Microgadus,Gadidae,Gadiformes,Actinopteri,
micromesistius poutassou,81636,TRUE,Micromesistius poutassou,Micromesistius,Gadidae,Gadiformes,Actinopteri,
micromys minutus,13151,TRUE,Micromys minutus,Micromys,Muridae,Rodentia,Mammalia,
micronycteris megalotis,148066,TRUE,Micronycteris megalotis,Micronycteris,Phyllostomidae,Chiroptera,Mammalia,
micropercops swinhonis,86241,TRUE,Micropercops swinhonis,Micropercops,Odontobutidae,Gobiiformes,Actinopteri,
micropogonias undulatus,29154,TRUE,Micropogonias undulatus,Micropogonias,Sciaenidae,NA,Actinopteri,
micropteropus pusillus,77235,TRUE,Micropteropus pusillus,Micropteropus,Pteropodidae,Chiroptera,Mammalia,
micropterus dolomieu,147949,TRUE,Micropterus dolomieu,Micropterus,Centrarchidae,Centrarchiformes,Actinopteri,
micropterus notius,225393,TRUE,Micropterus notius,Micropterus,Centrarchidae,Centrarchiformes,Actinopteri,
micropterus punctulatus,225060,TRUE,Micropterus punctulatus,Micropterus,Centrarchidae,Centrarchiformes,Actinopteri,
micropterus salmoides,27706,TRUE,Micropterus salmoides,Micropterus,Centrarchidae,Centrarchiformes,Actinopteri,
microscelis amaurotis,374649,TRUE,Hypsipetes amaurotis,Hypsipetes,Pycnonotidae,Passeriformes,Aves,
microstomus kitt,106175,TRUE,Microstomus kitt,Microstomus,Pleuronectidae,Pleuronectiformes,Actinopteri,
microtus agrestis,29092,TRUE,Microtus agrestis,Microtus,Cricetidae,Rodentia,Mammalia,
microtus arvalis,47230,TRUE,Microtus arvalis,Microtus,Cricetidae,Rodentia,Mammalia,
microtus californicus,100895,TRUE,Microtus californicus,Microtus,Cricetidae,Rodentia,Mammalia,
microtus fortis,100897,TRUE,Microtus fortis,Microtus,Cricetidae,Rodentia,Mammalia,
microtus gregalis,1449541,TRUE,Lasiopodomys gregalis,Lasiopodomys,Cricetidae,Rodentia,Mammalia,
microtus guentheri,269655,TRUE,Microtus guentheri,Microtus,Cricetidae,Rodentia,Mammalia,
microtus ilaeus,1665529,TRUE,Microtus ilaeus,Microtus,Cricetidae,Rodentia,Mammalia,
microtus levis,537919,TRUE,Microtus levis,Microtus,Cricetidae,Rodentia,Mammalia,
microtus longicaudus,98314,TRUE,Microtus longicaudus,Microtus,Cricetidae,Rodentia,Mammalia,
microtus majori,269657,TRUE,Microtus majori,Microtus,Cricetidae,Rodentia,Mammalia,
microtus maximowiczii,470139,TRUE,Microtus maximowiczii,Microtus,Cricetidae,Rodentia,Mammalia,
microtus mexicanus,79689,TRUE,Microtus mexicanus,Microtus,Cricetidae,Rodentia,Mammalia,
microtus middendorffii,100900,TRUE,Alexandromys middendorffii,Alexandromys,Cricetidae,Rodentia,Mammalia,
microtus miurus,111837,TRUE,Microtus miurus,Microtus,Cricetidae,Rodentia,Mammalia,
microtus montanus,88450,TRUE,Microtus montanus,Microtus,Cricetidae,Rodentia,Mammalia,
microtus montebelli,79202,TRUE,Microtus montebelli,Microtus,Cricetidae,Rodentia,Mammalia,
microtus ochrogaster,79684,TRUE,Microtus ochrogaster,Microtus,Cricetidae,Rodentia,Mammalia,
microtus oeconomus,64717,TRUE,Microtus oeconomus,Microtus,Cricetidae,Rodentia,Mammalia,
microtus pennsylvanicus,10058,TRUE,Microtus pennsylvanicus,Microtus,Cricetidae,Rodentia,Mammalia,
microtus pinetorum,111839,TRUE,Microtus pinetorum,Microtus,Cricetidae,Rodentia,Mammalia,
microtus richardsoni,111840,TRUE,Microtus richardsoni,Microtus,Cricetidae,Rodentia,Mammalia,
microtus socialis,269658,TRUE,Microtus socialis,Microtus,Cricetidae,Rodentia,Mammalia,
microtus subterraneus,137712,TRUE,Terricola subterraneus,Terricola,Cricetidae,Rodentia,Mammalia,
microtus xanthognathus,10054,TRUE,Microtus xanthognathus,Microtus,Cricetidae,Rodentia,Mammalia,
miichthys miiuy,240162,TRUE,Miichthys miiuy,Miichthys,Sciaenidae,NA,Actinopteri,
mikrogeophagus ramirezi,284740,TRUE,Mikrogeophagus ramirezi,Mikrogeophagus,Cichlidae,Cichliformes,Actinopteri,
millardia meltada,121583,TRUE,Millardia meltada,Millardia,Muridae,Rodentia,Mammalia,
milvus migrans,52810,TRUE,Milvus migrans,Milvus,Accipitridae,Accipitriformes,Aves,
milvus milvus,43518,TRUE,Milvus milvus,Milvus,Accipitridae,Accipitriformes,Aves,
mimon crenulatum,148071,TRUE,Gardnerycteris crenulatum,Gardnerycteris,Phyllostomidae,Chiroptera,Mammalia,
mimus polyglottos,60713,TRUE,Mimus polyglottos,Mimus,Mimidae,Passeriformes,Aves,
miniopterus fuliginosus,187007,TRUE,Miniopterus fuliginosus,Miniopterus,Vespertilionidae,Chiroptera,Mammalia,
miniopterus inflatus,221087,TRUE,Miniopterus inflatus,Miniopterus,Vespertilionidae,Chiroptera,Mammalia,
miniopterus magnater,438766,TRUE,Miniopterus magnater,Miniopterus,Vespertilionidae,Chiroptera,Mammalia,
miniopterus natalensis,291302,TRUE,Miniopterus natalensis,Miniopterus,Vespertilionidae,Chiroptera,Mammalia,
miniopterus pusillus,258934,TRUE,Miniopterus pusillus,Miniopterus,Vespertilionidae,Chiroptera,Mammalia,
miniopterus schreibersii,9433,TRUE,Miniopterus schreibersii,Miniopterus,Vespertilionidae,Chiroptera,Mammalia,
minytrema melanops,154819,TRUE,Minytrema melanops,Minytrema,Catostomidae,Cypriniformes,Actinopteri,
miopithecus ogouensis,100488,TRUE,Miopithecus ogouensis,Miopithecus,Cercopithecidae,Primates,Mammalia,
miopithecus talapoin,36231,TRUE,Miopithecus talapoin,Miopithecus,Cercopithecidae,Primates,Mammalia,
mirounga angustirostris,9716,TRUE,Mirounga angustirostris,Mirounga,Phocidae,Carnivora,Mammalia,
mirounga leonina,9715,TRUE,Mirounga leonina,Mirounga,Phocidae,Carnivora,Mammalia,
misgurnus anguillicaudatus,75329,TRUE,Misgurnus anguillicaudatus,Misgurnus,Cobitidae,Cypriniformes,Actinopteri,
misgurnus fossilis,7984,TRUE,Misgurnus fossilis,Misgurnus,Cobitidae,Cypriniformes,Actinopteri,
mixophyes iteratus,818722,TRUE,Mixophyes iteratus,Mixophyes,Limnodynastidae,Anura,Amphibia,
mniotilta varia,182936,TRUE,Mniotilta varia,Mniotilta,Parulidae,Passeriformes,Aves,
mola mola,94237,TRUE,Mola mola,Mola,Molidae,Tetraodontiformes,Actinopteri,
molossops neglectus,409036,TRUE,Molossops neglectus,Molossops,Molossidae,Chiroptera,Mammalia,
molossus molossus,27622,TRUE,Molossus molossus,Molossus,Molossidae,Chiroptera,Mammalia,
molossus rufus,124751,TRUE,Molossus rufus,Molossus,Molossidae,Chiroptera,Mammalia,
molothrus ater,84834,TRUE,Molothrus ater,Molothrus,Icteridae,Passeriformes,Aves,
molothrus badius,84835,TRUE,Agelaioides badius,Agelaioides,Icteridae,Passeriformes,Aves,
molothrus bonariensis,84836,TRUE,Molothrus bonariensis,Molothrus,Icteridae,Passeriformes,Aves,
monachus monachus,248254,TRUE,Monachus monachus,Monachus,Phocidae,Carnivora,Mammalia,
monachus schauinslandi,29088,TRUE,Neomonachus schauinslandi,Neomonachus,Phocidae,Carnivora,Mammalia,
monasa nigrifrons,882749,TRUE,Monasa nigrifrons,Monasa,Bucconidae,Galbuliformes,Aves,
monocentris japonicus,181435,TRUE,Monocentris japonicus,Monocentris,Monocentridae,Trachichthyiformes,Actinopteri,
monocirrhus polyacanthus,302772,TRUE,Monocirrhus polyacanthus,Monocirrhus,Polycentridae,NA,Actinopteri,
monodactylus argenteus,334896,TRUE,Monodactylus argenteus,Monodactylus,Monodactylidae,NA,Actinopteri,
monodelphis brevicaudata,203680,TRUE,Monodelphis brevicaudata,Monodelphis,Didelphidae,Didelphimorphia,Mammalia,
monodelphis domestica,13616,TRUE,Monodelphis domestica,Monodelphis,Didelphidae,Didelphimorphia,Mammalia,
monopterus albus,43700,TRUE,Monopterus albus,Monopterus,Synbranchidae,Synbranchiformes,Actinopteri,
mops condylurus,258863,TRUE,Mops condylurus,Mops,Molossidae,Chiroptera,Mammalia,
mora moro,248765,TRUE,Mora moro,Mora,Moridae,Gadiformes,Actinopteri,
morelia spilota,51896,TRUE,Morelia spilota,Morelia,Pythonidae,Squamata,Lepidosauria,
mormoops megalophylla,59460,TRUE,Mormoops megalophylla,Mormoops,Mormoopidae,Chiroptera,Mammalia,
morone americana,46260,TRUE,Morone americana,Morone,Moronidae,NA,Actinopteri,
morone chrysops,46259,TRUE,Morone chrysops,Morone,Moronidae,NA,Actinopteri,
morone mississippiensis,46261,TRUE,Morone mississippiensis,Morone,Moronidae,NA,Actinopteri,
morone saxatilis,34816,TRUE,Morone saxatilis,Morone,Moronidae,NA,Actinopteri,
morus bassanus,37578,TRUE,Morus bassanus,Morus,Sulidae,Pelecaniformes,Aves,
morus serrator,57658,TRUE,Morus serrator,Morus,Sulidae,Pelecaniformes,Aves,
moschus berezovskii,68408,TRUE,Moschus berezovskii,Moschus,Moschidae,Artiodactyla,Mammalia,
motacilla alba,45807,TRUE,Motacilla alba,Motacilla,Motacillidae,Passeriformes,Aves,
motacilla capensis,211420,TRUE,Motacilla capensis,Motacilla,Motacillidae,Passeriformes,Aves,
motacilla flava,180448,TRUE,Motacilla flava,Motacilla,Motacillidae,Passeriformes,Aves,
moxostoma anisurum,154817,TRUE,Moxostoma anisurum,Moxostoma,Catostomidae,Cypriniformes,Actinopteri,
moxostoma macrolepidotum,196770,TRUE,Moxostoma macrolepidotum,Moxostoma,Catostomidae,Cypriniformes,Actinopteri,
mugil cephalus,48193,TRUE,Mugil cephalus,Mugil,Mugilidae,Mugiliformes,Actinopteri,
mugil gyrans,482914,TRUE,Mugil gyrans,Mugil,Mugilidae,Mugiliformes,Actinopteri,
mugil liza,426484,TRUE,Mugil liza,Mugil,Mugilidae,Mugiliformes,Actinopteri,
mullus barbatus,37007,TRUE,Mullus barbatus,Mullus,Mullidae,Syngnathiformes,Actinopteri,
mullus surmuletus,87757,TRUE,Mullus surmuletus,Mullus,Mullidae,Syngnathiformes,Actinopteri,
mungos mungo,210652,TRUE,Mungos mungo,Mungos,Herpestidae,Carnivora,Mammalia,
muntiacus muntjak,9888,TRUE,Muntiacus muntjak,Muntiacus,Cervidae,Artiodactyla,Mammalia,
muntiacus reevesi,9886,TRUE,Muntiacus reevesi,Muntiacus,Cervidae,Artiodactyla,Mammalia,
muraenesox cinereus,7946,TRUE,Muraenesox cinereus,Muraenesox,Muraenesocidae,Anguilliformes,Actinopteri,
murina aurata,611780,TRUE,Murina aurata,Murina,Vespertilionidae,Chiroptera,Mammalia,
murina leucogaster,187017,TRUE,Murina leucogaster,Murina,Vespertilionidae,Chiroptera,Mammalia,
mus booduga,27681,TRUE,Mus booduga,Mus,Muridae,Rodentia,Mammalia,
mus caroli,10089,TRUE,Mus caroli,Mus,Muridae,Rodentia,Mammalia,
mus cervicolor,10097,TRUE,Mus cervicolor,Mus,Muridae,Rodentia,Mammalia,
mus mattheyi,41270,TRUE,Mus mattheyi,Mus,Muridae,Rodentia,Mammalia,
mus musculoides,60742,TRUE,Mus musculoides,Mus,Muridae,Rodentia,Mammalia,
mus musculus,10090,TRUE,Mus musculus,Mus,Muridae,Rodentia,Mammalia,
mus musculus domesticus,10090,TRUE,Mus musculus,Mus,Muridae,Rodentia,Mammalia,
mus setulosus,10102,TRUE,Mus setulosus,Mus,Muridae,Rodentia,Mammalia,
mus spicilegus,10103,TRUE,Mus spicilegus,Mus,Muridae,Rodentia,Mammalia,
mus spretus,10096,TRUE,Mus spretus,Mus,Muridae,Rodentia,Mammalia,
muscicapa striata,1293958,TRUE,Muscicapa striata,Muscicapa,Muscicapidae,Passeriformes,Aves,
musophaga rossae,119412,TRUE,Musophaga rossae,Musophaga,Musophagidae,Musophagiformes,Aves,
mustela altaica,92062,TRUE,Mustela altaica,Mustela,Mustelidae,Carnivora,Mammalia,
mustela erminea,36723,TRUE,Mustela erminea,Mustela,Mustelidae,Carnivora,Mammalia,
mustela eversmannii,77149,TRUE,Mustela eversmannii,Mustela,Mustelidae,Carnivora,Mammalia,
mustela frenata,55048,TRUE,Mustela frenata,Mustela,Mustelidae,Carnivora,Mammalia,
mustela itatsi,36238,TRUE,Mustela itatsi,Mustela,Mustelidae,Carnivora,Mammalia,
mustela lutreola,9666,TRUE,Mustela lutreola,Mustela,Mustelidae,Carnivora,Mammalia,
mustela nigripes,77151,TRUE,Mustela nigripes,Mustela,Mustelidae,Carnivora,Mammalia,
mustela nivalis,36239,TRUE,Mustela nivalis,Mustela,Mustelidae,Carnivora,Mammalia,
mustela putorius,9668,TRUE,Mustela putorius,Mustela,Mustelidae,Carnivora,Mammalia,
mustela putorius furo,9668,TRUE,Mustela putorius,Mustela,Mustelidae,Carnivora,Mammalia,
mustela sibirica,36240,TRUE,Mustela sibirica,Mustela,Mustelidae,Carnivora,Mammalia,
mustela vison,452646,TRUE,Neovison vison,Neovison,Mustelidae,Carnivora,Mammalia,
mustelus antarcticus,7813,TRUE,Mustelus antarcticus,Mustelus,Triakidae,Carcharhiniformes,Chondrichthyes,
mustelus asterias,112232,TRUE,Mustelus asterias,Mustelus,Triakidae,Carcharhiniformes,Chondrichthyes,
mustelus canis,7812,TRUE,Mustelus canis,Mustelus,Triakidae,Carcharhiniformes,Chondrichthyes,
mustelus mustelus,112230,TRUE,Mustelus mustelus,Mustelus,Triakidae,Carcharhiniformes,Chondrichthyes,
mustelus schmitti,376657,TRUE,Mustelus schmitti,Mustelus,Triakidae,Carcharhiniformes,Chondrichthyes,
mycteria leucocephala,52781,TRUE,Mycteria leucocephala,Mycteria,Ciconiidae,Ciconiiformes,Aves,
myctophum punctatum,114866,TRUE,Myctophum punctatum,Myctophum,Myctophidae,Myctophiformes,Actinopteri,
myiarchus crinitus,238987,TRUE,Myiarchus crinitus,Myiarchus,Tyrannidae,Passeriformes,Aves,
myiobius barbatus,190023,TRUE,Myiobius barbatus,Myiobius,Tyrannidae,Passeriformes,Aves,
myiopsitta monachus,176066,TRUE,Myiopsitta monachus,Myiopsitta,Psittacidae,Psittaciformes,Aves,
myiozetetes granadensis,1118795,TRUE,Myiozetetes granadensis,Myiozetetes,Tyrannidae,Passeriformes,Aves,
myiozetetes similis,478647,TRUE,Myiozetetes similis,Myiozetetes,Tyrannidae,Passeriformes,Aves,
myliobatis australis,334989,TRUE,Myliobatis australis,Myliobatis,Myliobatidae,Myliobatiformes,Chondrichthyes,
myliobatis californica,319543,TRUE,Myliobatis californica,Myliobatis,Myliobatidae,Myliobatiformes,Chondrichthyes,
mylopharyngodon piceus,75356,TRUE,Mylopharyngodon piceus,Mylopharyngodon,Xenocyprididae,Cypriniformes,Actinopteri,
myocastor coypus,10157,TRUE,Myocastor coypus,Myocastor,Myocastoridae,Rodentia,Mammalia,
myodes andersoni,82466,TRUE,Myodes andersoni,Myodes,Cricetidae,Rodentia,Mammalia,
myodes gapperi,473866,TRUE,Myodes gapperi,Myodes,Cricetidae,Rodentia,Mammalia,
myodes glareolus,447135,TRUE,Myodes glareolus,Myodes,Cricetidae,Rodentia,Mammalia,
myodes regulus,82464,TRUE,Myodes regulus,Myodes,Cricetidae,Rodentia,Mammalia,
myodes rex,565117,TRUE,Myodes rex,Myodes,Cricetidae,Rodentia,Mammalia,
myodes rufocanus,527686,TRUE,Myodes rufocanus,Myodes,Cricetidae,Rodentia,Mammalia,
myodes rutilus,537920,TRUE,Myodes rutilus,Myodes,Cricetidae,Rodentia,Mammalia,
myonycteris angolensis,58071,TRUE,Lissonycteris angolensis,Lissonycteris,Pteropodidae,Chiroptera,Mammalia,
myonycteris torquata,77243,TRUE,Myonycteris torquata,Myonycteris,Pteropodidae,Chiroptera,Mammalia,
myoprocta acouchy,181542,TRUE,Myoprocta acouchy,Myoprocta,Dasyproctidae,Rodentia,Mammalia,
myopus schisticolor,71003,TRUE,Myopus schisticolor,Myopus,Cricetidae,Rodentia,Mammalia,
myotis albescens,159322,TRUE,Myotis albescens,Myotis,Vespertilionidae,Chiroptera,Mammalia,
myotis austroriparius,258936,TRUE,Myotis austroriparius,Myotis,Vespertilionidae,Chiroptera,Mammalia,
myotis bechsteinii,59462,TRUE,Myotis bechsteinii,Myotis,Vespertilionidae,Chiroptera,Mammalia,
myotis blythii,109482,TRUE,Myotis blythii,Myotis,Vespertilionidae,Chiroptera,Mammalia,
myotis brandtii,109478,TRUE,Myotis brandtii,Myotis,Vespertilionidae,Chiroptera,Mammalia,
myotis californicus,257882,TRUE,Myotis californicus,Myotis,Vespertilionidae,Chiroptera,Mammalia,
myotis capaccinii,109477,TRUE,Myotis capaccinii,Myotis,Vespertilionidae,Chiroptera,Mammalia,
myotis chiloensis,384634,TRUE,Myotis chiloensis,Myotis,Vespertilionidae,Chiroptera,Mammalia,
myotis chinensis,225399,TRUE,Myotis chinensis,Myotis,Vespertilionidae,Chiroptera,Mammalia,
myotis dasycneme,159324,TRUE,Myotis dasycneme,Myotis,Vespertilionidae,Chiroptera,Mammalia,
myotis daubentonii,98922,TRUE,Myotis daubentonii,Myotis,Vespertilionidae,Chiroptera,Mammalia,
myotis evotis,257883,TRUE,Myotis evotis,Myotis,Vespertilionidae,Chiroptera,Mammalia,
myotis grisescens,384635,TRUE,Myotis grisescens,Myotis,Vespertilionidae,Chiroptera,Mammalia,
myotis horsfieldii,138977,TRUE,Myotis horsfieldii,Myotis,Vespertilionidae,Chiroptera,Mammalia,
myotis keenii,257881,TRUE,Myotis keenii,Myotis,Vespertilionidae,Chiroptera,Mammalia,
myotis leibii,27668,TRUE,Myotis leibii,Myotis,Vespertilionidae,Chiroptera,Mammalia,
myotis levis,153285,TRUE,Myotis levis,Myotis,Vespertilionidae,Chiroptera,Mammalia,
myotis lucifugus,59463,TRUE,Myotis lucifugus,Myotis,Vespertilionidae,Chiroptera,Mammalia,
myotis macrodactylus,187014,TRUE,Myotis macrodactylus,Myotis,Vespertilionidae,Chiroptera,Mammalia,
myotis myotis,51298,TRUE,Myotis myotis,Myotis,Vespertilionidae,Chiroptera,Mammalia,
myotis mystacinus,109479,TRUE,Myotis mystacinus,Myotis,Vespertilionidae,Chiroptera,Mammalia,
myotis nattereri,109481,TRUE,Myotis nattereri,Myotis,Vespertilionidae,Chiroptera,Mammalia,
myotis nigricans,153286,TRUE,Myotis nigricans,Myotis,Vespertilionidae,Chiroptera,Mammalia,
myotis oxygnathus,412095,TRUE,Myotis oxygnathus,Myotis,Vespertilionidae,Chiroptera,Mammalia,
myotis pilosus,203696,TRUE,Myotis ricketti,Myotis,Vespertilionidae,Chiroptera,Mammalia,
myotis ricketti,203696,TRUE,Myotis ricketti,Myotis,Vespertilionidae,Chiroptera,Mammalia,
myotis riparius,124752,TRUE,Myotis riparius,Myotis,Vespertilionidae,Chiroptera,Mammalia,
myotis ruber,159333,TRUE,Myotis ruber,Myotis,Vespertilionidae,Chiroptera,Mammalia,
myotis septentrionalis,258941,TRUE,Myotis septentrionalis,Myotis,Vespertilionidae,Chiroptera,Mammalia,
myotis thysanodes,153287,TRUE,Myotis thysanodes,Myotis,Vespertilionidae,Chiroptera,Mammalia,
myotis velifer,9435,TRUE,Myotis velifer,Myotis,Vespertilionidae,Chiroptera,Mammalia,
myotis volans,159335,TRUE,Myotis volans,Myotis,Vespertilionidae,Chiroptera,Mammalia,
myotis yumanensis,159337,TRUE,Myotis yumanensis,Myotis,Vespertilionidae,Chiroptera,Mammalia,
