"AssocID","Host_AsReported","Pathogen_AsReported"
163601,"bison bison","varicellovirus bovine herpesvirus 1"
163605,"bison bison","pneumovirus bovine respiratory syncytial virus"
163606,"bison bison","pneumovirus bovine respiratory syncytial virus"
163613,"bison bison","orbivirus epizootic hemorrhagic disease virus"
163618,"bison bison","respirovirus parainfluenza virus 3"
163619,"bison bison","respirovirus parainfluenza virus 3"
163620,"bison bison","respirovirus parainfluenza virus 3"
163638,"bison bison","pestivirus bovine viral diarrhea virus"
163639,"bison bison","pestivirus bovine viral diarrhea virus"
163640,"bison bison","pestivirus bovine viral diarrhea virus"
163649,"bison bonasus","bovine herpesvirus-1"
163671,"bos frontalis","bovine coronavirus"
163675,"bos frontalis gaurus","aphthovirus foot-and-mouth disease virus"
163698,"bos grunniens","aphthovirus foot-and-mouth disease virus"
168346,"callithrix jacchus penicillata","flavivirus alamada 1,2,3"
168347,"callithrix penicillata","yellow fever virus"
168348,"callithrix penicillata","yellow fever virus"
168363,"callorhinus ursinus","poxvirus parapoxvirus"
168632,"canis adustus","canine adenovirus type-1"
168634,"canis adustus","canine distemper virus"
168637,"canis adustus","canine parvovirus (cpv-2)"
168638,"canis adustus","canine parvovirus"
168641,"canis adustus","rabies virus"
168650,"canis aureus","canine parvovirus (cpv-2)"
168653,"canis aureus","lyssavirus rabies"
168658,"canis latrans","canine herpesvirus"
168666,"canis latrans","canine adenovirus type 1"
168667,"canis latrans","canine adenovirus"
168668,"canis latrans","mastadenovirus canine adenovirus"
168669,"canis latrans","canine adenovirus"
168670,"canis latrans","infectious canine hepatitis virus"
168671,"canis latrans","canine adenovirus type 1 and 2"
168672,"canis latrans","infectious canine hepatitis virus"
168673,"canis latrans","canine hepatitis virus"
168674,"canis latrans","mastadenovirus canine hepatitis virus"
168675,"canis latrans","canine adenovirus-1"
168693,"canis latrans","canine distemper virus"
168694,"canis latrans","canine distemper virus"
168695,"canis latrans","morbillivirus canine distemper virus"
168696,"canis latrans","canine distemper virus"
168697,"canis latrans","canine distemper virus"
168698,"canis latrans","canine distemper virus"
168699,"canis latrans","canine distemper virus"
168700,"canis latrans","canine distemper virus"
168701,"canis latrans","morbillivirus canine distemper virus"
168702,"canis latrans","canine distemper virus"
168715,"canis latrans","canine parvovirus"
168716,"canis latrans","canine parvovirus"
168717,"canis latrans","parvovirus canine parvovirus"
168718,"canis latrans","canine parvovirus"
168719,"canis latrans","canine parvovirus"
168720,"canis latrans","canine parvovirus"
168721,"canis latrans","canine parvovirus type 2"
168722,"canis latrans","canine parvovirus type 2"
168723,"canis latrans","parvovirus canine parvovirus"
168727,"canis latrans","eastern equine encephalitis virus"
168728,"canis latrans","canine oral papillomavirus"
168818,"canis latrans","rabies"
168822,"canis latrans","louis encephalitis virus"
168828,"canis latrans","west nile virus"
168830,"canis latrans","flavivirus"
169130,"canis lupus","canine coronavirus"
169203,"canis lupus","canine herpesvirus"
169321,"canis lupus","canine adenovirus type 1"
169322,"canis lupus","canine adenovirus type 1"
169323,"canis lupus","mastadenovirus canine hepatitis virus"
169324,"canis lupus","canine adenovirus"
169325,"canis lupis","infectious canine hepatitis"
169326,"canis lupus","infectious canine hepatitis virus"
169729,"canis lupus","canine distemper virus"
169730,"canis lupus","morbillivirus canine distemper virus"
169731,"canis lupus","canine distemper virus"
169732,"canis lupus","canine distemper virus (cdv)"
169733,"canis lupus","canine distemper virus (cdv)"
169734,"canis lupis","morbillivirus canine distemper virus"
169735,"canis lupus","canine distemper virus"
170380,"canis lupus","canine parvovirus"
170381,"canis lupus","parvovirus canine parvovirus"
170382,"canis lupus","parvovirus canine parvovirus"
170383,"canis lupus","parvovirus canine parvovirus"
170384,"canis lupus","parvovirus canine parvovirus"
170385,"canis lupus","parvovirus canine parvovirus"
170386,"canis lupus","canine parvovirus"
170387,"canis lupus","canine parvovirus (cpv)"
170388,"canis lupus","canine parvovirus (cpv)"
170389,"canis lupis","parvovirus canine parvovirus"
170390,"canis lupus","canine parvovirus"
170391,"canis lupus","dolphin morbillivirus"
170802,"canis lupus","phocine distemper virus"
171203,"canis lupus","rabies virus"
171204,"wolf","rabies"
171205,"canis lupus","rabies"
171206,"canis lupus","rabies"
171207,"canis lupis","lyssavirus rabies"
171357,"canis mesomelas","feline coronavirus"
171361,"canis mesomelas","canine adenovirus type-1"
171363,"canis mesomelas","canine distemper virus"
171364,"black-back jackal","canine distemper virus"
171365,"canis mesomelas","canine distemper virus (cdv)"
171366,"canis mesomelas","morbillivirus canine distemper virus"
171371,"canis mesomelas","canine parvovirus (cpv-2)"
171372,"canis mesomelas","canine parvovirus"
171442,"canis mesomelas","rabies virus"
171443,"canis mesomelas","lyssavirus rabies"
171444,"canis mesomelas","lyssavirus rabies"
171445,"canis mesomelas","rabies virus"
171446,"canis mesomalas","rabies virus"
171447,"canis mesomelas","lyssavirus rabies"
171448,"canis mesomelas","lyssavirus rabies"
171453,"canis simensis","canine adenovirus type 1"
171455,"canis simensis","canine distemper virus"
171457,"canis simensis","canine parvovirus type 2"
171461,"canis simensis","lyssavirus rabies"
171462,"canis simensis","lyssavirus rabies"
171463,"canis simensis","rabies"
171464,"canis simensis","rabies"
172436,"capra ibex","varicellovirus caprine herpesvirus 1"
172453,"capreolus capreolus","malignant catarrhal fever"
172454,"capreolus capreolus","bhanja virus"
172457,"capreolus capreolus","varicellovirus bovine herpesvirus 1"
172458,"capreolus capreolus","bovine herpesvirus-1"
172459,"capreolus capreolus","bovine rhinotracheitis virus"
172460,"capreolus capreolus","bovine herpesvirus-1"
172461,"capreolus capreolus","bovine herpesvirus 1"
172462,"capreolus capreolus","varicellovirus bovine herpesvirus 1"
172465,"capreolus capreolus","bovine herpes mammillitis"
172466,"capreolus capreolus","simplexvirus bovine herpesvirus 2"
172468,"capreolus capreolus","movar type herpesvirus"
172470,"capreolus capreolus","bovine respiratory syncytial virus"
172471,"capreolus capreolus","orthobunyavirus bunyamwera virus batai virus"
172472,"capreolus capreolus","orthobunyavirus batai virus"
172473,"capreolus capreolus","orthobunyavirus california encephalitis virus tahyna virus"
172474,"capreolus capreolus","orthobunyavirus california encephalitis virus tahyna virus"
172476,"capreolus capreolus","varicellovirus caprine herpesvirus 1"
172477,"capreolus capreolus","caprine herpesvirus-1"
172478,"capreolus capreolus","varicellovirus caprine herpesvirus 1"
172480,"capreolus capreolus","caprine herpesvirus-2"
172482,"capreolus capreolus","varicellovirus cervid herpesvirus 1"
172483,"capreolus capreolus","cervid herpesvirus-1"
172484,"capreolus capreolus","varicellovirus cervid herpesvirus 1"
172486,"capreolus capreolus","varicellovirus cervid herpesvirus 2"
172499,"capreolus capreolus","ovine herpesvirus-2"
172504,"capreolus capreolus","pestivirus bovine viral diarrhea virus"
172505,"capreolus capreolus","bovine viral diarrhea virus"
172506,"capreolus capreolus","bovine viral diarrhea virus"
172510,"capreolus capreolus","pestivirus border disease virus"
172512,"capreolus capreolus","alphavirus sindbis virus"
172515,"capreolus capreolus","flavivirus tick-borne encephalitis virus central european subtype"
172516,"capreolus capreolus","flavivirus tick-borne encephalitis virus"
172518,"capreolus capreolus","flavivirus west nile virus"
172520,"capricornis crispus","parapoxvirus bovine papular stomatitis virus"
172529,"capricornis crispus","parapoxvirus orf virus"
172530,"capricornis crispus","parapoxvirus orf virus"
172536,"capricornis crispus","bovine viral diarrhea virus i"
172540,"capricornis crispus","parapoxvirus"
172541,"capricornis crispus","parapoxvirus"
172542,"capricornis crispus","parapoxvirus parapoxvirus infectious disease"
172543,"naemorhedus crispus","parapoxvirus parapox infection"
172544,"capricornis crispus","parapoxvirus"
172545,"capricornis crispus","parapoxvirus"
172547,"felis caracal","feline coronavirus"
172549,"felis caracal","canine distemper virus"
172550,"felis caracal","feline parvovirus"
172551,"felis caracal","feline herpesvirus- 1"
172552,"felis caracal","feline calcivirus"
172554,"felis caracal","puma lentivirus"
172658,"ceratotherium simum","orbivirus african horse sickness virus"
172660,"ceratotherium simum","orthobunyavirus akabane virus"
172662,"ceratotherium simum","orbivirus bluetongue virus"
172663,"ceratotherium simum","orbivirus bluetongue virus"
172666,"ceratotherium simum","varicellovirus bovine herpesvirus 1"
172669,"ceratotherium simum","nairovirus crimean-congo hemorrhagic fever virus"
172672,"ceratotherium simum","orbivirus epizootic hemorrhagic disease virus"
172673,"ceratotherium simum","varicellovirus equid herpesvirus 1"
172674,"ceratotherium simum","respirovirus parainfluenza virus 3"
172675,"ceratotherium simum","pestivirus bovine viral diarrhea virus"
172677,"ceratotherium simum","phlebovirus rift valley fever virus"
172691,"cercocebus agilis","htlv-1"
172695,"cercocebus agilis","htlv-2"
172712,"cercocebus agilis","simian immunodeficiency virus (siv)"
172715,"cercocebus agilis","stlv"
172720,"cercocebus atys","simian t-cell / t-lymphotropic virus type 1"
172721,"cercocebus atys","simian t-cell lymphotropic virus 3 (stlv-3)"
172724,"cercocebus atys","simian immunodefiency viruses (sivs)"
172725,"cercocebus atys","sivsmsl92a"
172726,"cercocebus atys","sivsm"
172727,"cercocebus atys atys","sivssm"
172877,"cercocebus torquatus torquatus","simian immunodefiency virus (siv)"
172880,"cercocebus torquatus","stlv"
172889,"redtail","bwamba fever virus"
172890,"cercopithecus ascanius","chikungunya virus"
172893,"cercopithecus ascanius","simian hemorrhagic fever virus"
172904,"cercopithecus ascanius","monkeypox"
172910,"cercopithecus ascanius schmidti","semliki forest virus"
172915,"redtail monkey","uganda s. virus"
172917,"cercopithecus ascanius schmidti","yellow fever"
172918,"cercopithecus ascanius schmidti","yellow fever"
172919,"cercopithecus ascanius","yellow fever virus"
172931,"cercopithecus cephus","htlv-1"
172942,"cercopithecus cephus","simian immunodeficiency virus (siv)"
172945,"cercopithecus cephus","stlv"
172946,"cercopithecus mona denti","semliki forest virus"
172951,"diana monkey","yellow fever"
172980,"cercopithecus mitis","stlv-1"
172981,"cercopithecus mitis stuhlmanni","semliki forest virus"
172985,"cercopithecus mitis","lentivirus siv syk"
172990,"cercopithecus mona","orungovirus"
172991,"cercopithecus mona","orungu virus"
173004,"cercopithecus mona","simian immunodeficiency virus (siv)"
173007,"mona monkey","yellow fever"
173032,"cercopithecus neglectus","simian immunodeficiency virus (siv)"
173057,"cercopithecus nictitans","htlv-1"
173061,"cercopithecus nictitans","htlv-2"
173082,"cercopithecus nictitans","simian immunodeficiency virus (siv)"
173086,"cercopithecus nictitans","yellow fever virus"
173087,"cercopithecus nictitans","stlv"
173088,"cercopithecus petaurista","monkeypox"
173099,"cercopithecus pogonias","htlv-1"
173100,"cercopithecus mona pogonias","simian t-cell leukemia virus (stlv-1)"
173106,"cercopithecus pogonias","simian immunodeficiency virus (siv)"
173108,"cercopithecus pogonias","stlv"
173111,"cerdocyon thous","canine adenovirus"
173112,"cerdocyon thous","canine distemper virus (cdv)"
173113,"cerdocyon thous","canine distemper virus"
173117,"cerdocyon thous","canine parvovirus"
173183,"cerdocyon thous","rabies virus"
173184,"cerdocyon thous","rabies"
173185,"cerdocyon thous","lyssavirus rabies - antigenic varient 2 and 3"
173186,"cerdocyon thous","rabies"
173187,"cerdocyon thous","rabies"
173190,"cervus elaphus","orthobunyavirus akabane virus tinaroo virus"
173191,"cervus elaphus","orthobunyavirus akabane virus"
173192,"cervus elaphus","rhadinovirus alcelaphine herpesvirus 1"
173193,"cervus elaphus","malignant catarrhal fever"
173194,"cervus elaphus","malignant catarrhal fever viruses"
173200,"cervus elaphus","bhanja virus"
173210,"cervus elaphus","orbivirus bluetongue virus"
173211,"cervus elaphus","orbivirus bluetongue virus"
173212,"cervus elaphus","orbivirus bluetongue virus serotype 21"
173213,"cervus elaphus","orbivirus bluetongue virus serotype 1"
173229,"cervus elaphus","varicellovirus bovine herpesvirus 1"
173230,"cervus elaphus","bovine herpesvirus-1"
173231,"cervus elaphus nelsoni","varicellovirus bovine herpesvirus 1"
173232,"cervus elaphus","bovine rhinotracheitis virus"
173233,"cervus elaphus canadensis","varicellovirus bovine herpesvirus 1"
173234,"cervus elaphus","bovine herpesvirus-1"
173235,"cervus elaphus","varicellovirus bovine herpesvirus 1"
173238,"cervus elaphus","bovine herpes mammillitis"
173240,"cervus elaphus","ephemerovirus bovine ephemeral fever virus"
173242,"cervus elaphus","movar type herpesvirus"
173244,"cervus elaphus","pneumovirus respiratory syncytial virus"
173245,"cervus elaphus nelsoni","pneumovirus respiratory syncytial virus"
173248,"cervus elaphus roosevelti","orthobunyavirus bunyamwera virus cache valley virus"
173249,"cervus elaphus","orthobunyavirus bunyamwera virus batai virus"
173250,"cervus elaphus","orthobunyavirus batai virus"
173251,"cervus elaphus roosevelti","orthobunyavirus california encephalitis virus snowshoe hare virus"
173252,"cervus elaphus roosevelti","orthobunyavirus california encephalitis virus jamestown canyon virus"
173253,"cervus elaphus roosevelti","orthobunyavirus california encephalitis virus"
173254,"cervus elaphus","orthobunyavirus california encephalitis virus la crosse virus/snowshoe hare virus"
173255,"cervus elaphus","orthobunyavirus california encephalitis virus jamestown canyon virus"
173256,"cervus elaphus","orthobunyavirus california encephalitis virus tahyna virus"
173257,"cervus elaphus","orthobunyavirus california encephalitis virus tahyna virus"
173259,"cervus elaphus","varicellovirus caprine herpesvirus 1"
173260,"cervus elaphus","caprine herpesvirus-1"
173261,"cervus elaphus","varicellovirus caprine herpesvirus 1"
173264,"cervus elaphus","cervid herpesvirus-1"
173265,"cervus elaphus","varicellovirus cervid herpesvirus 1"
173266,"cervus elaphus","varicellovirus cervid herpesvirus 1"
173270,"cervus elaphus","varicellovirus cervid herpesvirus 2"
173274,"cervus elaphus","orbivirus epizootic hemorrhagic disease virus"
173278,"cervus elaphus","respirovirus parainfluenza virus 3"
173279,"cervus elaphus nelsoni","respirovirus parainfluenza virus 3"
173280,"cervus elaphus canadensis","respirovirus parainfluenza virus 3"
173281,"cervus elaphus","vesiculovirus vesicular stomatitis indiana virus"
173284,"cervus elaphus","vesiculovirus vesicular stomatitis new jersey virus"
173296,"cervus elaphus","ovine herpesvirus-2"
173300,"cervus elaphus","orbivirus palyam virus bunyip creek virus"
173301,"cervus elaphus","orbivirus palyam virus d'aguilar virus"
173306,"cervus elaphus","pestivirus bovine viral diarrhea virus"
173307,"cervus elaphus nelsoni","pestivirus bovine viral diarrhea virus"
173308,"cervus elaphus canadensis","pestivirus bovine viral diarrhea virus"
173309,"cervus elaphus","bovine viral diarrhea virus"
173310,"cervus elaphus","bovine viral diarrhea virus"
173311,"cervus elaphus","pestivirus mucosal disease virus"
173312,"cervus elaphus","pestivirus bovine viral diarrhea virus"
173317,"cervus elaphus","orthobunyavirus sathuperi virus douglas virus"
173319,"cervus elaphus","orthobunyavirus shamonda virus peaton virus"
173320,"cervus elaphus","orthobunyavirus shuni virus aino virus"
173321,"cervus elaphus","alphavirus sindbis virus"
173322,"cervus elaphus","nairovirus thiafora virus erve virus"
173325,"cervus elaphus","flavivirus tick-borne encephalitis virus central european subtype"
173326,"cervus elaphus","flavivirus tick-borne encephalitis virus"
173329,"cervus elaphus","lentivirus visna/maedi virus"
173330,"cervus elaphus","flavivirus west nile virus"
173333,"cervus elaphus","pestivirus"
173335,"cervus nippon","orbivirus bluetongue virus serotype 10,11,13,17"
173337,"cervus nippon taiouanus","ephemerovirus bovine ephemeral fever virus"
