vVirusNameCorrected,hHostNameFinal,WildDomInReference,DetectionMethod,DetectionQuality,Reference
Mokola_virus,Lophuromys_sikapusi,wild,Isolation,2,Saluzzo et al. 1984
Witwatersrand_virus,Lophuromys_sikapusi,wild,Antibodies,0,Henderson et al. 1972
African_horse_sickness_virus,Loxodonta_africana,wild,Antibodies,0,Binepal et al. 1992
Bluetongue_virus,Loxodonta_africana,wild,Antibodies,0,Anderson & Rowe 1998
Crimean-Congo_hemorrhagic_fever_virus,Loxodonta_africana,wild,Antibodies,0,Shepherd et al. 1987
Encephalomyocarditis_virus,Loxodonta_africana,wild,Isolation,2,Tesh & Wallace 1978
Foot-and-mouth_disease_virus,Loxodonta_africana,wild,Isolation,2,http://wildlife1.wildlifeinformation.org/S/virus/picornaviridae/picornaviridae_fmdvirus/FMDVSppDefinitiveHost.html
Andes_virus,Loxodontomys_micropus,wild,PCR,2,Informatics 2010; Medina et al. 2009
Aleutian_mink_disease_virus,Lutra_lutra,wild,PCR,2,Manas et al. 2001
African_horse_sickness_virus,Lycaon_pictus,wild,bcELISA,0,Alexander et al. 1995
Bluetongue_virus,Lycaon_pictus,wild,Antibodies,0,Alexander et al. 1994
Canine_distemper_virus,Lycaon_pictus,wild,Isolation,2,van de Bildt et al. 2002
Rabies_virus,Lycaon_pictus,wild,PCR,2,Lembo et al. 2008
Borna_disease_virus,Lynx_lynx,wild,PCR,2,Degiorgis et al. 2000
Vaccinia_virus,Lynx_lynx,wild,Antibodies,0,Tryland et al. 2008
Feline_leukemia_virus,Lynx_pardinus,wild,PCR,2,Geret et al. 2011
Feline_immunodeficiency_virus,Lynx_rufus,wild,Antibodies,0,Brown et al. 2003
Rabies_virus,Lynx_rufus,wild,Antibodies,0,Aranda et al. 1999
Cercopithecine_herpesvirus_1,Macaca_arctoides,wild,Isolation,2,Huff et al. 2003
Simian_foamy_virus,Macaca_arctoides,wild,PCR,2,Hussain et al. 2003
Cercopithecine_herpesvirus_1,Macaca_cyclopis,wild,Isolation,2,Huff et al. 2003
Simian_foamy_virus,Macaca_cyclopis,wild,PCR,2,Schweizer et al. 1995
Bakau_virus,Macaca_fascicularis,wild,Isolation,2,CDC ArboCat
Canine_distemper_virus,Macaca_fascicularis,captive,Isolation,2,Sakai et al. 2013
Cercopithecine_herpesvirus_1,Macaca_fascicularis,wild,Isolation,2,Huff et al. 2003
Chikungunya_virus,Macaca_fascicularis,wild,Antibodies,0,Inoue et al. 2003
Dengue_virus,Macaca_fascicularis,wild,Antibodies,0,Inoue et al. 2003
Eastern_equine_encephalitis_virus,Macaca_fascicularis,wild,Antibodies,0,Fowler & Miller 2003
Hepatitis_A_virus,Macaca_fascicularis,wild,Antibodies,0,Sa-Nguanmoo et al. 2010
Japanese_encephalitis_virus,Macaca_fascicularis,wild,Antibodies,0,Inoue et al. 2003
Lassa_virus,Macaca_fascicularis,domestic,Isolation,2,Wulff et al. 1975
Macaque_simian_foamy_virus,Macaca_fascicularis,wild,Antibodies,0,Brooks et al.
Parainfluenza_virus_5,Macaca_fascicularis,wild,Isolation,2,Chatziandreou et al. 2004
Reston_ebolavirus,Macaca_fascicularis,wild,Isolation,2,Miranda et al. 1991
Rhesus_monkey_papillomavirus_1,Macaca_fascicularis,captive,Isolation,2,Chan et al. 1997
Simian_enterovirus_A,Macaca_fascicularis,captive,Isolation,2,Hoffert et al. 1958
Simian_foamy_virus,Macaca_fascicularis,wild,PCR,2,Webb et al. 1965
Simian_parvovirus,Macaca_fascicularis,captive,Isolation,2,O'Sullivan et al. 1994
Yaba_monkey_tumor_virus,Macaca_fascicularis,wild,Antibodies,0,Downie 1974
Borna_disease_virus,Macaca_fuscata,wild,PCR,2,Hagiwara et al. 2008
Cercopithecine_herpesvirus_1,Macaca_fuscata,wild,Isolation,2,Huff et al. 2003
Hepatitis_E_virus,Macaca_fuscata,wild,Antibodies,0,Taylor et al. 2001
Measles_virus,Macaca_fuscata,wild,Antigen,0,Choi et al. 1999
Simian_foamy_virus,Macaca_fuscata,wild,PCR,2,Hussain et al. 2003
Torque_Teno_virus,Macaca_fuscata,wild,PCR,2,Okamoto et al. 2000
Primate_T-lymphotropic_virus_1,Macaca_maura,wild,Isolation,2,Saksena et al. 1994
Adeno-associated_virus-1,Macaca_mulatta,captive,Antibodies,0,Xiao et al. 1999
Adeno-associated_virus-2,Macaca_mulatta,captive,Antibodies,0,Xiao et al. 1999
Cercopithecine_herpesvirus_1,Macaca_mulatta,wild,Isolation,2,Huff et al. 2003
Cercopithecine_herpesvirus_15,Macaca_mulatta,captive,isolation,2,Habis et al. 2000
Cercopithecine_herpesvirus_17,Macaca_mulatta,captive,isolation,2,Desrosiers et al. 1997
Cercopithecine_herpesvirus_8,Macaca_mulatta,captive,isolation,2,Asher et al. 1974
Encephalomyocarditis_virus,Macaca_mulatta,wild,Isolation,2,Tesh & Wallace 1978
Mason-Pfizer_monkey_virus,Macaca_mulatta,captive,Isolation,2,Nowinski et al. 1971
Measles_virus,Macaca_mulatta,wild,Isolation,2,El Mubarak et al. 2007
Minatitlan_virus,Macaca_mulatta,wild,Isolation,2,Subcomittee on Information Exchange of The American Committee of Arthropod-Borne Viruses 1972
Parainfluenza_virus_5,Macaca_mulatta,wild,Isolation,2,Chatziandreou et al. 2004
Rhesus_macaque_parvovirus,Macaca_mulatta,captive,PCR,2,Green et al. 2000
Rhesus_monkey_papillomavirus_1,Macaca_mulatta,captive,Isolation,2,Ostrow et al. 1995
Simian_adenovirus,Macaca_mulatta,wild,Isolation,2,Kovacs et al. 2004
Simian_enterovirus_A,Macaca_mulatta,wild,Isolation,2,Suzuki et al. 1984
Simian_foamy_virus,Macaca_mulatta,wild,PCR,2,Schweizer et al. 1995
Simian_hemorrhagic_fever_virus,Macaca_mulatta,captive,Isolation,2,London 1977
Simian_immunodeficiency_virus,Macaca_mulatta,wild,Isolation,2,Hirsch et al. 1989
Simian_virus_40,Macaca_mulatta,wild,PCR,2,Simon et al. 1999
Simian_virus_5,Macaca_mulatta,wild,Antibodies,0,Verschoor et al. 2008
Tanapox_virus,Macaca_mulatta,captive,Antibodies,0,Downie 1974
Yaba_monkey_tumor_virus,Macaca_mulatta,wild,Isolation,2,Zimmerman et al. 2005
Cercopithecine_herpesvirus_1,Macaca_nemestrina,wild,Isolation,2,Huff et al. 2003
Cercopithecine_herpesvirus_9,Macaca_nemestrina,captive,Isolation,2,Hukkanen et al. 2009
Pig-tailed_macaque_parvovirus,Macaca_nemestrina,captive,PCR,2,Green et al. 2000
Primate_T-lymphotropic_virus_1,Macaca_nigra,wild,Antibodies,0,Ishikawa et al. 1987
Primate_T-lymphotropic_virus_1,Macaca_ochreata,wild,Antibodies,0,Ishikawa et al. 1987
Cercopithecine_herpesvirus_1,Macaca_radiata,wild,Isolation,2,Huff et al. 2003
Kyasanur_Forest_disease_virus,Macaca_radiata,wild,Isolation,2,Sreenivasan et al. 1986
Measles_virus,Macaca_radiata,wild,Antibodies,0,Bhatt et al. 1966
Simian_virus_5,Macaca_radiata,wild,Antibodies,0,Bhatt et al. 1966
Yaba_monkey_tumor_virus,Macaca_radiata,wild,Antibodies,0,Downie 1974
Simian_foamy_virus,Macaca_silenus,wild,PCR,2,Hussain et al. 2003
Bunyamwera_virus,Macaca_sinica,wild,Antibodies,0,Peiris et al. 1993
Dengue_virus,Macaca_sinica,wild,Antibodies,0,Peiris et al. 1993
West_Nile_virus,Macaca_sinica,wild,Antibodies,0,Peiris et al. 1993
Encephalomyocarditis_virus,Macaca_sylvanus,wild,Antibodies,0,Canelli et al. 2010
Simian_foamy_virus,Macaca_sylvanus,wild,PCR,2,Hussain et al. 2003
Simian_virus_40,Macaca_sylvanus,wild,Antibodies,0,Verschoor et al. 2008
Primate_T-lymphotropic_virus_1,Macaca_tonkeana,wild,Antibodies,0,Ishikawa et al. 1987
Carey_Island_virus,Macroglossus_minimus,wild,Isolation,2,Calisher et al. 2006
Eubenangee_virus,Macropus_agilis,wild,Isolation,2,Staker 2006
Murray_Valley_encephalitis_virus,Macropus_agilis,wild,Antibodies,0,Gonzalez et al. 2007
Ross_River_virus,Macropus_agilis,wild,Isolation,2,Brooks et al. 2002
Sindbis_virus,Macropus_agilis,wild,Antibodies,0,Tu et al. 2004
Trubanaman_virus,Macropus_fuliginosus,wild,Antibodies,0,Johansen et al. 2005
Wallal_virus,Macropus_fuliginosus,wild,PCR,2,Hooper et al. 1999
Warrego_virus,Macropus_fuliginosus,wild,Isolation,2,Hooper et al. 1999
Foot-and-mouth_disease_virus,Macropus_giganteus,wild,Isolation,2,Weaver et al. 2013
Gan_Gan_virus,Macropus_giganteus,wild,Antibodies,0,Vale et al. 1991
Macropodid_herpesvirus_1,Macropus_giganteus,wild,Isolation,2,Guliani et al. 1999
Macropodid_herpesvirus_2,Macropus_giganteus,wild,Isolation,2,Vaz et al. 2013
Murray_Valley_encephalitis_virus,Macropus_giganteus,wild,Antibodies,0,Levy 1993
Sindbis_virus,Macropus_giganteus,wild,Antibodies,0,Gonzalez et al. 2007
Wallal_virus,Macropus_giganteus,wild,PCR,2,Hooper et al. 1999
Warrego_virus,Macropus_giganteus,wild,Isolation,2,Hooper et al. 1999
Macropodid_herpesvirus_1,Macropus_parma,wild,Isolation,2,Johnson et al. 1985
Ross_River_virus,Macropus_robustus,wild,Antibodies,0,Old et al. 2005
Wallal_virus,Macropus_robustus,wild,PCR,2,Hooper et al. 1999
Gan_Gan_virus,Macropus_rufogriseus,wild,Antibodies,0,Vale et al. 1991
Wallal_virus,Macropus_rufus,wild,PCR,2,Hooper et al. 1999
Warrego_virus,Macropus_rufus,wild,Isolation,2,Hooper et al. 1999
Rabies_virus,Macrotus_californicus,wild,Isolation,2,Constantine 1979
Kyasanur_Forest_disease_virus,Madromys_blanfordi,wild,Isolation,2,Williams et al. 2001
Human_enterovirus_D,Mandrillus_leucophaeus,wild*,Antibodies,0,Harvala et al. 2012
Simian_foamy_virus,Mandrillus_leucophaeus,wild,PCR,2,Hussain et al. 2003
Simian_immunodeficiency_virus,Mandrillus_leucophaeus,wild,Isolation,2,Hu et al. 2003
Human_enterovirus_B,Mandrillus_sphinx,wild,PCR,2,Van Nguyen et al. 2014
Simian_foamy_virus,Mandrillus_sphinx,wild,PCR,2,Hussain et al. 2003
Simian_immunodeficiency_virus,Mandrillus_sphinx,wild,Isolation,2,Hu et al. 2003
O'nyong-nyong_virus,Mandrillus_sphinx,wild,plaque reduction neutralization,1,Kading et al. 2012
Oriboca_virus,Marmosa_murina,wild,Isolation,2,Shope et al. 1988
Colorado_tick_fever_virus,Marmota_flaviventris,wild,Antibodies,0,Eklund et al. 1958
Powassan_virus,Marmota_flaviventris,wild,Antibodies,0,McLean et al. 1970
St._Louis_encephalitis_virus,Marmota_flaviventris,wild,Antibodies,0,McClean et al. 1968
Eastern_equine_encephalitis_virus,Marmota_monax,wild,Antibodies,0,Karstad et al. 1960
Marmodid_herpesvirus_1,Marmota_monax,wild,Isolation,2,Buchen-Osmond 2003
Powassan_virus,Marmota_monax,wild,Isolation,2, McLean et al. 1967
Rabies_virus,Marmota_monax,wild,Isolation,2,Wang et al. 2009
Woodchuck_hepatitis_virus,Marmota_monax,wild,"EM, DNA (i.e. more than just PCR)",2,Summers et al. 1978
European_bat_lyssavirus_1,Martes_foina,wild,Antibodies,0,Muller et al. 2004
Canine_adenovirus,Martes_pennanti,wild,Antibodies,0,Philippa 2004
Mustelid_herpesvirus_1,Martes_pennanti,captive,PCR,2,Gagnon et al. 2011
Rabies_virus,Martes_pennanti,wild,Antibodies,0,Philippa et al. 2004
Crimean-Congo_hemorrhagic_fever_virus,Mastomys_coucha,wild,Antibodies,0,Shepherd et al. 1987
Koutango_virus,Mastomys_erythroleucus,wild,Isolation,2,Traore-Lamizana et al. 2001
Lassa_virus,Mastomys_erythroleucus,wild,Isolation,2,Gonzalez et al. 2007
Mobala_virus,Mastomys_erythroleucus,wild,Isolation,2,Gonzalez et al. 2007
Qalyub_virus,Mastomys_erythroleucus,wild,Isolation,2,Rodhain et al. 1985
Rift_Valley_fever_virus,Mastomys_erythroleucus,wild,Antibodies,0,Gora et al. 2000
Lassa_virus,Mastomys_huberti,wild,Isolation,2,Gonzalez et al. 2007
Mopeia_virus,Mastomys_huberti,wild,Isolation,2,Gonzalez et al. 2007
Rift_Valley_fever_virus,Mastomys_huberti,wild,Antibodies,0,Gora et al. 2000
Banzi_virus,Mastomys_natalensis,wild,Isolation,2,McIntosh 1976
Bluetongue_virus,Mastomys_natalensis,wild,Isolation,2,Howerth et al. 2001
Chikungunya_virus,Mastomys_natalensis,wild,Antibodies,0,Konstantinov et al. 2006
Dugbe_virus,Mastomys_natalensis,wild,Antibodies,0,Konstantinov et al. 2006
Lassa_virus,Mastomys_natalensis,wild,PCR,2,Fichet-Calvet et al. 2007
Mastomys_natalensis_papillomavirus,Mastomys_natalensis,captive,Isolation,2,Muller & Gissman 1978
Mopeia_virus,Mastomys_natalensis,wild,Isolation,2,Wulff et al. 1977
Qalyub_virus,Mastomys_natalensis,wild,Isolation,2,Kemp 1975
Uganda_S_virus,Mastomys_natalensis,wild,Isolation,2,Kemp 1975; Kemp et al. 1974
Witwatersrand_virus,Mastomys_natalensis,wild,Antibodies,0,McIntosh et al. 1976
Bovine_respiratory_syncytial_virus,Mazama_gouazoubira,wild,Antibodies,0,Deem et al. 2004
Influenza_A_virus,Megaderma_lyra,wild,Antibodies,0,Kelkar et al. 1981
Amapari_virus,Megadontomys_nelsoni,wild,Antibodies,0,Milazzo et al. 2010
Whitewater_Arroyo_virus,Megadontomys_nelsoni,wild,Antibodies,0,Milazzo et al. 2010
Venezuelan_equine_encephalitis_virus,Melanomys_caliginosus,wild,Antibodies,0,Acha & Szyfres 2003; Grayson & Galido 1968
Mustelid_herpesvirus_1,Meles_meles,wild,PCR,2,King et al. 2004
Rabies_virus,Mellivora_capensis,wild,Isolation,2,Bingham et al. 2001
Severe_acute_respiratory_syndrome-related_coronavirus,Melogale_moschata,wild,Antibodies,0,Tu et al. 2004
Influenza_A_virus,Mephitis_mephitis,wild,PCR,2,Britton et al. 2010
Rabies_virus,Mephitis_mephitis,wild,PCR,2,Nadin-Davies et al. 1994
St._Louis_encephalitis_virus,Mephitis_mephitis,wild,Antibodies,0,Artsob et al. 1986
Vesicular_stomatitis_Indiana_virus,Mephitis_mephitis,wild,plaque reduction neutralization,1,Aguirre et al. 1992
Western_equine_encephalitis_virus,Mephitis_mephitis,wild,hemmaglutination,0,Hardy 1987
Bakau_virus,Meriones_hurrianae,wild,Antibodies,0,Darwish et al. 1983
Crimean-Congo_hemorrhagic_fever_virus,Meriones_hurrianae,domestic,Antibodies,0,Darwish et al. 1983
Dera_Ghazi_Khan_virus,Meriones_hurrianae,domestic,Antibodies,0,Darwish et al. 1983
Dhori_virus,Meriones_hurrianae,wild,Antibodies,0,Darwish et al. 1983
Salehabad_virus,Meriones_hurrianae,wild,Antibodies,0,Darwish et al. 1983
Wad_Medani_virus,Meriones_hurrianae,wild,Antibodies,0,Darwish et al. 1983
Cowpox_virus,Meriones_libycus,wild,Isolation,2,Tsanava et al. 1989
Cricetid_herpesvirus,Mesocricetus_auratus,wild,Isolation,2,Tomita & Jonas 1968 in Mahy 2008
Hamster_oral_papillomavirus,Mesocricetus_auratus,captive,PCR,2,Iwasaki et al. 1997
Hamster_parvovirus,Mesocricetus_auratus,wild,Isolation,2,Besselsen et al. 1999
Hamster_polyomavirus,Mesocricetus_auratus,domestic,PCR,2,Simmons et al. 2001
Lymphocytic_choriomeningitis_virus,Mesocricetus_auratus,captive,Isolation,2,Acha & Szyfres 2003; Parker et al. 1976
Minatitlan_virus,Mesocricetus_auratus,domestic,Isolation,2,Mahy 2009
Mobala_virus,Mesocricetus_auratus,wild,Isolation,2,Gonzalez et al. 2007
Sendai_virus,Mesocricetus_auratus,captive,Isolation,2,Profeta et al. 1969
Oriboca_virus,Metachirus_nudicaudatus,wild,Isolation,2,Shope et al. 1988
Vesicular_stomatitis_Indiana_virus,Metachirus_nudicaudatus,wild,plaque reduction neutralization,1,Tesh et al. 1969
Mayaro_virus,Mico_leucippe,wild,Antibodies,0,Hoch et al. 1981
Yellow_fever_virus,Mico_leucippe,wild,Antibodies,0,Hoch et al. 1981
Lymphocytic_choriomeningitis_virus,Micromys_minutus,wild,Antibodies,0,Tagliapietra et al. 2009
Rabies_virus,Micronycteris_megalotis,wild,Antibodies,0,Salas-Rojas et al. 2004
Lagos_bat_virus,Micropteropus_pusillus,wild,Isolation,2,Calisher et al. 2006
Rift_Valley_fever_virus,Micropteropus_pusillus,wild,Isolation,2,Calisher et al. 2006
Zaire_ebolavirus,Micropteropus_pusillus,wild,PCR,2,Leroy et al. 2004
Cowpox_virus,Microtus_agrestis,wild,PCR,2,Acha & Szyfres 2003; Tryland et al. 1998
Ectromelia_virus,Microtus_agrestis,wild,Antibodies,0,Kaplan et al. 1980
Encephalomyocarditis_virus,Microtus_agrestis,wild,Antibodies,0,Kaplan et al. 1980
Ljungan_virus,Microtus_agrestis,wild,PCR,2,Salisbury AM et al. 2014
Lymphocytic_choriomeningitis_virus,Microtus_agrestis,wild,Antibodies,0,Kaplan et al. 1980
Murid_herpesvirus_4,Microtus_agrestis,wild,PCR,2,Ehlers et al. 2007
Murine_pneumonia_virus,Microtus_agrestis,wild,Antibodies,0,Kaplan et al. 1980
Sendai_virus,Microtus_agrestis,wild,Antibodies,0,Kaplan et al. 1980
Tick-borne_encephalitis_virus,Microtus_agrestis,wild,PCR,2,Achazi et al. 2011
Tula_virus,Microtus_agrestis,wild,PCR,2,Schmidt-Chanasit et al. 2009
California_encephalitis_virus,Microtus_arvalis,wild,Antibodies,0,Mitchell et al. 1993
Encephalomyocarditis_virus,Microtus_arvalis,wild,Antibodies,0,Billinis 2009
Lymphocytic_choriomeningitis_virus,Microtus_arvalis,wild,Antibodies,0,Tagliapietra et al. 2009
Murid_herpesvirus_1,Microtus_arvalis,wild,Antibodies,0,Mistrikova & Blaskovis 1985
Tick-borne_encephalitis_virus,Microtus_arvalis,wild,PCR,2,Kozuch et al. 1990; Achazi et al. 2011
Tula_virus,Microtus_arvalis,wild,PCR,2,Schlegel et al. 2012
Colorado_tick_fever_virus,Microtus_californicus,wild,Antibodies,0,Emmons 1994
Isla_Vista_virus,Microtus_californicus,wild,PCR,2,Song et al. 1995
Prospect_Hill_virus,Microtus_californicus,wild,Antibodies,0,Yanagihara et al. 1987
Sin_Nombre_virus,Microtus_californicus,wild,Antibodies,0,Bennett et al. 1999
St._Louis_encephalitis_virus,Microtus_californicus,wild,Antibodies,0,Hardy et al. 1974
Volepox_virus,Microtus_californicus,wild,Isolation,2,Regnery 1987
Khabarovsk_virus,Microtus_fortis,wild,Isolation,2,Horling et al. 1996
Seoul_virus,Microtus_fortis,wild,PCR,2,Weng et al. 2008
California_encephalitis_virus,Microtus_gregalis,wild,Antibodies,0,Mitchell et al. 1993
Omsk_hemorrhagic_fever_virus,Microtus_gregalis,wild,Isolation,2,Shope 2003
Lymphocytic_choriomeningitis_virus,Microtus_levis,wild,Antibodies,0,Tagliapietra et al. 2009
Tula_virus,Microtus_levis,wild,PCR,2,Schlegel et al. 2012
Khabarovsk_virus,Microtus_maximowiczii,wild,PCR,2,Cong et al. 2012
Sin_Nombre_virus,Microtus_ochrogaster,wild,Antibodies,0,Torres-Perez 2010
Borna_disease_virus,Microtus_oeconomus,wild,Antibodies,0,Kinnunen et al. 2007
California_encephalitis_virus,Microtus_oeconomus,wild,Antibodies,0,Mitchell et al. 1993
Cowpox_virus,Microtus_oeconomus,wild,Isolation,2,Lvov et al. 1988
Khabarovsk_virus,Microtus_oeconomus,wild,PCR,2,Plyusnina et a; 2008
Omsk_hemorrhagic_fever_virus,Microtus_oeconomus,wild,Isolation,2,Acha & Szyfres 2003
Eastern_equine_encephalitis_virus,Microtus_pennsylvanicus,wild,Antibodies,0,Karabatsos 1985 in Day et al. 1996
Mammalian_orthoreovirus,Microtus_pennsylvanicus,wild,Antibodies,0,Descoteaux 1992
Murid_herpesvirus_5,Microtus_pennsylvanicus,wild,Isolation,2,Melendez et al. 1967
Prospect_Hill_virus,Microtus_pennsylvanicus,wild,Isolation,2,Lee et al. 1985
Sin_Nombre_virus,Microtus_pennsylvanicus,wild,Antibodies,0,Torres-Perez 2010
Theilovirus,Microtus_pennsylvanicus,wild,Antibodies,0,Descoteauz & Mihok 1986
Tula_virus,Microtus_subterraneus,wild,PCR,2,Korva et al. 2009
Dera_Ghazi_Khan_virus,Millardia_meltada,wild,Antibodies,0,Darwish et al. 1983
Tamana_bat_virus,Mimon_crenulatum,wild,Antibodies,0,Price 1978
Japanese_encephalitis_virus,Miniopterus_fuliginosus,wild,Antibodies,0,Cui et al. 2008
Yokose_virus,Miniopterus_fuliginosus,wild,Antibodies,0,Tajima 2005
Lake_Victoria_marburgvirus,Miniopterus_inflatus,wild,PCR,2,Swanepoel et al. 2007
Australian_bat_lyssavirus,Miniopterus_schreibersii,wild,Antibodies,0,Arguin et al. 2002
Duvenhage_virus,Miniopterus_schreibersii,wild,Isolation,2,Calisher et al. 2006
European_bat_lyssavirus_1,Miniopterus_schreibersii,wild,PCR,2,Serra-Cobo et al. 2002
European_bat_lyssavirus_2,Miniopterus_schreibersii,wild,Isolation,2,Calisher et al. 2006
Japanese_encephalitis_virus,Miniopterus_schreibersii,wild,Isolation,2,Taylor et al. 2001; Calisher et al. 2006
Kyasanur_Forest_disease_virus,Miniopterus_schreibersii,wild,Antibodies,0,Bhat et al. 1978
Rift_Valley_fever_virus,Miniopterus_schreibersii,wild,Isolation,2,Konstantinov et al. 2006
West_Caucasian_bat_virus,Miniopterus_schreibersii,wild,Isolation,2,Calisher et al. 2006
Yokose_virus,Miniopterus_schreibersii,wild,Isolation,2,Calishers et al. 2006; Gonzalez et al. 2008; Tajima et al. 2005; Wong et al. 2007
Simian_immunodeficiency_virus,Miopithecus_talapoin,wild,Isolation,2,Peeters et al. 2002
Southern_elephant_seal_virus,Mirounga_leonina,wild,Antibodies,0,La Linn et al. 2001
Rabies_virus,Molossops_neglectus,arw,Antibodies,0,de Rosa et al. 2011
Catu_virus,Molossus_molossus,wild,Isolation,2,Calisher et al. 2006
Dengue_virus,Molossus_molossus,wild,Antibodies,0,Price 1978
Ilheus_virus,Molossus_molossus,wild,Antibodies,0,Price et al. 1978
Rabies_virus,Molossus_molossus,wild,Isolation,2,Kobayashi et al. 2007; Paez et al. 2003
Rio_Bravo_virus,Molossus_molossus,wild,Antibodies,0,Price 1978
St._Louis_encephalitis_virus,Molossus_molossus,wild,Antibodies,0,Price 1978
Yellow_fever_virus,Molossus_molossus,wild,Antibodies,0,Price 1978
Dengue_virus,Molossus_rufus,wild,Antibodies,0,Price 1978
Ilheus_virus,Molossus_rufus,wild,Antibodies,0,Price 1978
Manzanilla_virus,Molossus_rufus,wild,Antibodies,0,Price 1978
Mucambo_virus,Molossus_rufus,wild,Antibodies,0,Price 1978
Rabies_virus,Molossus_rufus,wild,Isolation,2,Kobayashi et al. 2005
Rio_Bravo_virus,Molossus_rufus,wild,Isolation,2,Price 1978
St._Louis_encephalitis_virus,Molossus_rufus,wild,Antibodies,0,Price 1978
Tamana_bat_virus,Molossus_rufus,wild,Antibodies,0,Price 1978
Yellow_fever_virus,Molossus_rufus,wild,Antibodies,0,Price 1978
Rabies_virus,Mormoops_megalophylla,wild,antigen,0,Constantine 1979
Rio_Bravo_virus,Mormoops_megalophylla,wild,Antibodies,0,Price 1978
Tamana_bat_virus,Mormoops_megalophylla,wild,Antibodies,0,Price 1978
Thogoto_virus,Mungos_mungo,wild,Isolation,2,Ogen-Odoi et al. 1999
Foot-and-mouth_disease_virus,Muntiacus_muntjak,wild,Antibodies,0,Barman et al. 1999 in Weaver and Karesh 2013
Japanese_encephalitis_virus,Murina_aurata,wild,Isolation,2,Wang et al. 2009
Irkut_virus,Murina_leucogaster,wild,Isolation,2,Calisher et al. 2006
Japanese_encephalitis_virus,Murina_leucogaster,wild,Antibodies,0,Miura et al. 1970
Encephalomyocarditis_virus,Mus_booduga,wild,Isolation,2,Tesh and Wallace 1978
Kyasanur_Forest_disease_virus,Mus_booduga,wild,Antibodies,0,Webb et al. 1965
Murid_herpesvirus_1,Mus_cervicolor,wild,PCR,2,Ehlers et al. 2007
Murine_leukemia_virus,Mus_cervicolor,wild,Isolation,2,Prassolov et al. 2001
Anopheles_B_virus,Mus_musculus,domestic,Isolation,2,da Rosa et al. 1992
Cowpox_virus,Mus_musculus,wild,Antibodies,0,Crouch et al. 1995
Eastern_equine_encephalitis_virus,Mus_musculus,wild,Isolation,2,Goldfield et al. 1968
Ectromelia_virus,Mus_musculus,captive,Isolation,2,Esteban et al. 2005
Encephalomyocarditis_virus,Mus_musculus,domestic,Isolation,2,Jungeblut et al. 1943
Hepatitis_E_virus,Mus_musculus,domestic,Antibodies,0,Favorov et al. 2000
Junin_virus,Mus_musculus,domestic,Isolation,2,Evans 2013
Lactate_dehydrogenase-elevating_virus,Mus_musculus,wild,Isolation,2,Committee on the Infectious Diseases of Mice and Rats 1991
Ljungan_virus,Mus_musculus,wild,PCR,2,Salisbury et al. 2014
Lymphocytic_choriomeningitis_virus,Mus_musculus,domestic,Isolation,2,Gonzalez et al. 2007
Machupo_virus,Mus_musculus,wild,Isolation,2,Gonzalez et al. 2007
Minute_virus_of_mice,Mus_musculus,wild,Isolation,2,Committee on the Infectious Diseases of Mice and Rats 1991; Crawford 1966
Moloney_murine_sarcoma_virus,Mus_musculus,captive,Isolation,2,Moloney et al. 1966
Mouse_mammary_tumor_virus,Mus_musculus,domestic,Isolation,2,Lyons & Moore 1965
Mouse_parvovirus_1,Mus_musculus,captive,PCR,2,Macy et al. 2009
Mucambo_virus,Mus_musculus,domestic,Isolation,2,Attoui et al. 2007
Murid_herpesvirus_1,Mus_musculus,ILL,isolation,2,Henson et al. 1972
Murid_herpesvirus_3,Mus_musculus,wild,Isolation,2,Roizmn & Baines 1991
Murine_adenovirus_A,Mus_musculus,wild,Isolation,2,Hartley & Rowe 1960
Murine_adenovirus_B,Mus_musculus,domestic,Isolation,2,Klempa et al.
Murine_hepatitis_virus,Mus_musculus,domestic,Isolation,2,Hierholzer et al. 1979
Murine_leukemia_virus,Mus_musculus,domestic,Isolation,2,Jenkins et al. 1982.
Murine_norovirus_1,Mus_musculus,wild,PCR,2,Smith et al. 2012
Murine_pneumonia_virus,Mus_musculus,domestic,PCR,2,McInnes et al. 2011
Murine_pneumotropic_virus,Mus_musculus,captive,Isolation,2,Kilham & Murphy 1953
Murine_polyomavirus,Mus_musculus,captive,Isolation,2,Rowe et al. 1959
Nipah_virus,Mus_musculus,wild,Isolation,2,WHO
Rabies_virus,Mus_musculus,domestic,Antibodies,0,Childs et al. 1997
Saboya_virus,Mus_musculus,wild,Isolation,2,Fontenille et al. 1994; Saluzzo et al. 1986; Grard et al. 2010
Sendai_virus,Mus_musculus,domestic,Isolation,2,Faisca et al. 2007
St._Louis_encephalitis_virus,Mus_musculus,domestic,Isolation,2,Kramer et al. 2001
Theilovirus,Mus_musculus,domestic,Isolation,2,Liang et al. 2008 
Venezuelan_equine_encephalitis_virus,Mus_musculus,wild,Isolation,2,Sudia & Newhouse 1975
Western_equine_encephalitis_virus,Mus_musculus,domestic,Antibodies,0,Hardy et al. 1974
Zaire_ebolavirus,Mus_setulosus,wild,PCR,2,Morvan et al. 1999
Murine_leukemia_virus,Mus_spicilegus,wild,PCR,2,Tipper et al. 2005
Lymphocytic_choriomeningitis_virus,Mus_spretus,wild,Antibodies,0,Tagliapietra et al. 2009
Rabbit_hemorrhagic_disease_virus,Mus_spretus,wild,PCR,2,Merchan et al. 2011
