vVirusNameCorrected,hHostNameFinal,WildDomInReference,DetectionMethod,DetectionQuality,Reference
Human_norovirus-Alphatron,Felis_catus,domestic,Antibodies,0,Di Martino et al. 2010
Mokola_virus,Felis_catus,domestic,Isolation,2,Meredith et al. 1996
Rabies_virus,Felis_catus,domestic,PCR,2,Nadin-Davies et al. 1994
Racoonpox_virus,Felis_catus,domestic,PCR,2,Yager et al. 2006
Suid_herpesvirus_1,Felis_catus,domestic,"Cell culture, PCR",2,Salwa 2004
Vaccinia_virus,Felis_catus,domestic,VNT,1,Peres et al. 2013
Suid_herpesvirus_1,Felis_concolor,wild,Isolation,2,Glass et al. 1994
Rabies_virus,Felis_nigripes,wild,PCR,2,van Zyl et al. 2009
Felid_herpesvirus_1,Felis_silvestris,wild,Antibodies,0,Leutenegger et al. 1999
Feline_calicivirus,Felis_silvestris,wild,PCR,2,Daniels et al. 1999
Feline_coronavirus,Felis_silvestris,wild,Antibodies,0,Daniels et al. 1999
Feline_foamy_virus,Felis_silvestris,wild,Isolation,2,Daniels et al. 1999
Feline_leukemia_virus,Felis_silvestris,wild,PCR,2,Willi et al. 2009
Feline_panleukopenia_virus,Felis_silvestris,wild,Isolation,2,Daniels et al. 1999
Rabies_virus,Felis_silvestris,wild,PCR,2,Lembo et al. 2008
Kyasanur_Forest_disease_virus,Funambulus_tristriatus,wild,Antibodies,0,Webb et al. 1965
Monkeypox_virus,Funisciurus_anerythrus,wild,Isolation,2,Hutson et al.2007
Monkeypox_virus,Funisciurus_congicus,wild,Isolation,2,Khodakevich et al. 1986
Chikungunya_virus,Galago_senegalensis,wild,Antibodies,0,Brack 1987
Junin_virus,Galictis_cuja,wild,Antibodies,0,Mills et al. 1994
Peste-des-petits-ruminants_virus,Gazella_dorcas,wild,Isolation,2,Abu Elzein et al. 2004
Bluetongue_virus,Gazella_gazella,wild,Isolation,2,Barzilai 1971
Bovine_ephemeral_fever_virus,Gazella_gazella,wild,SNT,1,Aziz-Boaran et al. 2013
Foot-and-mouth_disease_virus,Gazella_gazella,wild,Isolation,2,Shimsony 1986
Bluetongue_virus,Gazella_subgutturosa,wild,ELISA,0,Gur 2008
Epizootic_hemorrhagic_disease_virus,Gazella_subgutturosa,wild,Antibodies,0,Albayrak etl al. 2010
Rabies_virus,Genetta_genetta,wild,PCR,2,Lembo et al. 2008
African_horse_sickness_virus,Genetta_maculata,wild,bcELISA,0,Alexander et al. 1995
Bluetongue_virus,Genetta_maculata,wild,Antibodies,0,Alexander et al. 1994
Crimean-Congo_hemorrhagic_fever_virus,Gerbilliscus_brantsii,wild,Antibodies,0,Shepherd et al. 1987
Arumowot_virus,Gerbilliscus_kempi,wild,isolation,2,Kemp et al. 1974
Keuraliba_virus,Gerbilliscus_kempi,wild,Isolation,2,Kemp 1975
Koutango_virus,Gerbilliscus_kempi,wild,Isolation,2,Butenko et al. 1986
Qalyub_virus,Gerbilliscus_kempi,wild,Isolation,2,Saluzzo et al. 1986
Saboya_virus,Gerbilliscus_kempi,wild,Isolation,2,Kemp 1975; Varelas-Wesley et al. 1982
Taterapox_virus,Gerbilliscus_kempi,wild,Isolation,2,Lourie et al. 1975
Crimean-Congo_hemorrhagic_fever_virus,Gerbilliscus_leucogaster,wild,Antibodies,0,Shepherd et al. 1987
Bunyamwera_virus,Gerbilliscus_validus,wild,Antibodies,0,Henderson et al. 1972
Bluetongue_virus,Giraffa_camelopardalis,wild,ELISA,0,Kimber et al. 2002
Crimean-Congo_hemorrhagic_fever_virus,Giraffa_camelopardalis,wild,Antibodies,0,Shepherd et al. 1987
Equid_herpesvirus_9,Giraffa_camelopardalis,wild,Isolation,2,Kasem et al. 2008
Foot-and-mouth_disease_virus,Giraffa_camelopardalis,wild,Antibodies,0,Hamblin et al. 1990
Lumpy_skin_disease_virus,Giraffa_camelopardalis,wild,Antibodies,0,Hedger et al. 1983
Rinderpest_virus,Giraffa_camelopardalis,wild,PCR,2,Roeder 2011
Rabies_virus,Glaucomys_volans,wild,Antibodies,0,Childs et al. 1997
Rift_Valley_fever_virus,Glauconycteris_argentata,wild,Isolation,2,Calisher et al. 2006
Encephalomyocarditis_virus,Glis_glis,wild,Isolation,2,Amaddeo et al. 1995
Cetacean_morbillivirus_virus,Globicephala_melas,wild,PCR,2,Belliere et al. 2011
Influenza_A_virus,Globicephala_melas,wild,Isolation,2,Hinshaw et al. 1986
Venezuelan_equine_encephalitis_virus,Glossophaga_commissarisi,wild,Antibodies,0,Seymour et al. 1978
Rabies_virus,Glossophaga_longirostris,wild,Antibodies,0,Price & Everard 1977
Rabies_virus,Glossophaga_morenoi,wild,Antibodies,0,Salas-Rojas et al. 2004
Eastern_equine_encephalitis_virus,Glossophaga_soricina,wild,Antibodies,0,Ubico & McClean 1995
Ilheus_virus,Glossophaga_soricina,wild,Antibodies,0,Price et al. 1978
Rabies_virus,Glossophaga_soricina,wild,Antibodies,0,Sodre et al. 2007
Rio_Bravo_virus,Glossophaga_soricina,wild,Antibodies,0,Ubico & McClean 1995
St._Louis_encephalitis_virus,Glossophaga_soricina,wild,Antibodies,0,Ubico & McClean 1995
Venezuelan_equine_encephalitis_virus,Glossophaga_soricina,wild,Isolation,2,Sulkin & Allen 1974; Sudia & Newhouse 1975
Vesicular_stomatitis_Indiana_virus,Glossophaga_soricina,wild,Antibodies,0,Tesh et al. 1969
Vesicular_stomatitis_New_Jersey_virus,Glossophaga_soricina,wild,Antibodies,0,Tesh et al. 1969
Yellow_fever_virus,Glossophaga_soricina,wild,Antibodies,0,Price 1978
Hepatitis_B_virus,Gorilla_beringei,wild,Antibodies,0,Sa-Nguanmoo et al. 2009
Human_adenovirus_B,Gorilla_beringei,wild,PCR,2,Roy et al. 2009
Human_adenovirus_C,Gorilla_beringei,wild,PCR,2,Roy et al. 2009
Human_herpesvirus_1,Gorilla_beringei,wild,Antibodies,0,Fowler & Miller 2003
Human_metapneumovirus,Gorilla_beringei,wild,PCR,2,Palacios et al. 2011
Hepatitis_B_virus,Gorilla_gorilla,wild,Antibodies,0,Sa-Nguanmoo et al. 2009
Human_adenovirus_B,Gorilla_gorilla,wild,PCR,2,Roy et al. 2009
Human_adenovirus_C,Gorilla_gorilla,wild,PCR,2,Roy et al. 2009
Human_adenovirus_F,Gorilla_gorilla,wild,PCR,2,Wevers et al. 2011
Human_enterovirus_A,Gorilla_gorilla,wild,PCR,2,Sadeuh-Mba et al. 2014
Human_enterovirus_D,Gorilla_gorilla,wild,PCR,2,Harvala et al. 2011
Human_herpesvirus_1,Gorilla_gorilla,wild,Antibodies,0,Fowler & Miller. 2003
Pongine_herpesvirus_3,Gorilla_gorilla,captive,isolation,2,Neubauer et al. 1979
Simian_foamy_virus,Gorilla_gorilla,wild,PCR,2,Hussain et al. 2003
Zaire_ebolavirus,Gorilla_gorilla,wild,PCR,2,Leroy et al. 2004
Andes_virus,Graomys_griseoflavus,wild,Antibodies,0,Chu et al. 2003
Phocine_distemper_virus,Halichoerus_grypus,wild,Antibodies,0,Duignan et al. 1995
Venezuelan_equine_encephalitis_virus,Handleyomys_alfaroi,wild,Antibodies,0,Estrada-Franco et al. 2004
Pichinde_virus,Handleyomys_fuscatus,wild,Isolation,2,Trapido & Sanmartin 1971
Monkeypox_virus,Heliosciurus_rufobrachium,wild,Antibodies,0,Khodakevich et al 1987
Rabies_virus,Herpestes_sanguineus,wild,PCR,2,van Zyl et al. 2010
Bimiti_virus,Heteromys_anomalus,wild,Isolation,2,Shope et al. 1988
Caraparu_virus,Heteromys_anomalus,wild,Isolation,2,Shope et al. 1988
Guama_virus,Heteromys_anomalus,wild,Isolation,2,Shope et al. 1988
Venezuelan_equine_encephalitis_virus,Heteromys_anomalus,wild,Isolation,2,Downs et al. 1963
Rift_Valley_fever_virus,Hipposideros_abae,wild,Isolation,2,Calisher et al. 2006
Japanese_encephalitis_virus,Hipposideros_armiger,wild,Isolation,2,Calisher et al. 2006
Nipah_virus,Hipposideros_armiger,wild,Antibodies,0,Li et al. 2008
Japanese_encephalitis_virus,Hipposideros_bicolor,wild,Antibodies,0,Cui et al. 2008
Chikungunya_virus,Hipposideros_caffer,wild,Isolation,2,Calisher et al. 2006
Rift_Valley_fever_virus,Hipposideros_caffer,wild,Isolation,2,Konstantinov et al. 2006
Japanese_encephalitis_virus,Hipposideros_cineraceus,wild,Antibodies,0,Cui et al. 2008
Issyk-Kul_virus,Hipposideros_diadema,wild,Isolation,2,Calisher et al. 2006
Kyasanur_Forest_disease_virus,Hipposideros_lankadiva,wild,Antibodies,0,Bhat et al. 1978
Nipah_virus,Hipposideros_larvatus,wild,PCR,2,Wacharapluesadee et al. 2005
Japanese_encephalitis_virus,Hipposideros_pomona,wild,Antibodies,0,Cui et al. 2008
Nipah_virus,Hipposideros_pomona,wild,Antibodies,0,Li et al. 2008
Japanese_encephalitis_virus,Hipposideros_speoris,wild,Antibodies,0,Cui et al. 2008
Kyasanur_Forest_disease_virus,Hipposideros_speoris,wild,Antibodies,0,Bhat et al. 1978
Bovine_viral_diarrhea_virus_1,Hippotragus_equinus,wild,SNT,1,Depner et al. 1991
Foot-and-mouth_disease_virus,Hippotragus_equinus,wild,Antibodies,0,Condy et al. 1969 in Weaver and Karesh 2013
Hippotragine_herpesvirus_1,Hippotragus_equinus,zoo,Antibodies,0,Reid & Bridge 1991
Bluetongue_virus,Hippotragus_niger,wild,Antibodies,0,Anderson et al. 1998
Bovine_viral_diarrhea_virus_1,Hippotragus_niger,wild,SNT,1,Hamblin and Hedger 1979
Crimean-Congo_hemorrhagic_fever_virus,Hippotragus_niger,wild,Antibodies,0,Shepherd et al. 1987
Foot-and-mouth_disease_virus,Hippotragus_niger,wild,Antibodies,0,Hamblin et al. 1990
Rift_Valley_fever_virus,Hippotragus_niger,wild,Antibodies,0,Anderson & Rowe 1998
Rabies_virus,Histiotus_montanus,wild,Isolation,2,Cisterna et al. 2005
Rabies_virus,Histiotus_velatus,wild,Antibodies,0,Scheffer et al. 2007
Rio_Mamore_virus,Holochilus_sciureus,wild,PCR,2,Ramboni et al. 2009; Rosa et al. 2005
Adeno-associated_virus-1,Homo_sapiens,human,Antibodies,0,Xiao et al. 1999
Adeno-associated_virus-2,Homo_sapiens,human,Isolation,2,Gao et al. 2003
Adeno-associated_virus-5,Homo_sapiens,human,Isolation,2,Bantel-Schaal & zur Hausen 1984
African_green_monkey_polyomavirus,Homo_sapiens,human,Antibodies,0,Takemoto & Segawa 1983
Aichi_virus,Homo_sapiens,human,Isolation,2,Yamashita et al. 1995
Aleutian_mink_disease_virus,Homo_sapiens,human,Antibodies,0,Jepsen et al. 2009
Andes_virus,Homo_sapiens,human,PCR,2,Medina et al. 2009
Anopheles_A_virus,Homo_sapiens,human,Isolation,2,NA
Aroa_virus,Homo_sapiens,human,Isolation,2,Shrihongse and Johnson 1971
Aura_virus,Homo_sapiens,human,Hemagglutination inhibition assay; Neutralization test,0,Sabattini et al. 1965
Australian_bat_lyssavirus,Homo_sapiens,human,PCR,2,Allworth et al. 2006
Bangui_virus,Homo_sapiens,human,Isolation,2,Digoutte et al. 1973
Banna_virus,Homo_sapiens,human,Isolation,2,Attoui et al. 2005
Banzi_virus,Homo_sapiens,human,Isolation,2,Smithburn et al. 1959
Barmah_Forest_virus,Homo_sapiens,human,PCR,2,Attoui et al. 2007
Bayou_virus,Homo_sapiens,human,PCR,2,Morzunov et al. 1995
Bebaru_virus,Homo_sapiens,human,Isolation,2,Attoui et al. 2007
Bhanja_virus,Homo_sapiens,human,Antibodies,0,Calisher et al. 2006
BK_polyomavirus,Homo_sapiens,human,Isolation,2,Gardner et al. 1971
Black_Creek_Canal_virus,Homo_sapiens,human,PCR,2,Ravkov et al. 1995
Borna_disease_virus,Homo_sapiens,human,Antibodies,0,Kinnunen et al. 2007
Bouboui_virus,Homo_sapiens,human,Isolation,2,Digoutte JP et al 1971
Bovine_leukemia_virus,Homo_sapiens,human,Antibodies,0,Buehring et al. 2003
Bovine_papular_stomatitis_virus,Homo_sapiens,human,Isolation,2,McEvoy 1972
Bunyamwera_virus,Homo_sapiens,human,Isolation,2,Tauro et al. 2009
Bwamba_virus,Homo_sapiens,human,Isolation,2,Bowen et al. 1973
Cacipacore_virus,Homo_sapiens,human,Isolation,2,Batista et al. 2011
California_encephalitis_virus,Homo_sapiens,human,Isolation,2,Taylor et al. 1985
Camelpox_virus,Homo_sapiens,human,Antibodies,0,Bera et al. 2011
Canine_distemper_virus,Homo_sapiens,human,PCR,2,Mee et al. 1998
Caraparu_virus,Homo_sapiens,human,Isolation,2,de Brito Magalhaes et al. 2007
Catu_virus,Homo_sapiens,human,Isolation,2,Zuckerman et al. 2009
Cercopithecine_herpesvirus_1,Homo_sapiens,human,Isolation,2,Huff et al. 2003
Chagres_virus,Homo_sapiens,human,Isolation,2,Peralta et al. 1965
Chandipura_virus,Homo_sapiens,human,Isolation,2,Bhatt and Rodriguez 1967
Candiru_virus,Homo_sapiens,human,Isolation,2,da Rosa 1983
Changuinola_virus,Homo_sapiens,human,Isolation,2,da Rosa et al. 1984
Chikungunya_virus,Homo_sapiens,human,Isolation,2,Calisher et al. 1994
Colorado_tick_fever_virus,Homo_sapiens,human,PCR,2,Lambert et al. 2007
Corriparta_virus,Homo_sapiens,human,Antibodies,0,Doherty et al. 1970
Cote_d'Ivoire_ebolavirus,Homo_sapiens,human,Isolation,2,Formenty et al. 1999
Cowpox_virus,Homo_sapiens,human,Isolation,2,Davies et al. 1938
Crimean-Congo_hemorrhagic_fever_virus,Homo_sapiens,human,PCR,2,Mourya et al. 2012
Dengue_virus,Homo_sapiens,human,Isolation,2,CDC Arbocat Report 1985
Dera_Ghazi_Khan_virus,Homo_sapiens,human,Antibodies,0,Darwish et al. 1983
Dhori_virus,Homo_sapiens,human,Antibodies,0,Darwish et al. 1983
Dobrava-Belgrade_virus,Homo_sapiens,human,Isolation,2,Gligic et al. 1992
Dugbe_virus,Homo_sapiens,human,Antibodies,0,Burt et al. 1996
Duvenhage_virus,Homo_sapiens,human,Isolation,2,Paweska et al. 2006
Eastern_equine_encephalitis_virus,Homo_sapiens,human,Antibodies,0,Harvala et al. 2009
Encephalomyocarditis_virus,Homo_sapiens,human,PCR,2,Oberste et al. 2009
European_bat_lyssavirus_1,Homo_sapiens,human,PCR,2,Fooks et al. 2003
European_bat_lyssavirus_2,Homo_sapiens,human,PCR,2,Fooks et al. 2003
Everglades_virus,Homo_sapiens,human,Isolation,2,Calisher et al. 1980
Flexal_virus,Homo_sapiens,human,Antibodies,0,CDC ArboCat
Foot-and-mouth_disease_virus,Homo_sapiens,human,Isolation,2,Ghoneim et al. 2010
Gan_Gan_virus,Homo_sapiens,human,Antibodies,0,Vale et al. 1986
GB_virus_C,Homo_sapiens,human,PCR,2,Kao et al. 1999
Getah_virus,Homo_sapiens,human,Isolation,2,Attoui et al. 2007
Gibbon_ape_leukemia_virus,Homo_sapiens,human,Antibodies,0,Aoki et al. 1976
Great_Island_virus,Homo_sapiens,human,Isolation,2,Belhouchet et al. 2010
Guama_virus,Homo_sapiens,human,Isolation,2,Zuckerman et al. 2009
Guanarito_virus,Homo_sapiens,human,Isolation,2,Abraham et al. 2009
Guaroa_virus,Homo_sapiens,human,Isolation,2,Groot et al. 1959
Hantaan_virus,Homo_sapiens,human,Antibodies,0,Grygorczuk et al. 2008
Hendra_virus,Homo_sapiens,human,Isolation,2,Tulsiani et al. 2011
Hepatitis_A_virus,Homo_sapiens,human,Isolation,2,Braga et al. 2009
Hepatitis_B_virus,Homo_sapiens,human,PCR,2,Ghosh et al. 2010
Hepatitis_C_virus,Homo_sapiens,human,PCR,2,Abreha et al. 2011
Hepatitis_delta_virus,Homo_sapiens,human,PCR,2,Tedder et al. 2012
Hepatitis_E_virus,Homo_sapiens,human,Antibodies,0,Al-Nasrawi et al. 2010
Human_adenovirus_A,Homo_sapiens,human,PCR,2,Roy et al. 2009
Human_adenovirus_B,Homo_sapiens,human,PCR,2,Roy et al. 2009
Human_adenovirus_C,Homo_sapiens,human,PCR,2,Roy et al. 2009
Human_adenovirus_D,Homo_sapiens,human,PCR,2,Roy et al. 2009
Human_adenovirus_E,Homo_sapiens,human,PCR,2,Roy et al. 2009
Human_adenovirus_F,Homo_sapiens,human,PCR,2,Roy et al. 2009
Human_astrovirus,Homo_sapiens,human,PCR,2,Dai et al. 2010
Human_coronavirus_229E,Homo_sapiens,human,Isolation,2,Hamre & Procknow 1966
Human_coronavirus_OC43,Homo_sapiens,human,PCR,2,Risku et al. 2010
Human_enterovirus_A,Homo_sapiens,human,PCR,2,Oberste 2004
Human_enterovirus_B,Homo_sapiens,human,PCR,2,Gomes et al. 2009
Human_enterovirus_C,Homo_sapiens,human,Isolation,2,Dalldorf & Sickles 1948
Human_enterovirus_D,Homo_sapiens,human,Isolation,2,Schieble et al. 1967
Human_herpesvirus_1,Homo_sapiens,human,PCR,2,Mackay et al. 2003
Human_herpesvirus_2,Homo_sapiens,human,Isolation,2,Nahmias & Dowdle 1968
Human_herpesvirus_3,Homo_sapiens,human,PCR,2,Mackay et al. 2003
Human_herpesvirus_4,Homo_sapiens,human,PCR,2,Mackay et al. 2003
Human_herpesvirus_5,Homo_sapiens,human,PCR,2,Mackay et al. 2003
Human_herpesvirus_6,Homo_sapiens,human,PCR,2,Costa et al. 2010
Human_herpesvirus_7,Homo_sapiens,human,PCR,2,Astegiano et al. 2010
Human_herpesvirus_8,Homo_sapiens,human,Antibodies,0,Butler et al. 1996
Human_immunodeficiency_virus_1,Homo_sapiens,human,Isolation,2,Dwyer et al. 2010
Human_immunodeficiency_virus_2,Homo_sapiens,human,Isolation,2,Dwyer et al. 2010
Human_metapneumovirus,Homo_sapiens,human,Isolation,2,van de Hoogen et al. 2001
Human_norovirus-Alphatron,Homo_sapiens,human,Isolation,2,Iritani et al. 2002
Human_papillomavirus_1,Homo_sapiens,human,Isolation,2,Gissman et al. 1977
Human_papillomavirus_10,Homo_sapiens,human,Isolation,2,Kremsdorf et al. 1983
Human_papillomavirus_16,Homo_sapiens,human,Isolation,2,Durst et al. 1983
Human_papillomavirus_18,Homo_sapiens,human,Isolation,2,Boshart et al. 1984
Human_papillomavirus_2,Homo_sapiens,human,Isolation,2,Orth et al. 1997
Human_papillomavirus_26,Homo_sapiens,human,Isolation,2,Ostrow et al. 1984
Human_papillomavirus_32,Homo_sapiens,human,Isolation,2,Beaudenon et al. 1987
Human_papillomavirus_34,Homo_sapiens,human,Isolation,2,Kawashima et al. 1986
Human_papillomavirus_4,Homo_sapiens,human,Isolation,2,Gissman et al. 1977
Human_papillomavirus_41,Homo_sapiens,human,Isolation,2,Grimmel et al. 2006
Human_papillomavirus_48,Homo_sapiens,human,Isolation,2,Muller et al. 1989
Human_papillomavirus_49,Homo_sapiens,human,Isolation,2,Favre et al. 1989
Human_papillomavirus_5,Homo_sapiens,human,Isolation,2,Orth et al. 1978
Human_papillomavirus_50,Homo_sapiens,human,Isolation,2,Favre et al. 1989
Human_papillomavirus_53,Homo_sapiens,human,Isolation,2,Gallahan et al. 1989
Human_papillomavirus_54,Homo_sapiens,human,Isolation,2,Favre et al. 1990
Human_papillomavirus_6,Homo_sapiens,human,Isolation,2,Gissman & Zar Hausen 1980
Human_papillomavirus_60,Homo_sapiens,human,Isolation,2,Matsukura et al. 1992
Human_papillomavirus_61,Homo_sapiens,human,PCR,2,Tachezy et al. 1994
Human_papillomavirus_63,Homo_sapiens,human,Isolation,2,Egawa et al. 1993
Human_papillomavirus_7,Homo_sapiens,human,Antibodies,0,Orth et al. 1981
Human_papillomavirus_71,Homo_sapiens,human,Antibodies,0,Sugase and Matsukura 1997
Human_papillomavirus_88,Homo_sapiens,human,PCR,2,Kullander et al. 2008
Human_papillomavirus_9,Homo_sapiens,human,Isolation,2,Orth et al. 1978
Human_papillomavirus_cand90,Homo_sapiens,human,Isolation,2,ICTV
Human_papillomavirus_cand92,Homo_sapiens,human,Isolation,2,ICTV
Human_papillomavirus_cand96,Homo_sapiens,human,Isolation,2,ICTV
Human_parainfluenza_virus_1,Homo_sapiens,human,PCR,2,Terlizzi et al. 2009
Human_parainfluenza_virus_2,Homo_sapiens,human,Antibodies,0,Gerna et al. 2011
Human_parainfluenza_virus_3,Homo_sapiens,human,Isolation,2,Nichols et al. 2004
Human_parainfluenza_virus_4,Homo_sapiens,human,Isolation,2,Johnson et al. 1960
Human_parechovirus,Homo_sapiens,human,Isolation,2,Ljubin-Sternak et al. 2011
Human_parvovirus_B19,Homo_sapiens,human,Antibodies,0,Opaleye et al. 2011
Human_picobirnavirus,Homo_sapiens,human,PCR,2,Bhattacharya et al. 2006
Human_polyomavirus,Homo_sapiens,human,PCR,2,Bogdanovic et al. 1996
Human_respiratory_syncytial_virus,Homo_sapiens,human,Isolation,2,Lu et al. 2011
Human_rhinovirus_A,Homo_sapiens,human,PCR,2,Kim et al. 2009
Human_rhinovirus_B,Homo_sapiens,human,PCR,2,Savolainen et al. 2004
Human_torovirus,Homo_sapiens,human,PCR,2,Duckmanton et al. 1997
Ilheus_virus,Homo_sapiens,human,Isolation,2,Causey et al. 1961
Influenza_A_virus,Homo_sapiens,human,PCR,2,Zhang et al. 2011
Influenza_B_virus,Homo_sapiens,human,PCR,2,Do et al. 2011
Influenza_C_virus,Homo_sapiens,human,PCR,2,Gouarin et al. 2008
Isfahan_virus,Homo_sapiens,human,Isolation,2,Tesh et al. 1977
Japanese_encephalitis_virus,Homo_sapiens,human,Antibodies,0,Wolfe et al. 2001
JC_polyomavirus,Homo_sapiens,human,Isolation,2,Padgett et al. 1971
Junin_virus,Homo_sapiens,human,Isolation,2,Simpson et al. 1978
Kairi_virus,Homo_sapiens,human,Antibodies,0,Tauro et al. 2009
Kasokero_virus,Homo_sapiens,human,Isolation,2,Kalunda et al. 1986
Kokobera_virus,Homo_sapiens,human,Antibodies,0,Boughton et al. 1986
Kotonkan_virus,Homo_sapiens,human,Antibodies,0,Kemp et al. 1973
Koutango_virus,Homo_sapiens,human,Isolation,2,Karabatsos 1985
Kyasanur_Forest_disease_virus,Homo_sapiens,human,PCR,2,Wang et al. 2009
Laguna_Negra_virus,Homo_sapiens,human,Antibodies,0,Levis et al. 1999
Lake_Victoria_marburgvirus,Homo_sapiens,human,Isolation,2,Kuzmin et al. 2010
Lassa_virus,Homo_sapiens,human,PCR,2,Panning et al. 2010
Lebombo_virus,Homo_sapiens,human,Isolation,2,Moore et al. 1975
Ljungan_virus,Homo_sapiens,human,PCR,2,Niklasson et al. 2009
Louping_ill_virus,Homo_sapiens,human,Isolation,2,Leonova et al. 2015
Lymphocytic_choriomeningitis_virus,Homo_sapiens,human,Isolation,2,Gonzalez et al. 2007
Machupo_virus,Homo_sapiens,human,Antibodies,0,Huaman A et al 2010
Marituba_virus,Homo_sapiens,human,Isolation,2,Causey et al. 1961
Mayaro_virus,Homo_sapiens,human,Isolation,2,Anderson et al. 1957
Measles_virus,Homo_sapiens,human,PCR,2,Ito et al. 2010
Menangle_virus,Homo_sapiens,human,Antibodies,0,Philbey et al. 1998
Modoc_virus,Homo_sapiens,human,Antibodies,0,Zarnke & Yuill 1985
Mokola_virus,Homo_sapiens,human,Isolation,2,Familusi et al. 1972
Molluscum_contagiosum_virus,Homo_sapiens,human,PCR,2,Trama et al. 2007
Monkeypox_virus,Homo_sapiens,human,Isolation,2,Hutson et al. 2007
Mosso_das_Pedras_virus_78V3531,Homo_sapiens,human,Isolation,2,Attoui et al. 2007
Mumps_virus,Homo_sapiens,human,Isolation,2,Krajden et al. 2011
Murine_pneumonia_virus,Homo_sapiens,human,Antibodies,0,Pringle & Eglin 1986
Murray_Valley_encephalitis_virus,Homo_sapiens,human,Antibodies,0,Broom et al. 2000
Ndumu_virus,Homo_sapiens,human,NT,1,Kokernot et al. 1961
New_York_virus,Homo_sapiens,human,PCR,2,Hjelle et al. 1995
Newcastle_disease_virus,Homo_sapiens,human,Isolation,2,Ingalls & Mahoney 1949
Nipah_virus,Homo_sapiens,human,Isolation,2,Calisher et al. 2006
Norwalk_virus,Homo_sapiens,human,PCR,2,Khan et al. 1994
Ntaya_virus,Homo_sapiens,human,Antibodies,0,Woodruff et al. 1978
Nyando_virus,Homo_sapiens,human,Isolation,2,Digoutte et al. 1972
O'nyong-nyong_virus,Homo_sapiens,human,Isolation,2,Kiwanuka et al. 1999
Okola_virus,Homo_sapiens,human,Antibodies,0,Brottes et al. 1969
Omsk_hemorrhagic_fever_virus,Homo_sapiens,human,Isolation,2,Dobler 2010
Orf_virus,Homo_sapiens,human,Isolation,2,Peterkin 1937
Oriboca_virus,Homo_sapiens,human,Antibodies,0,Causey et al. 1961
Oropouche_virus,Homo_sapiens,human,Isolation,2,Nunes et al. 2005
