hHostNameFinal,hOrder,hFamily,hGenus,hSpecies,hMarOTerr,hWildDomFAO,hAllZACites,hDiseaseZACites,hHuntedIUCN,hArtfclHbttUsrIUCN,IUCN_Species_ID,Authority,Synonyms,Common_names_Eng,Common_names_Fre,Common.names_Spa,RedList_status,RedList_criteria,RedList_criteria_version,Year_assessed,Population_trend,Petitioned,hMassGrams,S,S20,S40,S50,S80,S100,AreaHost,Area.crop,crop.perc,Area.pasture,pasture.perc,Area.urban,urban.perc,popc_1970AD,popc_1980AD,popc_1990AD,popc_2000AD,popc_2005AD,rurc_1970AD,rurc_1980AD,rurc_1990AD,rurc_2000AD,rurc_2005AD,urbc_1970AD,urbc_1980AD,urbc_1990AD,urbc_2000AD,urbc_2005AD,p_crop1970,p_grass1970,p_uopp1970,p_crop1980,p_grass1980,p_uopp1980,p_crop1990,p_grass1990,p_uopp1990,p_crop2000,p_grass2000,p_uopp2000,p_crop2005,p_grass2005,p_uopp2005,hContinents,DOMYearBP,domestic_category
Apodemus_peninsulae,RODENTIA,MURIDAE,Apodemus,peninsulae,Terrestrial,wild,183,53,0,1,1899,"(Thomas, 1907)",Apodemus giliacus  |Apodemus majusculus  |Apodemus rufulus  |Apodemus tscherga,Korean Field Mouse,NA,NA,LC,NA,3.1,2008,stable,N,30.07666667,439,66,40,31,6,1,8.9e+12,9.28e+11,10.4193072,2.06e+12,23.17997861,57390035748,0.644509628,520780155.8,623531655.4,716854502.5,771703308.9,794848467.8,414145541.5,476745817.2,491591521.8,469594734.4,448907706.8,106634614.6,146785837.2,225262984.5,302108575,345940762.6,8.024662592,21.2526481,0.111142661,8.081373044,23.23046921,0.149603135,10.41582913,25.9865696,0.225811517,13.3003724,26.51673631,0.301466569,13.84514443,26.4619739,0.34571904,NA,NA,NA
Apodemus_speciosus,RODENTIA,MURIDAE,Apodemus,speciosus,Terrestrial,wild,421,168,0,1,1903,"(Temminck, 1844)",Micromys speciosus subspecies ainu,Large Japanese Field Mouse,NA,NA,LC,NA,3.1,2008,stable,N,43.75,90,58,36,31,13,1,3.69e+11,9135196884,2.473089491,1979741885,0.535957675,11072012008,2.997426008,96624521.82,108216278.3,114624576.4,117941331,118282397.9,43892052.7,42052342.98,40609884.18,39320028.5,38513683.49,52732471.52,66163935.26,74014691.91,78621302.58,79768713.97,13.21216335,1.856150528,2.381988621,12.40078562,1.228820929,2.910055161,12.00494025,0.915993011,3.249882329,11.57268836,0.886703153,3.432063246,11.24411608,0.887371309,3.429338267,NA,NA,NA
Apodemus_sylvaticus,RODENTIA,MURIDAE,Apodemus,sylvaticus,Terrestrial,wild,2278,581,0,1,1904,"(Linnaeus, 1758)",NA,"Long-tailed Field Mouse, Wood Mouse","Mulot Sylvestre, MULOT SYLVESTRE","Rat_n De Campo, RATîN DE CAMPO",LC,NA,3.1,2008,stable,N,21.9,213,75,59,52,14,1,5e+12,1.38e+12,27.64163568,7.1e+11,14.19904034,1.04e+11,2.071183987,508887056.8,542615707.1,567243367.2,584156628.4,590885017,194792254.7,183870259.6,179413276.8,177020842.9,174103688.3,314094804.1,358745446.1,387830091.8,407135790.2,416781340.5,38.69475315,20.86463916,1.236282855,37.9340108,20.49993471,1.528786212,37.58700112,19.99331725,1.794553951,36.10527496,19.5985459,2.078665125,35.15157354,19.12508626,2.2386678,NA,NA,NA
Apodemus_uralensis,RODENTIA,MURIDAE,Apodemus,uralensis,Terrestrial,wild,112,25,0,1,1905,"(Pallas, 1811)",NA,"Herb Field Mouse, Pygmy Field Mouse, Ural Field Mouse",Mulot Pygm_e,Rat_n De Campo Enano,LC,NA,3.1,2008,stable,N,18.26,317,75,45,30,8,1,7.22e+12,1.73e+12,24.00694887,2.26e+12,31.26275938,54184692486,0.750044191,245499581.9,265820331.2,283337245,284735193.6,281916791.4,114817650.1,109087977,105226701,104940552.7,103408459.5,130681930.7,156732354.8,178110543.1,179794642.2,178508332.1,30.48949137,29.35160776,0.341596566,30.13182213,30.67020391,0.41042398,29.76929741,32.06618426,0.466505524,26.89939146,34.98149624,0.472523522,26.58532972,35.00423173,0.471989806,NA,NA,NA
Arctocephalus_australis,CARNIVORA,OTARIIDAE,Arctocephalus,australis,Marine,wild,175,17,1,0,2055,"(Zimmermann, 1783)",NA,"South American Fur Seal, Southern Fur Seal",Otarie è Fourrure Australe,Oso Marino Austral,LC,NA,3.1,2008,increasing,N,67979.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Artibeus_cinereus,CHIROPTERA,PHYLLOSTOMIDAE,Artibeus,cinereus,Terrestrial,wild,41,5,0,1,2124,"(Gervais, 1856)",NA,Gervais's Fruit-eating Bat,NA,NA,LC,NA,3.1,2008,unknown,N,12.7,422,214,163,147,115,1,3.49e+12,27480082096,0.787622839,1.09e+11,3.132543582,1738054863,0.049815414,10794959.86,14190141.08,18248031.12,22301216.56,23842593.3,4510267.849,4313161.327,4214788.173,3915318.587,3539101.676,6284691.449,9876980.544,14033243.03,18385897.47,20303491.19,1.361255936,3.623311279,0.034895554,1.855695451,4.056268748,0.051324714,2.013736583,4.318711898,0.069445563,1.342666529,4.52274392,0.089387883,1.368555516,4.540687968,0.098668828,NA,NA,NA
Artibeus_fimbriatus,CHIROPTERA,PHYLLOSTOMIDAE,Artibeus,fimbriatus,Terrestrial,wild,39,11,0,0,2126,"Gray, 1838",NA,Fringed Fruit-eating Bat,NA,NA,LC,NA,3.1,2008,stable,N,63.89,352,173,132,113,56,1,1.49e+12,2.13e+11,14.31595872,5.42e+11,36.47932845,26512121865,1.783574491,63359898.43,79086199.82,96131085.83,110714362,118748380.1,26739200.09,24028125.28,22037864.73,18594075.54,16656395.21,36620698.13,55058074.1,74093221.58,92120287.07,102091986.2,15.50992092,30.54443586,0.381573202,18.94666574,33.24334614,0.569173087,20.08418153,36.16253817,0.764767723,21.30053614,38.93498332,0.960024648,22.14437398,38.97996949,1.07378499,NA,NA,NA
Artibeus_jamaicensis,CHIROPTERA,PHYLLOSTOMIDAE,Artibeus,jamaicensis,Terrestrial,wild,302,38,0,1,2135,"Leach, 1821",NA,Jamaican Fruit-eating Bat,NA,NA,LC,NA,3.1,2008,stable,N,43.63,744,174,95,67,11,1,1.94e+12,2.42e+11,12.4381113,4.51e+11,23.21691256,7871632753,0.404790286,76748386.23,96939877.01,118097936.6,142016493.4,151774052.9,40256808.07,44732011.94,48554082.97,51847225.12,52320256.63,36491578.71,52207864.73,69543854.49,90169266.83,99453795.9,15.09610809,22.29514187,0.281381693,16.47058846,23.96904374,0.397501253,17.66223129,25.79036023,0.522472605,19.09953602,26.51580795,0.698947269,18.75436442,26.33818484,0.772795304,NA,NA,NA
Artibeus_lituratus,CHIROPTERA,PHYLLOSTOMIDAE,Artibeus,lituratus,Terrestrial,wild,199,54,0,1,2136,"(Olfers, 1818)",Artibeus intermedius,Great Fruit-eating Bat,NA,NA,LC,NA,3.1,2008,stable,N,59.3,1323,196,130,106,51,1,1.43e+13,6.84e+11,4.778130019,2.94e+12,20.5116737,52288288980,0.365116183,190010807.3,245727070.1,302223130.1,360694868.5,387026232.1,87403052.42,90445936.26,91716970.4,90728759.19,88224537.53,102607753.3,155281135.1,210506159.7,269966110,298801695.4,5.282123481,18.04821879,0.101186962,6.329594654,19.74943807,0.1523014,6.81270816,21.18014383,0.205109068,7.430305622,22.16038155,0.265238207,7.497365045,22.15786223,0.295691174,NA,NA,NA
Artibeus_phaeotis,CHIROPTERA,PHYLLOSTOMIDAE,Artibeus,phaeotis,Terrestrial,wild,21,3,0,1,2138,"(Miller, 1902)",NA,Pygmy Fruit-eating Bat,NA,NA,LC,NA,3.1,2008,stable,N,11.69,815,230,151,125,49,1,3.76e+12,1.93e+11,5.124193711,7.43e+11,19.75967369,11058310663,0.294021124,61953320.83,80884965.77,101017317.7,123868939.8,133626543.1,29204182.05,32693377.99,35182211.81,37592496.44,37949959.63,32749138.55,48191587.49,65835105.75,86276443.08,95676582.64,6.403180211,19.71911403,0.104252208,6.883074331,21.13446868,0.149782459,7.283350556,21.98403798,0.201867743,7.685797634,22.42716229,0.266231499,7.393527445,22.10145087,0.296612896,NA,NA,NA
Artibeus_planirostris,CHIROPTERA,PHYLLOSTOMIDAE,Artibeus,planirostris,Terrestrial,wild,54,1,0,1,2139,"(Spix, 1823)",NA,Flat-faced Fruit-eating Bat,NA,NA,LC,NA,3.1,2008,stable,N,43.63,729,213,151,127,72,1,7.95e+12,2.52e+11,3.174538902,1.27e+12,15.99451826,28150878417,0.354000689,78557347.11,100143880.3,123637573.1,144550622.4,154938242.8,34356050.96,32144067.09,30351261.55,26608495.31,24069565.81,44201295.69,67999814.57,93286311.71,117942126.6,130868676.6,4.210336978,14.11719444,0.089524373,5.358602677,15.49665293,0.135378877,5.726117235,16.77440701,0.184620704,5.465697139,17.67196841,0.234788868,5.676714825,17.71120218,0.26259751,NA,NA,NA
Artibeus_toltecus,CHIROPTERA,PHYLLOSTOMIDAE,Artibeus,toltecus,Terrestrial,wild,20,1,0,1,2140,"(Saussure, 1860)",NA,Toltec Fruit-eating Bat,NA,NA,LC,NA,3.1,2008,unknown,N,15.47,502,174,100,73,29,1,8.54e+11,1.37e+11,16.08507588,1.67e+11,19.58614992,2569498234,0.300955888,30483891.04,39716219.34,48515442.74,60398650.1,65158947.94,16284443.69,18918686.15,20782406.14,23113893.37,23859221.18,14199447.6,20797532.47,27733036.07,37284757.43,41299727.14,15.96098081,20.84571698,0.261032006,17.55941107,21.41173847,0.38252984,18.95173479,23.74400565,0.493135604,22.71664403,25.12382554,0.673831682,22.85051691,25.19096848,0.760574847,NA,NA,NA
Arvicanthis_neumanni,RODENTIA,MURIDAE,Arvicanthis,neumanni,Terrestrial,wild,5,2,0,0,2148,"Matschie, 1894",Arvicanthis somalicus,Somali Grass Rat,NA,NA,LC,NA,3.1,2008,unknown,N,95.8,394,149,64,48,22,9,1.23e+12,41541066263,3.387236323,4.84e+11,39.45259934,491202923.9,0.040052426,12987526.61,16669928.57,21199616.34,27393557.73,31401700.84,12009933.39,14676625.09,18129172.89,22861949.37,25786850.92,977593.8218,1993303.182,3070443.446,4531608.387,5614850.885,5.868434573,41.24381774,0.007552782,6.079274683,41.95357584,0.015632929,5.539942489,41.78962488,0.024110585,6.206317405,35.83621483,0.035526532,6.94120907,35.8502116,0.044033081,NA,NA,NA
Arvicanthis_niloticus,RODENTIA,MURIDAE,Arvicanthis,niloticus,Terrestrial,wild,283,118,0,1,2147,"(_. Geoffroy, 1803)",NA,African Grass Rat,NA,NA,LC,NA,3.1,2008,unknown,N,95.8,685,118,65,49,15,1,6.22e+12,7.69e+11,12.36238433,2.32e+12,37.32341098,7230153539,0.116219295,132659928.7,173416202.3,233640783.1,306036014.2,351153253.9,107177188.5,134706414.7,174779309.7,218908318.9,245342048.1,25482740.26,38709783.36,58861472.51,87127692.68,105811198.8,11.0642696,43.26791294,0.040268504,11.80459188,43.44418805,0.063401436,12.72758674,45.45238331,0.096406518,15.97570279,44.9640744,0.14595151,17.87366987,45.1162827,0.178012702,NA,NA,NA
Arvicola_amphibius,RODENTIA,CRICETIDAE,Arvicola,amphibius,Terrestrial,wild,79,8,0,1,2149,"(Linnaeus, 1758)",Arvicola terrestris  |Arvicola terrestris  |Arvicola terrestris,"Eurasian Water Vole, European Water Vole, Water Vole",Campagnol Terrestre,Rata Topera,LC,NA,3.1,2008,stable,N,120,359,77,37,26,6,1,1.57e+13,2.46e+12,15.62542564,2.66e+12,16.92305829,1.24e+11,0.790970753,594085826.9,631733659.7,666749477.8,675741390.7,675916735.2,234629470.7,217291385.9,208821987.8,205231387.7,201266977,359456355.8,414442275.1,457927487,470510002.7,474649757.4,21.44483648,16.46876002,0.452002173,21.07596944,16.6753996,0.554050593,20.7996918,16.97117012,0.649050192,19.31616616,18.17076359,0.725207755,18.91301948,17.95778324,0.765640252,NA,NA,NA
Arvicola_scherman,RODENTIA,CRICETIDAE,Arvicola,scherman,Terrestrial,wild,92,12,0,1,136766,"(Shaw, 1801)",NA,NA,NA,NA,LC,NA,3.1,2008,stable,N,120,130,79,66,58,47,1,8.31e+11,1.39e+11,16.77055938,1.44e+11,17.36350783,28564200082,3.438052663,91226490.74,94713689.23,97812898.13,101565997.7,102058071.2,31703358.6,30794203.58,29488166.21,30103872.59,29841718.72,59523131.54,63919485.57,68324731.54,71462125.43,72216352.92,25.36641222,20.50433154,1.365636898,25.25361895,19.093126,1.727367256,25.42043204,17.93681247,2.193385459,26.49305279,15.31958911,2.77705841,26.19467632,14.53161047,3.086578372,NA,NA,NA
Atelerix_albiventris,EULIPOTYPHLA,ERINACEIDAE,Atelerix,albiventris,Terrestrial,wild,65,45,0,1,40602,"(Wagner, 1841)",NA,Four-toed Hedgehog,NA,NA,LC,NA,3.1,2008,stable,N,293.44,720,131,79,59,18,1,7.07e+12,9.23e+11,13.05640856,2.61e+12,36.85125119,8583659562,0.121357432,118651099.4,158051232,213766819.9,281912433.7,323758578.9,99929317.19,125682925.5,160021376.3,197842977.1,219958405.3,18721783.26,32368307.32,53745441.96,84069458.27,103800176.7,10.94190783,41.68702543,0.032107014,11.77832567,41.945635,0.053390085,13.08430395,43.45631306,0.088894317,14.88375816,43.85320202,0.139265924,16.44727547,43.89821787,0.17370046,NA,NA,NA
Ateles_geoffroyi,PRIMATES,ATELIDAE,Ateles,geoffroyi,Terrestrial,wild,358,37,1,0,2279,"Kuhl, 1820",Ateles fusciceps,"Black-handed Spider Monkey, Central American Spider Monkey, Geoffroy's Spider Monkey, Geoffroys Spider Monkey, Mono Colorado",Atèle De Geoffroy,"Mico, Mono Ara_a",EN,A2c,3.1,2008,decreasing,N,7582.4,425,168,119,96,46,1,9.07e+11,1.43e+11,15.74846133,1.72e+11,18.97966635,1578990892,0.174130291,26223499.3,34614357.35,43059141.92,55081898.64,59815242.22,14421543.04,17355335.64,19607188.88,22316000.57,23259366.36,11801956.43,17259020.81,23451952.43,32765897.62,36555876.33,15.26211704,14.13913086,0.203162859,16.76194801,15.18462023,0.290097831,17.84312014,17.35688315,0.391582988,18.88932142,18.56821353,0.556153589,19.05525014,18.84235571,0.625755354,NA,NA,NA
Ateles_paniscus,PRIMATES,ATELIDAE,Ateles,paniscus,Terrestrial,wild,132,23,1,0,2283,"(Linnaeus, 1758)",NA,"Black Spider Monkey, Guiana Spider Monkey, Red-faced Black Spider Monkey",Atèle Noir,"Macaco Aranha, Mono Ara_a, Mono Ara_a Negro",VU,A2cd,3.1,2008,decreasing,N,8697.25,299,207,184,173,152,1,1.07e+12,2375698216,0.222364535,27394135116,2.56408162,506120655.6,0.047372719,849531.3701,1161044.026,1611259.436,2249422.537,2395044.296,402893.1913,475584.9101,521246.7329,560010.5936,525016.4044,446638.1662,685459.0421,1090012.671,1689412.056,1870027.895,0.418758867,2.743895029,0.011173531,0.612598209,3.159998592,0.015078358,0.709379111,3.313660277,0.020738975,0.688429681,3.413470832,0.03015028,0.695455611,3.427209691,0.033326045,NA,NA,NA
Atilax_paludinosus,CARNIVORA,HERPESTIDAE,Atilax,paludinosus,Terrestrial,wild,59,6,0,0,41590,"(G.[Baron] Cuvier, 1829)",NA,"Marsh Mongoose, Water Mongoose",NA,NA,LC,NA,3.1,2008,decreasing,N,3600.16,972,170,62,45,10,1,1.41e+13,1.18e+12,8.327603282,3.91e+12,27.65184048,23045193869,0.163024859,238428722.6,311795543.7,425010812,563817075.5,641880915.4,190732707.6,236885216.3,304477500.1,377081837.1,414883693.8,47696020.65,74910330.37,120533309.7,186735242.8,226997227.1,9.002455972,30.77269247,0.04633141,9.653464478,30.84277771,0.069217512,10.52283415,31.37860322,0.110318601,11.23777195,31.55555487,0.169160906,12.18313085,31.70591812,0.204454556,NA,NA,NA
Axis_axis,CETARTIODACTYLA,CERVIDAE,Axis,axis,Terrestrial,domestic,353,99,1,1,41783,"(Erxleben, 1777)",NA,"Axis Deer, Chital, Indian Spotted Deer",Cerf Axis,NA,LC,NA,3.1,2008,unknown,N,69499.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,82,SmallExoticFarming
Baiomys_taylori,RODENTIA,CRICETIDAE,Baiomys,taylori,Terrestrial,wild,94,8,0,1,2466,"(Thomas, 1887)",NA,Northern Pygmy Mouse,NA,NA,LC,NA,3.1,2008,stable,N,7.43,344,102,59,39,20,1,1.28e+12,2.29e+11,17.89450244,5.43e+11,42.46479781,11972713657,0.935485219,43423992.07,57597193.19,68473715.44,80561799.71,84822380.94,15803933.57,17657228.64,17927320.61,18243507.2,17811725.45,27620057.04,39939965.28,50546395.14,62318292.86,67010655.12,17.34720417,54.83829544,0.555772649,18.24688017,54.27826353,0.786969653,19.01823761,55.34141147,1.032504899,18.85249773,56.9479542,1.356374212,18.80701949,56.95439025,1.505571187,NA,NA,NA
Balaenoptera_acutorostrata,CETARTIODACTYLA,BALAENOPTERIDAE,Balaenoptera,acutorostrata,Marine,wild,902,42,1,0,2474,"Lac_pède, 1804",NA,"Common Minke Whale, Dwarf Minke Whale, Lesser Rorqual, Little Piked Whale, Minke Whale","Baleinoptère è Museau Pointu, Petit Rorqual","Ballena Minke, Ballena Minke, Rorcual Menor, Rorcual Menor",LC,NA,3.1,2008,stable,N,5587093.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Balaenoptera_borealis,CETARTIODACTYLA,BALAENOPTERIDAE,Balaenoptera,borealis,Marine,wild,5068,574,0,0,2475,"Lesson, 1828",NA,"Coalfish Whale, Pollack Whale, Rudophi's Rorqual, Sei Whale","Baleinoptère De Rudolphi, Rorqual Bor_al, Rorqual De Rudolphi, Rorqual Sei","Ballena Boba, Ballena Boba, Ballena Sei, Ballena Sei, Rorcual Boreal, Rorcual Boreal, Rorcual De Rudolphi, Rorcual De Rudolphi, Rorcual Norteno, Rorcual Norteno",EN,A1ad,3.1,2008,unknown,N,22106251.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Balaenoptera_physalus,CETARTIODACTYLA,BALAENOPTERIDAE,Balaenoptera,physalus,Marine,wild,4,1,0,0,2478,"(Linnaeus, 1758)",NA,"Common Rorqual, Finback, Fin-backed Whale, Finner, Fin Whale, Herring Whale, Razorback","Baleine è Nageoires, Baleine Fin, Baleinoptère Commune, rorqual commun, Rorqual Commun","Ballena Aleta, Ballena Aleta, Ballena Boba, Ballena Boba, Rorcual Com_n, Rorcual Com_n",EN,A1d,3.1,2008,unknown,N,47506008.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bandicota_bengalensis,RODENTIA,MURIDAE,Bandicota,bengalensis,Terrestrial,wild,356,65,0,1,2540,"(Gray, 1835)",NA,"Indian Mole-rat, Lesser Bandicoot Rat, Sind Rice Rat",NA,NA,LC,NA,3.1,2008,increasing,N,226.99,613,85,53,46,19,1,4.18e+12,1.79e+12,42.89132378,1.65e+11,3.941414903,38163269541,0.912206869,754651008.5,948527738.2,1186444837,1436281978,1554058203,616561939.3,739859212.4,888125008.4,1029749532,1088747336,138089073.5,208668526.3,298319824.8,406532447.3,465310867.1,48.75508326,3.568368019,0.226661272,49.5606382,3.452333536,0.334609181,50.13050478,3.335480653,0.47263208,49.37548791,3.583124635,0.644134848,49.60636035,3.488126034,0.739375408,NA,NA,NA
Bandicota_indica,RODENTIA,MURIDAE,Bandicota,indica,Terrestrial,wild,206,82,0,1,2541,"(Bechstein, 1800)",NA,Greater Bandicoot Rat,NA,NA,LC,NA,3.1,2008,increasing,N,583.09,692,143,60,34,15,1,5.54e+12,1.84e+12,33.24693456,3.15e+11,5.682446903,48958068664,0.883072511,878740875.2,1093989944,1346202074,1611891630,1732581211,714770950.2,849173177.8,996375762.8,1135168571,1188951941,163969924.8,244816766.4,349826308.2,476723064.1,543629273,38.56318047,4.479928815,0.230531525,39.69090071,4.966343635,0.331789319,41.05207623,5.472966149,0.469630776,40.4250654,5.95331093,0.63900851,40.61828996,6.006596887,0.72910178,NA,NA,NA
Bandicota_savilei,RODENTIA,MURIDAE,Bandicota,savilei,Terrestrial,wild,21,12,0,1,2542,"Thomas, 1916",NA,"Savile's Bandicoot Rat, Saviles Bandicoot Rat",NA,NA,LC,NA,3.1,2008,stable,N,260.63,293,147,107,96,58,1,8.72e+11,1.86e+11,21.30827589,18688891583,2.144342874,4586453935,0.526244682,65084395.74,78990523.34,96690424.15,112147527.8,118869971.2,52663479.47,62145084.28,74553235.2,83216998.76,85865191.74,12420915.23,16845439.65,22137188.74,28930530.56,33004780.19,23.83053996,1.3665013,0.189543137,27.29612426,1.533728677,0.253405348,30.78890052,1.721711034,0.3208722,29.47457699,2.223639496,0.429951569,28.98409923,2.742953855,0.498843594,NA,NA,NA
Barbastella_barbastellus,CHIROPTERA,VESPERTILIONIDAE,Barbastella,barbastellus,Terrestrial,wild,332,26,1,0,2553,"(Schreber, 1774)",NA,"Barbastelle, Western Barbastelle","Barbastelle Commune, Barbastelle D'Europe",Barbastela,NT,NA,3.1,2008,decreasing,N,8.31,262,76,60,55,28,1,3.76e+12,1.1e+12,29.17868298,5.67e+11,15.10133039,89187766772,2.374977444,414809089.5,435953510.9,451586091.6,459598991.6,461766893.3,153037881.9,141467923.4,137136260.5,135332494.9,132749912.6,261771209.7,294485587.8,314449833,324266504.2,329016986.1,39.17281372,18.76740236,1.362231848,38.23805811,18.31796764,1.684483526,37.94301266,17.69130278,1.985989219,36.43163384,17.32821288,2.304347192,35.15794109,16.97721943,2.484362565,NA,NA,NA
Bassaricyon_gabbii,CARNIVORA,PROCYONIDAE,Bassaricyon,gabbii,Terrestrial,wild,10,3,0,0,2609,"J.A. Allen, 1876",NA,"Bushy-tailed Olingo, Olingo",Cataquil,"Chosna Pericote, Cuataquil, Cuchumbi, Lingo, Martilla, Olingo De Occidente",LC,NA,3.1,2008,unknown,N,1250,518,217,152,125,81,1,8.04e+11,29296596880,3.644621429,2.94e+11,36.62858853,4002312519,0.49790471,17008756.93,21407878.01,26416404.48,31853702.3,34247446.74,8473069.198,9121598.906,9587190.639,10163732.89,10223515.24,8535687.705,12286279.1,16829212.57,21689969.38,24023931.41,5.898771173,31.26977439,0.085013081,6.058952415,33.86777904,0.121851078,6.034016714,34.52632765,0.168282147,5.304638304,34.95061071,0.224096897,4.4837216,33.94365993,0.252219287,NA,NA,NA
Bibimys_chacoensis,RODENTIA,CRICETIDAE,Bibimys,chacoensis,Terrestrial,wild,6,1,0,0,2801,"(Shamel, 1931)",NA,Chaco Crimson-nosed Rat,NA,NA,LC,NA,3.1,2008,stable,N,28,151,112,97,90,72,38,28048099328,5000651388,17.82884227,4792445724,17.08652579,328486842.6,1.171155446,576295.4585,735345.4328,903706.0779,1104808.503,1175432.713,130843.2923,154232.3023,155223.3885,160777.8049,163701.2476,445452.1631,581113.1296,748482.6893,944030.6985,1011731.466,25.15697465,13.41686813,0.23704597,27.85593552,13.23542698,0.315197472,26.737934,14.70862112,0.415909187,9.726694755,16.92763761,0.533075294,11.44810183,16.9529317,0.57943909,NA,NA,NA
Bison_bison,CETARTIODACTYLA,BOVIDAE,Bison,bison,Terrestrial,wild,1187,291,1,1,2815,"(Linnaeus, 1758)",NA,American Bison,NA,NA,NT,NA,3.1,2008,stable,N,624577.07,187,57,45,41,23,3,1.95e+11,4893609678,2.51144955,12510949854,6.420745044,249053915.5,0.127816969,85631.62143,102962.0392,118611.5051,128716.6912,135243.2876,33962.87088,42336.23195,50066.09339,55662.34312,57418.45807,51668.75066,60625.80724,68545.40874,73054.34806,77824.82971,2.344958552,6.532670151,0.007778199,2.326739202,6.324807687,0.010700104,2.559615005,6.337450199,0.01376763,3.165973749,5.982014957,0.018488389,3.159046224,6.025198048,0.024740985,4,114,NA
Bison_bonasus,CETARTIODACTYLA,BOVIDAE,Bison,bonasus,Terrestrial,wild,705,92,1,1,2814,"(Linnaeus, 1758)",NA,"European Bison, Wisent","Bison d'Europe, Bison D'Europe","Bisonte Europeo, Bisonte Europeo",VU,D1,3.1,2008,increasing,N,675876.7,78,61,60,60,58,50,5705529856,1249238269,21.89521921,1060580966,18.58864983,87158626.13,1.527616686,125157.3394,132686.3299,140171.5797,137873.8235,135787.6128,106008.1294,91009.42024,88167.19909,84684.10406,83362.72262,19149.20996,41676.89966,52004.38062,53189.71948,52424.89014,23.25408877,13.1883659,0.082922457,23.38821655,12.67137378,0.160731479,24.09458262,12.47854387,0.198335827,28.78612399,11.2244394,0.203410849,25.45180995,10.4309913,0.202081616,NA,NA,NA
Blastocerus_dichotomus,CETARTIODACTYLA,CERVIDAE,Blastocerus,dichotomus,Terrestrial,wild,87,26,1,0,2828,"(Illiger, 1815)",NA,Marsh Deer,Cerf Des Marais,"Ciervo De Los Pantanos, Ciervo Marisme_o",VU,A4acde,3.1,2008,decreasing,N,112518.53,381,159,124,107,74,1,3.19e+11,8166067210,2.55589758,1.23e+11,38.48065915,516487389.7,0.161655396,34577166.45,42909479.99,51990712.31,61116004.2,65395660.1,16860157.71,17164016.94,17413244.27,16342219.68,15273423.4,17717008.64,25745462.58,34577468.52,44773785.33,50122238.05,6.093876729,33.49607876,0.067179156,7.435534772,36.8062183,0.097965208,8.118767576,39.64419359,0.135290868,11.44954045,41.46977347,0.178467707,11.91840771,41.6574568,0.201997277,NA,NA,NA
Bos_gaurus,CETARTIODACTYLA,BOVIDAE,Bos,gaurus,Terrestrial,domestic,199,27,1,1,2891,"C.H. Smith, 1827",Bos asseel  |Bos cavifrons  |Bos gaur  |Bos gaurus subspecies hubbacki|Bos gour  |Bos subhemachalus  |Bubalibos annamiticus  |Gauribos brachyrhinus  |Gauribos laosiensis  |Gauribos mekongensis  |Gauribos sylvanus  |Uribos platyceros,"Gaur, Indian Bison",NA,NA,VU,A2cd+3cd+4cd,3.1,2008,decreasing,N,584872.2533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9014,SmallExoticFarming
