hHostNameFinal,hOrder,hFamily,hGenus,hSpecies,hMarOTerr,hWildDomFAO,hAllZACites,hDiseaseZACites,hHuntedIUCN,hArtfclHbttUsrIUCN,IUCN_Species_ID,Authority,Synonyms,Common_names_Eng,Common_names_Fre,Common.names_Spa,RedList_status,RedList_criteria,RedList_criteria_version,Year_assessed,Population_trend,Petitioned,hMassGrams,S,S20,S40,S50,S80,S100,AreaHost,Area.crop,crop.perc,Area.pasture,pasture.perc,Area.urban,urban.perc,popc_1970AD,popc_1980AD,popc_1990AD,popc_2000AD,popc_2005AD,rurc_1970AD,rurc_1980AD,rurc_1990AD,rurc_2000AD,rurc_2005AD,urbc_1970AD,urbc_1980AD,urbc_1990AD,urbc_2000AD,urbc_2005AD,p_crop1970,p_grass1970,p_uopp1970,p_crop1980,p_grass1980,p_uopp1980,p_crop1990,p_grass1990,p_uopp1990,p_crop2000,p_grass2000,p_uopp2000,p_crop2005,p_grass2005,p_uopp2005,hContinents,DOMYearBP,domestic_category
Eumetopias_jubatus,CARNIVORA,OTARIIDAE,Eumetopias,jubatus,Marine,wild,582,48,1,0,8239,"(Schreber, 1776)",NA,"Northern Sealion, Northern Sea Lion, Steller Sea Lion, Steller's Sealion, Steller's Sea Lion",NA,NA,NT,NA,3.1,2012,increasing,N,382466.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eumops_auripendulus,CHIROPTERA,MOLOSSIDAE,Eumops,auripendulus,Terrestrial,wild,22,5,1,1,8241,"(Shaw, 1800)",NA,Black Bonneted Bat,NA,NA,LC,NA,3.1,2008,unknown,N,28.49,1204,197,131,107,55,1,1.42e+13,5.95e+11,4.192614461,3.02e+12,21.24611503,49220226637,0.346802045,161453763.5,207493258.4,257900921.6,308724225.4,332290900,76108550.31,78580095.22,80356359.97,79489640.62,77193498.41,85345213.53,128913163.1,177544560.8,229234584.5,255097401.4,4.825824472,18.90048675,0.085428521,5.808220353,20.7180281,0.12796037,6.216984438,22.30353321,0.175912452,6.642946779,23.23211258,0.229473879,6.758709899,23.2406324,0.257519667,NA,NA,NA
Eumops_glaucinus,CHIROPTERA,MOLOSSIDAE,Eumops,glaucinus,Terrestrial,wild,37,2,0,1,8244,"(Wagner, 1843)",NA,Wagner's Bonneted Bat,NA,NA,LC,NA,3.1,2008,unknown,N,36.2,1296,205,128,109,54,1,1.15e+13,4.75e+11,4.14836052,2.43e+12,21.18977503,43151997867,0.376613495,128445599.2,166178476.7,206089350,246638537.3,263789560.8,57523766.68,59654303.6,61108139.79,61253347.78,59503876.14,70921832.84,106524173.8,144981209.3,185385188.2,204285684.6,4.290102066,18.81154819,0.082857945,5.121773555,20.60524441,0.124152841,5.612610292,22.11471906,0.168979166,6.750224001,22.88186733,0.218679583,6.817975864,22.86115033,0.242711909,NA,NA,NA
Eumops_patagonicus,CHIROPTERA,MOLOSSIDAE,Eumops,patagonicus,Terrestrial,wild,8,2,0,1,136825,"Thomas, 1924",NA,Patagonian Dwarf Bonneted Bat,NA,NA,LC,NA,3.1,2008,stable,N,38.55333333,338,97,60,45,19,1,1.54e+12,2e+11,12.94841028,4.7e+11,30.51577065,8273388191,0.536612754,20859237.22,24311577.97,28331196.82,32331836.76,34333604.73,5252168.231,5265928.176,5173205.188,5038446.779,4908893.509,15607066.93,19045649.24,23157992.1,27293390.78,29424712.54,12.56200663,31.55711675,0.139958356,12.89414017,32.71074445,0.177410961,13.01591504,35.64735917,0.221457343,12.53209305,36.44904329,0.267195943,14.16778068,36.54078966,0.29012741,NA,NA,NA
Eumops_perotis,CHIROPTERA,MOLOSSIDAE,Eumops,perotis,Terrestrial,wild,57,8,0,1,8247,"(Schinz, 1821)",NA,"Greater Bonneted Bat, Western Bonneted Bat",NA,NA,LC,NA,3.1,2008,decreasing,N,50.97,1080,185,111,90,23,1,1.18e+13,5.13e+11,4.358935329,2.88e+12,24.45759102,52093524726,0.442990989,121943110.4,155102829.5,193396001.6,224735235,239778942.4,49028845.46,48630863.05,48717027.96,44512866.82,41362997.97,72914264.91,106471966.3,144678974.1,180222368.8,198415945.8,5.309431231,23.19951473,0.138951685,6.302243582,24.70905838,0.196748972,6.656738701,26.28640003,0.272275111,6.636193202,27.35493161,0.349296777,6.911796888,27.47218321,0.390793931,NA,NA,NA
Felis_catus,CARNIVORA,FELIDAE,Felis,catus,Terrestrial,domestic,2495,1016,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2884.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,9514,Companion
Felis_concolor,CARNIVORA,FELIDAE,Felis,concolor,Terrestrial,wild,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Felis_nigripes,CARNIVORA,FELIDAE,Felis,nigripes,Terrestrial,wild,50,7,1,0,8542,"Burchell, 1824",NA,"Black-footed Cat, Small-spotted Cat",Chat è Pieds Noirs,"Gato De Pies Negros, Gato Patinegro",VU,C2a(i),3.1,2008,decreasing,N,1362.77,269,100,65,53,26,1,2e+12,88546874499,4.437483374,1.06e+12,52.95540691,5950248490,0.298193792,9822017.288,11219621.8,15766463.37,21932079.26,23438994.15,5799286.309,6533361.982,8354922.248,10573149.14,10663384.97,4022730.959,4686259.74,7411541.451,11358931,12775608.59,3.834074156,62.42740987,0.041161182,3.834987609,61.76889639,0.050613666,4.133454563,62.21786041,0.089133146,4.740877098,62.56852204,0.138444804,4.742805113,62.57906575,0.155741644,NA,NA,NA
Felis_silvestris,CARNIVORA,FELIDAE,Felis,silvestris,Terrestrial,wild,650,76,1,0,8543,"Schreber, 1777",NA,"Wildcat, Wild Cat","Chat Orn_, Chat Sauvage","Gato Mont_s, Gato Silvestre",LC,NA,3.1,2010,decreasing,N,4573.08,1487,77,20,6,1,1,2.92e+13,2.78e+12,9.527378843,9.61e+12,32.88032134,97346852371,0.333030639,587762909.5,741814347,947869511,1163251510,1279333856,417372776.1,497419833.1,603121183,710538198.3,765495660,170390134.7,244394510,344748326.6,452713310.4,513838197.4,10.56259283,35.76729832,0.08767414,10.80009612,36.21551736,0.126260171,11.37186315,37.30430856,0.18050536,11.75411687,37.52717031,0.231000065,12.32415063,37.08586958,0.263279279,NA,NA,NA
Funambulus_tristriatus,RODENTIA,SCIURIDAE,Funambulus,tristriatus,Terrestrial,wild,29,10,1,1,8704,"(Waterhouse, 1837)",Funambulus thomasi  |Funambulus tristriatus  |Funambulus tristriatus subspecies annandalei|Funambulus wroughtoni  |Sciurus dussmieri  |Sciurus tristriatus,"Jungle Palm Squirrel, Jungle Striped Squirrel, Western Ghats Squirrel, Western Ghats Striped Squirrel",NA,NA,LC,NA,3.1,2008,decreasing,N,134.62,133,90,73,66,55,1,79924002816,30427541684,38.07059283,1939824607,2.427086405,767152710.6,0.959852715,13911326.02,17224774.1,21161581.22,26141690.74,28313576.04,11902611.23,14374938.1,16975798.22,20450981.24,21631083.44,2008714.797,2849836,4185783,5690709.5,6682492.602,32.12647008,1.535388015,0.16347788,32.8962639,1.430449619,0.250153827,33.01471092,1.373333155,0.343157623,29.75316523,1.313848169,0.510349242,29.73347129,1.263992591,0.578292406,NA,NA,NA
Funisciurus_anerythrus,RODENTIA,SCIURIDAE,Funisciurus,anerythrus,Terrestrial,wild,15,3,0,0,8756,"(Thomas, 1890)",NA,"Redness Tree Squirrel, Thomas's Rope Squirrel",Funisciure è Dos Ray_ Du Niger,NA,LC,NA,3.1,2008,unknown,N,223.54,462,175,110,90,43,2,2.29e+12,64249776597,2.799578933,57442797513,2.502975933,3301270404,0.143847457,31306336.9,40889568.57,54779411.21,74009795.02,85537026.93,23345725.05,29183124.26,37336265.85,47245633.07,52388002.47,7960616.334,11706444.86,17443145.72,26764162.3,33149022.37,6.118130461,5.619581188,0.037769645,6.432400908,5.613244897,0.053485489,6.543239693,5.62578018,0.078099616,5.415755151,5.817370605,0.118104051,5.610070704,5.832990791,0.150003764,NA,NA,NA
Funisciurus_congicus,RODENTIA,SCIURIDAE,Funisciurus,congicus,Terrestrial,wild,15,1,0,0,8758,"(Kuhl, 1820)",NA,Congo Rope Squirrel,NA,NA,LC,NA,3.1,2008,stable,N,112,368,147,94,74,18,2,1.75e+12,35178841449,2.014697897,3.46e+11,19.84128761,1775420711,0.10167863,14863780.58,20257829.15,26979285.04,37584746.21,44104759.1,11406402.88,15155279.44,19320307.66,25241593.56,28394687.29,3457378.018,5102549.649,7658976.415,12343155.6,15710068.78,3.455411555,20.87148459,0.024765663,3.578308118,20.87212187,0.036052668,3.620879445,20.87615005,0.052900943,2.931325081,20.88791075,0.084019029,3.059741356,20.88666414,0.106013791,NA,NA,NA
Galago_senegalensis,PRIMATES,GALAGIDAE,Galago,senegalensis,Terrestrial,wild,341,25,0,0,8789,"_. Geoffroy, 1796",NA,"Lesser Bushbaby, Lesser Galago, Northern Lesser Galago, Senegal Galago, Senegal Lesser Galago",Galago Du S_n_gal,G_lago De Senegal,LC,NA,3.1,2008,stable,N,215.2,770,123,74,54,13,1,8.44e+12,1.11e+12,13.09264599,2.89e+12,34.23992672,9037537421,0.107062319,151628028.4,199238045.5,271355683.3,359224992.1,413220100,129474900.8,161730315.7,209324649.1,262149470.6,293101391.7,22153128.77,37507730.68,62031033.26,97075523.03,120118710,10.88125503,40.9622381,0.029525029,11.6831672,41.18168691,0.04895191,12.6802609,42.61445547,0.081341649,14.72052514,41.95659914,0.126918046,16.36124088,42.09381896,0.158491232,NA,NA,NA
Galictis_cuja,CARNIVORA,MUSTELIDAE,Galictis,cuja,Terrestrial,wild,35,8,1,1,41639,"(Molina, 1782)",NA,Lesser Grison,NA,Hur_n Menor,LC,NA,3.1,2008,unknown,N,1000,602,106,44,24,2,1,4.57e+12,4.55e+11,9.958554645,1.53e+12,33.50701551,37254189791,0.815643443,80036208.89,97446714.88,116284437.8,133439715,142304119.1,27368273.54,25213199.57,23524896.4,21093690.48,19527697.47,52667933.49,72233514.05,92759542.38,112346025,122776422.9,9.330628179,33.76966489,0.168126565,10.13031356,35.22876797,0.233459939,10.39531276,36.92507819,0.302255623,11.83050289,37.65310461,0.373252816,12.62791955,37.74752169,0.412119947,NA,NA,NA
Gazella_dorcas,CETARTIODACTYLA,BOVIDAE,Gazella,dorcas,Terrestrial,wild,187,31,1,0,8969,"(Linnaeus, 1758)",NA,Dorcas Gazelle,Gazelle Dorcas,Gacela Dorcas,VU,A2cd,3.1,2008,decreasing,N,15635.95,298,25,13,9,8,1,9.95e+12,67616949157,0.67967594,1.13e+12,11.40503288,4247717632,0.042697453,32229316.61,40625786.34,53537515.29,64705489.79,71925068.47,22724714.98,26949480.17,33548808.97,38935962,42496942.54,9504604.421,13676305.6,19988703.67,25769525.14,29428128.07,1.130071772,12.79093744,0.015489259,1.080682855,13.1288378,0.036979898,1.155878053,12.78403303,0.070994986,1.086647839,10.84807731,0.083603762,1.115460876,11.08286832,0.103272238,NA,NA,NA
Gazella_gazella,CETARTIODACTYLA,BOVIDAE,Gazella,gazella,Terrestrial,wild,232,39,1,1,8970,"(Pallas, 1766)",NA,"Idmi, Mountain Gazelle","Gazelle D'Arabie, Gazelle Edmi",Gacela Idmi,VU,A2ad,3.1,2008,decreasing,N,21306.83,129,44,32,26,15,1,3.44e+11,5503472339,1.598559398,28572490479,8.299273882,1698284158,0.493290054,7174862.614,10569917.64,15851106.38,20969131.47,23929553.37,4155276.081,5093732.496,6737827.109,8497550.5,9497379.879,3019586.857,5476185.18,9113279.221,12471580.13,14432172.63,1.980861395,37.31238383,0.173666911,2.136341432,37.32973923,0.33033912,2.567497541,49.76544058,0.576009641,4.142808293,50.99774037,0.781515206,4.067795687,51.80128669,0.916535278,NA,NA,NA
Gazella_subgutturosa,CETARTIODACTYLA,BOVIDAE,Gazella,subgutturosa,Terrestrial,wild,230,33,1,0,8976,"(G_ldenst_dt, 1780)",NA,Goitered Gazelle,Gazella è Go”tre,Gacela De Bocio,VU,A2ad,3.1,2008,decreasing,N,26981.37,434,48,15,7,4,1,9.78e+12,2.62e+11,2.680522837,2.99e+12,30.62209201,29134224683,0.297881324,90249453.85,119368042.7,157322177.2,189661075.3,203414747.9,55996118.42,66673336.07,77243120.59,84394431.81,86136477.16,34253334.92,52694708.14,80079056.4,105266641.9,117278271.4,4.419991753,38.10718763,0.048705506,4.257571637,39.317919,0.074031169,4.732927448,44.10100726,0.1094632,4.487942986,45.57543727,0.139405565,4.75883621,43.99353896,0.154653842,NA,NA,NA
Genetta_genetta,CARNIVORA,VIVERRIDAE,Genetta,genetta,Terrestrial,wild,250,44,0,0,41698,"(Linnaeus, 1758)",NA,"Common Genet, Ibiza Common Genet, Ibiza Genet",Genette Commune,"Gineta, Gineta",LC,NA,3.1,2008,stable,N,1756.17,946,96,30,17,3,1,1.49e+13,1.36e+12,9.179036656,5.43e+12,36.57396245,27771459465,0.186956543,255635120.5,323344577.3,414867089.7,522444080.2,583785461.6,177093825.5,213662024.1,262628442.9,318379219.5,348602944.2,78541296.59,109682548.6,152238647.6,204064858,235182519.6,9.525493132,44.18485213,0.078533358,9.918045493,44.33510762,0.108298704,10.5214739,45.48474547,0.151372823,11.7757469,45.27800425,0.203512788,12.60361663,45.39196929,0.234777755,NA,NA,NA
Genetta_maculata,CARNIVORA,VIVERRIDAE,Genetta,maculata,Terrestrial,wild,24,2,0,1,41699,"(Gray, 1830)",NA,"Central African Large-spotted Genet, Panther Genet, Rusty-spotted Genet",NA,NA,LC,NA,3.1,2008,unknown,N,1950,916,175,61,41,10,1,1.29e+13,8.64e+11,6.678756116,3.61e+12,27.91011248,13385812804,0.103470021,189688792.9,250361777.8,339880916,446413820.3,511003261.1,157725690,197868532,254798888.8,315159056.2,349478794.7,31963107.68,52493247.33,85082025.03,131254766.3,161524471.8,7.910147672,29.1480607,0.030174545,8.408242011,29.28932797,0.047949985,8.854932334,29.56243659,0.078013402,8.867304964,28.92400808,0.117515789,9.700174825,29.06545031,0.143726678,NA,NA,NA
Gerbilliscus_brantsii,RODENTIA,MURIDAE,Gerbilliscus,brantsii,Terrestrial,wild,1,1,0,1,21511,"(Smith, 1836)",Tatera brantsii,Highveld Gerbil,NA,NA,LC,NA,3.1,2008,unknown,N,89.41,278,124,71,54,23,2,2.09e+12,1.07e+11,5.094755946,1.02e+12,48.60171595,6689946234,0.319512195,15431563.36,18015772.85,24829509.99,35344929.85,37760459.18,9833179.552,11325683.11,14321877.79,18162177.18,18386835.11,5598383.806,6690089.707,10507632.06,17182752.76,19373624.07,5.661728695,55.39407565,0.055014457,5.659446337,54.99167055,0.068967459,6.054995482,55.35128731,0.117695047,6.715649862,56.17472784,0.190665916,6.740241333,56.28201964,0.216665532,NA,NA,NA
Gerbilliscus_kempi,RODENTIA,MURIDAE,Gerbilliscus,kempi,Terrestrial,wild,2,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.83,627,161,88,79,31,1,4.64e+12,5.85e+11,12.60691534,1.08e+12,23.30679118,5899244859,0.127135603,85760327.3,111068161.9,151221946.1,198176799,227823498.6,70953973.34,87236969.87,111684577.6,136208430.7,150880008.6,14806354.26,23831192.84,39537368.35,61968368.51,76943492.7,11.18490928,33.10486405,0.041358216,12.10356842,33.10844233,0.063874101,13.16575318,34.46105151,0.105656678,13.78395841,34.86049913,0.16313905,15.21019333,34.99662561,0.202107867,NA,NA,NA
Gerbilliscus_leucogaster,RODENTIA,MURIDAE,Gerbilliscus,leucogaster,Terrestrial,wild,3,1,0,0,21516,"(Peters, 1852)",Tatera leucogaster,Bushveld Gerbil,NA,NA,LC,NA,3.1,2008,stable,N,73.75,473,166,93,61,22,1,5.8e+12,2.71e+11,4.669440305,2.41e+12,41.64731382,9067464493,0.156404632,46622502.28,60079985.55,81154944.29,103301838,114750560.7,36224847.33,44476183.48,55750086.29,65601083.31,70205092.58,10397655.77,15603802.33,25404857.02,37700756.36,44545470,4.885113037,37.62355387,0.033394092,5.097938293,37.77081614,0.04943284,5.519288146,37.97205704,0.083944605,5.950311858,38.72098399,0.12258228,6.173228896,39.0142581,0.141238182,NA,NA,NA
Gerbilliscus_validus,RODENTIA,MURIDAE,Gerbilliscus,validus,Terrestrial,wild,0,0,0,1,21520,"(Bocage, 1890)",Tatera valida,Savanna Gerbil,NA,NA,LC,NA,3.1,2008,stable,N,121,592,175,87,68,28,1,4.66e+12,2.82e+11,6.061960589,1.63e+12,35.04301613,4155502786,0.089259306,50345866.37,67424196.23,91669896.46,118519209.4,137353428.9,41325312.52,53372827.13,69845724.45,85448338.99,95795002.56,9020553.932,14051368.42,21824169.96,33070873.14,41558422.58,6.276452385,31.88279767,0.025867917,6.754564483,32.20743334,0.040060409,7.191510914,33.94096779,0.061976818,7.495970487,34.86244752,0.090465168,8.233514018,35.04106753,0.116071465,NA,NA,NA
Giraffa_camelopardalis,CETARTIODACTYLA,GIRAFFIDAE,Giraffa,camelopardalis,Terrestrial,wild,712,108,1,0,9194,"(Linnaeus, 1758)",NA,Giraffe,NA,NA,LC,NA,3.1,2010,decreasing,N,964654.73,552,173,79,52,14,1,2.03e+12,1.33e+11,6.572228742,8.48e+11,41.79123935,2843499887,0.140202349,13015201.02,14933275.23,19350930.61,27071663.82,30216730.94,11141399.53,12327202.15,15190506.39,19613859.93,21589011.76,1873801.534,2606072.992,4160424.218,7457803.876,8627719.114,6.7282351,41.35865496,0.01683727,6.700423846,41.70560876,0.022036393,7.10390993,42.36338488,0.035171724,9.135608668,42.00275439,0.063089218,9.51372882,42.12786409,0.072121323,NA,NA,NA
Glaucomys_volans,RODENTIA,SCIURIDAE,Glaucomys,volans,Terrestrial,wild,284,46,0,0,9240,"(Linnaeus, 1758)",NA,"Mexican Flying Squirrel, Southern Flying Squirrel",NA,NA,LC,NA,3.1,2008,stable,N,71.9,444,74,45,37,21,1,3.86e+12,8.87e+11,23.0046717,3.73e+11,9.687903068,70715711458,1.834327528,186918233.1,202876635.9,221732165.6,244205269.9,257228995.3,51244101.94,54849502.45,56274564.6,53130080.58,51786974.92,135674131.3,148027133.2,165457600.7,191075189.3,205442020,41.41451508,13.12233435,1.732672796,40.10165031,12.97182781,2.033022165,37.47401827,13.65439054,2.458686262,28.71664804,15.3796192,3.112010134,28.59130451,15.43190956,3.51700924,NA,NA,NA
Glauconycteris_argentata,CHIROPTERA,VESPERTILIONIDAE,Glauconycteris,argentata,Terrestrial,wild,6,2,1,0,44790,"(Dobson, 1875)",Chalinolobus argentatus,Silvered Bat,NA,NA,LC,NA,3.1,2008,unknown,N,9.3,626,199,114,79,25,1,4.02e+12,1.14e+11,2.837957104,5.69e+11,14.13388872,3942778376,0.098022252,52652832.77,71871402.21,99386969.82,132062113.3,154038133,43633016.77,57524705.06,77326957.7,98009741.47,111461480,9019815.594,14346697.32,22060010.32,34052373.08,42576654.71,5.816299722,15.29131044,0.028101449,6.537675699,15.68725758,0.043524614,7.174245284,15.63846073,0.066558535,6.886694119,15.77368607,0.101722093,7.168239878,15.77570787,0.127214207,NA,NA,NA
Glis_glis,RODENTIA,GLIRIDAE,Glis,glis,Terrestrial,wild,552,38,1,1,39316,"(Linnaeus, 1766)",Myoxus glis  |Myoxus glis  |Myoxus glis,"Edible Dormouse, Fat Dormouse",Loir Gris,Lir_n Gris,LC,NA,3.1,2008,unknown,N,128.09,258,83,62,55,30,1,3.72e+12,1.12e+12,30.04471516,5.82e+11,15.6500136,81490923860,2.192466814,349131273.8,371097877.9,388370571,394723338.9,394647076,145992608.1,139478310.2,135137613,134160350.3,131807286.1,203138668,231619566.1,253232959,260562995.6,262839793.8,40.7022188,18.26388008,1.040769267,39.54237467,18.03301195,1.289653514,38.93965215,17.76279585,1.529535,36.9078646,17.42471616,1.752997819,35.68542434,16.95778992,1.873360782,NA,NA,NA
Globicephala_melas,CETARTIODACTYLA,DELPHINIDAE,Globicephala,melas,Marine,wild,248,30,1,0,9250,"(Traill, 1809)",Globicephala edwardii  |Globicephala edwardii  |Globicephala edwardii  |Globicephala leucosagmaphora  |Globicephala leucosagmaphora  |Globicephala leucosagmaphora  |Globicephala melaena  |Globicephala melaena  |Globicephala melaena,Long-finned Pilot Whale,"Globic_phale Commun, globic_phale noir, dauphin pilote","Calder_n Negro, calder_n com_n, ballena piloto, Caldr_n Negro",DD,NA,3.1,2008,unknown,N,8e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glossophaga_commissarisi,CHIROPTERA,PHYLLOSTOMIDAE,Glossophaga,commissarisi,Terrestrial,wild,33,2,0,0,9273,"Gardner, 1962",NA,Commissaris's Long-tongued Bat,NA,NA,LC,NA,3.1,2008,stable,N,9.15,899,229,161,138,50,1,3.74e+12,1.46e+11,3.901339295,5.39e+11,14.41770008,6412961873,0.171502588,45029633.72,57858752.7,72177364.28,89623818.9,96931477.6,23053826.18,26402988.39,29115374.56,32159308.99,33245515.93,21975807.87,31455764.09,43061987.99,57464509.33,63685961.97,4.280425669,14.18788614,0.064206555,4.779546534,14.99272449,0.090306767,5.190100939,15.88065865,0.123802127,5.926843394,16.1279308,0.171330533,5.772194926,15.91754312,0.191757418,NA,NA,NA
Glossophaga_longirostris,CHIROPTERA,PHYLLOSTOMIDAE,Glossophaga,longirostris,Terrestrial,wild,37,4,0,0,9275,"Miller, 1898",NA,Miller's Long-tongued Bat,NA,NA,DD,NA,3.1,2008,unknown,N,13.32,463,237,179,152,87,1,1.58e+12,44481853543,2.813757839,3.63e+11,22.94762504,6031659938,0.381540538,24459408.41,32163958.66,40587086.8,48904913.9,52910040.44,9593001.426,10119943.88,10433023.18,10271331.63,9950105.748,14866406.43,22044015.19,30154063.47,38633582.21,42959933.78,3.710743389,22.74823278,0.103398151,3.964698401,24.18212477,0.149380728,3.956006096,24.80183655,0.19858893,4.205289765,24.84358377,0.250898466,3.915466088,24.45794076,0.278151616,NA,NA,NA
Glossophaga_morenoi,CHIROPTERA,PHYLLOSTOMIDAE,Glossophaga,morenoi,Terrestrial,wild,15,0,0,1,9276,"Martinez & Villa, 1938",NA,Western Long-tongued Bat,NA,NA,LC,NA,3.1,2008,stable,N,8.54,315,158,108,87,49,1,3.29e+11,55043465300,16.73806615,33662957231,10.23650636,1997998121,0.607567551,21879452.35,29708040.24,34392357.05,41488150.55,43687290.35,8609017.96,9393294.365,9199448.363,9767267.745,9587381.215,13270433.38,20314746.88,25192908.61,31720883.72,34099909.19,16.25009686,19.84680617,0.598942642,17.58692648,19.81049875,0.894262264,19.8047638,20.72235448,1.087138134,26.52534821,22.12108327,1.359183268,26.51510257,22.10969337,1.458218157,NA,NA,NA
Glossophaga_soricina,CHIROPTERA,PHYLLOSTOMIDAE,Glossophaga,soricina,Terrestrial,wild,237,36,0,1,9277,"(Pallas, 1766)",NA,Pallas's Long-tongued Bat,NA,NA,LC,NA,3.1,2008,stable,N,9.97,1387,193,128,103,42,1,1.49e+13,7.32e+11,4.894859719,3.1e+12,20.70980736,56156287132,0.375662515,204826425.1,265077248.7,325942054.8,387556141.3,415432649,94258981.01,97871025.27,99879480.33,99188693.7,96688139.25,110567443.5,167206224.7,226062573.4,288367449.5,318744509.6,5.357088785,18.52630059,0.104166613,6.392962091,20.19436477,0.155529402,6.879959969,21.64557567,0.20928719,7.545759726,22.60778804,0.268419568,7.611444535,22.61674045,0.298794409,NA,NA,NA
Gorilla_beringei,PRIMATES,HOMINIDAE,Gorilla,beringei,Terrestrial,wild,495,49,1,0,39994,"Matschie, 1903",NA,"Eastern Gorilla, Mountain Gorilla",NA,NA,EN,A4abcd,3.1,2008,decreasing,N,149325.19,275,166,137,133,109,50,65613799424,238386372.3,0.363317434,292845524.1,0.446316974,14181594.1,0.021613737,576224.9579,749541.8186,1088724.116,1452788.389,1708123.869,551404.3582,714583.4182,1034964.017,1376331.69,1617628.069,24820.59961,34958.40039,53760.09961,76456.69922,90495.80078,0.972324853,8.08237004,0.00479897,1.152076403,8.112608358,0.006715559,1.603276352,8.134168027,0.010286433,8.242631263,7.999214348,0.014607417,8.276326563,7.999395497,0.017292868,NA,NA,NA
Gorilla_gorilla,PRIMATES,HOMINIDAE,Gorilla,gorilla,Terrestrial,wild,2396,301,1,0,9404,"(Savage, 1847)",NA,"Lowland Gorilla, Western Gorilla",Gorille,Gorila,CR,A4cde,3.1,2008,decreasing,N,112588.99,288,164,136,123,88,1,7e+11,1250397458,0.178554746,11603025713,1.656893389,507703325.2,0.072499217,2755507.197,3553870.824,4655576.149,5946710.333,6658196.758,1961697.133,2110166.02,2389234.86,2602200.993,2703713.983,793810.2341,1443704.559,2266341.213,3344509.453,3954482.755,3.384906634,11.81043543,0.013199721,3.943431597,11.56262459,0.024106023,4.008421502,11.56353121,0.037141946,3.945750877,11.49570078,0.053702975,3.945213085,11.49576068,0.063368741,NA,NA,NA
Graomys_griseoflavus,RODENTIA,CRICETIDAE,Graomys,griseoflavus,Terrestrial,wild,68,12,0,0,9467,"(Waterhouse, 1837)",NA,Gray Leaf-eared Mouse,NA,NA,LC,NA,3.1,2008,stable,N,68.32,354,89,50,29,4,1,2.02e+12,97806501253,4.844712098,6.5e+11,32.20085197,8125381112,0.402479698,6868074.837,8345150.562,10047464.59,11759548.73,12404967.84,1673172.672,1663018.028,1565990.855,1535965.234,1462057.456,5194902.178,6682132.494,8481473.74,10223583.49,10942910.39,5.053696066,35.25064453,0.039359531,5.107782623,35.9576287,0.052219011,5.106658606,37.35642146,0.068480812,5.204807309,37.12722268,0.085432499,5.835299456,37.21594612,0.093070312,NA,NA,NA
Halichoerus_grypus,CARNIVORA,PHOCIDAE,Halichoerus,grypus,Marine,wild,1469,194,1,0,9660,"(Fabricius, 1791)",NA,"Gray Seal, Grey Seal",PHOQUE GRIS,FOCA GRIS,LC,NA,3.1,2008,increasing,N,197570.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Handleyomys_alfaroi,RODENTIA,CRICETIDAE,Handleyomys,alfaroi,Terrestrial,wild,2,1,0,0,15585,"(J.A. Allen, 1891)",Oryzomys alfaroi,Alfaro's Rice Rat,NA,NA,LC,NA,3.1,2008,stable,N,49.5,648,202,126,98,34,1,8.43e+11,1.24e+11,14.64591855,2.52e+11,29.90702421,3540160345,0.419723783,33243897.09,43089673.6,54081712.81,67592902.53,73175179.96,16748507.95,19205814.87,21413849.4,24053084.68,24765306.81,16495388.84,23883859.21,32667863.35,43539816.66,48409872.88,12.42193585,25.42754746,0.224103583,13.3545575,27.589622,0.324174053,14.65514094,29.70043016,0.447162371,17.75343899,30.23695196,0.616534676,17.14881512,29.81035558,0.69324355,NA,NA,NA
