name,exact,type,order,class,family,genus,species
human adenovirus b,false,viruses,Rowavirales,Tectiliviricetes,Adenoviridae,Mastadenovirus,Human mastadenovirus G
human adenovirus c,false,viruses,Rowavirales,Tectiliviricetes,Adenoviridae,Mastadenovirus,Human mastadenovirus G
human adenovirus d,false,viruses,Rowavirales,Tectiliviricetes,Adenoviridae,Mastadenovirus,Human mastadenovirus B
human adenovirus e,false,viruses,Rowavirales,Tectiliviricetes,Adenoviridae,Mastadenovirus,Human mastadenovirus G
human adenovirus f,false,viruses,Rowavirales,Tectiliviricetes,Adenoviridae,Mastadenovirus,Human mastadenovirus G
human coronavirus 229e,false,viruses,Nidovirales,Pisoniviricetes,Coronaviridae,Alphacoronavirus,Human coronavirus 229E
human coronavirus hku1,false,viruses,Nidovirales,Pisoniviricetes,Coronaviridae,Betacoronavirus,Human coronavirus HKU1
human coronavirus nl63,false,viruses,Nidovirales,Pisoniviricetes,Coronaviridae,Alphacoronavirus,Human coronavirus NL63
human coronavirus oc43,false,viruses,Nidovirales,Pisoniviricetes,Coronaviridae,Betacoronavirus,Betacoronavirus 1
human mastadenovirus g,false,viruses,Rowavirales,Tectiliviricetes,Adenoviridae,Mastadenovirus,Human mastadenovirus C
human norovirus-alphatron,false,viruses,Picornavirales,Pisoniviricetes,Caliciviridae,Norovirus,Norwalk virus
human papillomavirus 71,false,viruses,Zurhausenvirales,Papovaviricetes,Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 11
human papillomavirus cand90,false,viruses,Zurhausenvirales,Papovaviricetes,Papillomaviridae,Alphapapillomavirus,Alphapapillomavirus 14
human papillomavirus cand92,false,viruses,Zurhausenvirales,Papovaviricetes,Papillomaviridae,Betapapillomavirus,Betapapillomavirus 4
human papillomavirus cand96,false,viruses,Zurhausenvirales,Papovaviricetes,Papillomaviridae,Betapapillomavirus,Betapapillomavirus 5
human parvovirus b19,false,viruses,Piccovirales,Quintoviricetes,Parvoviridae,Erythroparvovirus,Primate erythroparvovirus 1
human respiratory syncytial,false,viruses,Mononegavirales,Monjiviricetes,Pneumoviridae,Orthopneumovirus,Human orthopneumovirus
human rhinovirus a,false,viruses,Picornavirales,Pisoniviricetes,Picornaviridae,Enterovirus,Rhinovirus A
human rhinovirus b,false,viruses,Picornavirales,Pisoniviricetes,Picornaviridae,Enterovirus,Rhinovirus A
human rhinovirus c,false,viruses,Picornavirales,Pisoniviricetes,Picornaviridae,Enterovirus,Rhinovirus A
hunnivirus a,false,viruses,Picornavirales,Pisoniviricetes,Picornaviridae,Hunnivirus,Hunnivirus A
ife,false,viruses,Herpesvirales,Herviviricetes,Herpesviridae,,African elephant endotheliolytic herpesvirus
ilheus,false,viruses,Amarillovirales,Flasuviricetes,Flaviviridae,Flavivirus,Ilheus virus
influenza a,false,viruses,Articulavirales,Insthoviricetes,Orthomyxoviridae,,unidentified influenza virus
influenza b,false,viruses,Articulavirales,Insthoviricetes,Orthomyxoviridae,,unidentified influenza virus
influenza c,false,viruses,Articulavirales,Insthoviricetes,Orthomyxoviridae,,unidentified influenza virus
ippy,false,viruses,Bunyavirales,Ellioviricetes,Arenaviridae,Mammarenavirus,Ippy mammarenavirus
irkut,false,viruses,Mononegavirales,Monjiviricetes,Rhabdoviridae,Lyssavirus,Irkut lyssavirus
isfahan,false,viruses,Mononegavirales,Monjiviricetes,Rhabdoviridae,Vesiculovirus,Isfahan vesiculovirus
isla vista,false,viruses,Picornavirales,Pisoniviricetes,Iflaviridae,,Isla virus
issyk-kul,false,viruses,Bunyavirales,Ellioviricetes,Nairoviridae,Orthonairovirus,Issyk-Kul virus
itaporanga,false,viruses,Bunyavirales,Ellioviricetes,Phenuiviridae,Phlebovirus,Itaporanga phlebovirus
japanaut,false,viruses,Reovirales,Resentoviricetes,Reoviridae,Orbivirus,Japanaut virus
japanese encephalitis,false,viruses,Amarillovirales,Flasuviricetes,Flaviviridae,Flavivirus,Japanese encephalitis virus
jc polyomavirus,false,viruses,Sepolyvirales,Papovaviricetes,Polyomaviridae,Betapolyomavirus,Human polyomavirus 2
jugra,false,viruses,Amarillovirales,Flasuviricetes,Flaviviridae,Flavivirus,Jugra virus
junin,false,viruses,Bunyavirales,Ellioviricetes,Arenaviridae,Mammarenavirus,Argentinian mammarenavirus
juquitiba,false,viruses,Bunyavirales,Ellioviricetes,Hantaviridae,Orthohantavirus,Juquitiba virus
jurona,false,viruses,Mononegavirales,Monjiviricetes,Rhabdoviridae,Vesiculovirus,Jurona vesiculovirus
jutiapa,false,viruses,Amarillovirales,Flasuviricetes,Flaviviridae,Flavivirus,Jutiapa virus
kadam,false,viruses,Amarillovirales,Flasuviricetes,Flaviviridae,Flavivirus,Kadam virus
kaeng khoi,false,viruses,Bunyavirales,Ellioviricetes,Peribunyaviridae,Orthobunyavirus,Kaeng Khoi orthobunyavirus
kairi,false,viruses,Martellivirales,Alsuviricetes,Kitaviridae,,
kasokero,false,viruses,Bunyavirales,Ellioviricetes,Nairoviridae,Orthonairovirus,Kasokero orthonairovirus
kedougou,false,viruses,Amarillovirales,Flasuviricetes,Flaviviridae,Flavivirus,Kedougou virus
kern canyon,false,viruses,Mononegavirales,Monjiviricetes,Rhabdoviridae,Ledantevirus,Kern Canyon ledantevirus
keuraliba,false,viruses,Mononegavirales,Monjiviricetes,Rhabdoviridae,Ledantevirus,Keuraliba ledantevirus
khabarovsk,false,viruses,Bunyavirales,Ellioviricetes,Hantaviridae,Orthohantavirus,Khabarovsk orthohantavirus
khujand,false,viruses,Mononegavirales,Monjiviricetes,Rhabdoviridae,Lyssavirus,Khujand lyssavirus
kilham rat,false,viruses,Piccovirales,Quintoviricetes,Parvoviridae,Protoparvovirus,Rodent protoparvovirus 1
kirsten murine sarcoma,false,viruses,Ortervirales,Revtraviricetes,Retroviridae,Gammaretrovirus,Kirsten murine sarcoma virus
klamath,false,viruses,Mononegavirales,Monjiviricetes,Rhabdoviridae,Tupavirus,Klamath tupavirus
kokobera,false,viruses,Amarillovirales,Flasuviricetes,Flaviviridae,Flavivirus,Kokobera virus
koongol,false,viruses,Bunyavirales,Ellioviricetes,Peribunyaviridae,Orthobunyavirus,Koongol orthobunyavirus
kotonkan,false,viruses,Mononegavirales,Monjiviricetes,Rhabdoviridae,Ephemerovirus,Kotonkan ephemerovirus
koutango,false,viruses,Amarillovirales,Flasuviricetes,Flaviviridae,Flavivirus,Koutango virus
kyasanur forest disease,false,viruses,Amarillovirales,Flasuviricetes,Flaviviridae,Flavivirus,Kyasanur Forest disease virus
lactate dehydrogenase-elevating,false,viruses,Nidovirales,Pisoniviricetes,Arteriviridae,Gammaarterivirus,Gammaarterivirus lacdeh
lagos bat,false,viruses,Mononegavirales,Monjiviricetes,Rhabdoviridae,Lyssavirus,Lagos bat lyssavirus
laguna negra,false,viruses,Bunyavirales,Ellioviricetes,Hantaviridae,Orthohantavirus,Laguna Negra orthohantavirus
langat,false,viruses,Amarillovirales,Flasuviricetes,Flaviviridae,Flavivirus,Langat virus
langur,false,viruses,Ortervirales,Revtraviricetes,Retroviridae,Betaretrovirus,Langur virus
lapine parvovirus,false,viruses,Piccovirales,Quintoviricetes,Parvoviridae,Protoparvovirus,Carnivore protoparvovirus 1
lassa,false,viruses,Bunyavirales,Ellioviricetes,Arenaviridae,Mammarenavirus,Lassa mammarenavirus
latino,false,viruses,Bunyavirales,Ellioviricetes,Arenaviridae,Mammarenavirus,Latino mammarenavirus
lebombo,false,viruses,Reovirales,Resentoviricetes,Reoviridae,Orbivirus,Lebombo virus
lechiguanas,false,viruses,Bunyavirales,Ellioviricetes,Hantaviridae,Orthohantavirus,Andes orthohantavirus
liao ning,false,viruses,Reovirales,Resentoviricetes,Reoviridae,Seadornavirus,Liao ning virus
ljungan,false,viruses,Picornavirales,Pisoniviricetes,Picornaviridae,Parechovirus,Parechovirus B
lloviu,false,viruses,Picornavirales,Pisoniviricetes,Caliciviridae,Salovirus,
louping ill,false,viruses,Amarillovirales,Flasuviricetes,Flaviviridae,Flavivirus,Louping ill virus
lujo,false,viruses,Bunyavirales,Ellioviricetes,Arenaviridae,Mammarenavirus,Lujo mammarenavirus
lumpy skin disease,false,viruses,Chitovirales,Pokkesviricetes,Poxviridae,Capripoxvirus,Lumpy skin disease virus
luna,false,viruses,Patatavirales,Stelpaviricetes,Potyviridae,,Longan witches broom-associated virus
lymphocytic choriomeningitis,false,viruses,Bunyavirales,Ellioviricetes,Arenaviridae,Mammarenavirus,Lymphocytic choriomeningitis mammarenavirus
m'poko,false,viruses,Bunyavirales,Ellioviricetes,Peribunyaviridae,Orthobunyavirus,MPoko orthobunyavirus
macaque simian foamy,false,viruses,Ortervirales,Revtraviricetes,Retroviridae,Spumavirus,Macaque simian foamy virus
machupo,false,viruses,Bunyavirales,Ellioviricetes,Arenaviridae,Mammarenavirus,Machupo mammarenavirus
madariaga,false,viruses,Martellivirales,Alsuviricetes,Togaviridae,Alphavirus,Madariaga virus
madrid,false,viruses,Bunyavirales,Ellioviricetes,Peribunyaviridae,Orthobunyavirus,Madrid orthobunyavirus
main drain virus,false,viruses,Bunyavirales,Ellioviricetes,Peribunyaviridae,Orthobunyavirus,Main Drain orthobunyavirus
manzanilla,false,viruses,Bunyavirales,Ellioviricetes,Peribunyaviridae,Orthobunyavirus,Manzanilla orthobunyavirus
mapuera,false,viruses,Mononegavirales,Monjiviricetes,Paramyxoviridae,Orthorubulavirus,Mapuera orthorubulavirus
maraba,false,viruses,Mononegavirales,Monjiviricetes,Rhabdoviridae,Vesiculovirus,Maraba vesiculovirus
marburg,false,viruses,Mononegavirales,Monjiviricetes,Filoviridae,Marburgvirus,
marituba,false,viruses,Bunyavirales,Ellioviricetes,Peribunyaviridae,Orthobunyavirus,Marituba orthobunyavirus
marmodid herpesvirus 1,false,viruses,Herpesvirales,Herviviricetes,Herpesviridae,Simplexvirus,Macropodid alphaherpesvirus 1
mason-pfizer monkey,false,viruses,Ortervirales,Revtraviricetes,Retroviridae,Betaretrovirus,Mason-Pfizer monkey virus
mayaro,false,viruses,Martellivirales,Alsuviricetes,Togaviridae,Alphavirus,Mayaro virus
measles,false,viruses,Mononegavirales,Monjiviricetes,Paramyxoviridae,Morbillivirus,Measles morbillivirus
menangle,false,viruses,Mononegavirales,Monjiviricetes,Paramyxoviridae,Pararubulavirus,Menangle pararubulavirus
merino walk,false,viruses,Bunyavirales,Ellioviricetes,Arenaviridae,Mammarenavirus,Merino Walk mammarenavirus
middelburg,false,viruses,Martellivirales,Alsuviricetes,Togaviridae,Alphavirus,Middelburg virus
minatitlan,false,viruses,Bunyavirales,Ellioviricetes,Peribunyaviridae,Orthobunyavirus,Minatitlan orthobunyavirus
miniopterus bat coronavirus hku8,false,viruses,Nidovirales,Pisoniviricetes,Coronaviridae,Alphacoronavirus,Miniopterus bat coronavirus HKU8
mischivirus a,false,viruses,Picornavirales,Pisoniviricetes,Picornaviridae,Mischivirus,Mischivirus A
mobala,false,viruses,Mononegavirales,Monjiviricetes,Filoviridae,Ebolavirus,Zaire ebolavirus
modoc,false,viruses,Amarillovirales,Flasuviricetes,Flaviviridae,Flavivirus,Modoc virus
mokola,false,viruses,Mononegavirales,Monjiviricetes,Filoviridae,Ebolavirus,Zaire ebolavirus
molluscum contagiosum,false,viruses,Chitovirales,Pokkesviricetes,Poxviridae,Molluscipoxvirus,Molluscum contagiosum virus
moloney murine sarcoma,false,viruses,Ortervirales,Revtraviricetes,Retroviridae,Gammaretrovirus,Moloney murine sarcoma virus
monkeypox,false,viruses,Chitovirales,Pokkesviricetes,Poxviridae,Orthopoxvirus,Monkeypox virus
montana myotis leukoencephalitis,false,viruses,Amarillovirales,Flasuviricetes,Flaviviridae,Flavivirus,Montana myotis leukoencephalitis virus
mopeia,false,viruses,Bunyavirales,Ellioviricetes,Arenaviridae,Mammarenavirus,Mopeia mammarenavirus
mosavirus a,false,viruses,Picornavirales,Pisoniviricetes,Picornaviridae,Mosavirus,Mosavirus A
mosso das pedras virus 78v3531,false,viruses,Martellivirales,Alsuviricetes,Togaviridae,Alphavirus,Mosso das Pedras virus
mount elgon bat,false,viruses,Mononegavirales,Monjiviricetes,Rhabdoviridae,Ledantevirus,Mount Elgon bat ledantevirus
mouse mammary tumor,false,viruses,Ortervirales,Revtraviricetes,Retroviridae,Betaretrovirus,Mouse mammary tumor virus
mucambo,false,viruses,Martellivirales,Alsuviricetes,Togaviridae,Alphavirus,Mucambo virus
muleshoe,false,viruses,Bunyavirales,Ellioviricetes,Hantaviridae,Orthohantavirus,Muleshoe hantavirus
mumps,false,viruses,Mononegavirales,Monjiviricetes,Paramyxoviridae,Orthorubulavirus,Mumps orthorubulavirus
murid herpesvirus 5,false,viruses,Herpesvirales,Herviviricetes,Herpesviridae,Muromegalovirus,Murid betaherpesvirus 1
murid herpesvirus 7,false,viruses,Herpesvirales,Herviviricetes,Herpesviridae,Muromegalovirus,Murid betaherpesvirus 1
murine adenovirus a,false,viruses,Rowavirales,Tectiliviricetes,Adenoviridae,Mastadenovirus,Murine mastadenovirus A
murine adenovirus b,false,viruses,Rowavirales,Tectiliviricetes,Adenoviridae,Mastadenovirus,Murine mastadenovirus A
murine adenovirus c,false,viruses,Rowavirales,Tectiliviricetes,Adenoviridae,Mastadenovirus,Murine mastadenovirus A
murine hepatitis,false,viruses,Nidovirales,Pisoniviricetes,Coronaviridae,Betacoronavirus,Murine coronavirus
murine leukemia,false,viruses,Ortervirales,Revtraviricetes,Retroviridae,Gammaretrovirus,Murine leukemia virus
murine pneumonia,false,viruses,Mononegavirales,Monjiviricetes,Pneumoviridae,Orthopneumovirus,Murine orthopneumovirus
murine pneumotropic,false,viruses,Sepolyvirales,Papovaviricetes,Polyomaviridae,Betapolyomavirus,Mus musculus polyomavirus 2
murray valley encephalitis,false,viruses,Amarillovirales,Flasuviricetes,Flaviviridae,Flavivirus,Murray Valley encephalitis virus
myxoma,false,viruses,Chitovirales,Pokkesviricetes,Poxviridae,Leporipoxvirus,Myxoma virus
nariva,false,viruses,Mononegavirales,Monjiviricetes,Paramyxoviridae,Narmovirus,Nariva narmovirus
ndumu,false,viruses,Martellivirales,Alsuviricetes,Togaviridae,Alphavirus,Ndumu virus
nelson bay orthoreovirus,false,viruses,Reovirales,Resentoviricetes,Reoviridae,Orthoreovirus,Nelson Bay orthoreovirus
new jersey vesiculovirus,false,viruses,Mononegavirales,Monjiviricetes,Rhabdoviridae,Vesiculovirus,New Jersey vesiculovirus
new york-1,false,viruses,Bunyavirales,Ellioviricetes,Hantaviridae,Orthohantavirus,New York hantavirus
newbury-1,false,viruses,Picornavirales,Pisoniviricetes,Caliciviridae,Nebovirus,Newbury 1 virus
newcastle disease,false,viruses,Mononegavirales,Monjiviricetes,Paramyxoviridae,Orthoavulavirus,Avian orthoavulavirus 1
ngaingan,false,viruses,Mononegavirales,Monjiviricetes,Rhabdoviridae,Hapavirus,Ngaingan hapavirus
nipah,false,viruses,Mononegavirales,Monjiviricetes,Paramyxoviridae,Henipavirus,Nipah henipavirus
nodamura,false,viruses,Nodamuvirales,Magsaviricetes,,,
norwalk,false,viruses,Picornavirales,Pisoniviricetes,Caliciviridae,Norovirus,Norwalk virus
ntaya,false,viruses,Amarillovirales,Flasuviricetes,Flaviviridae,Flavivirus,Ntaya virus
nyando,false,viruses,Bunyavirales,Ellioviricetes,Peribunyaviridae,Orthobunyavirus,Nyando orthobunyavirus
o'nyong-nyong,false,viruses,Martellivirales,Alsuviricetes,Togaviridae,Alphavirus,Onyong-nyong virus
oita,false,viruses,Mononegavirales,Monjiviricetes,Rhabdoviridae,Ledantevirus,Oita ledantevirus
okola,false,viruses,Mononegavirales,Monjiviricetes,Filoviridae,Ebolavirus,Zaire ebolavirus
oliveros,false,viruses,Picornavirales,Pisoniviricetes,Picornaviridae,Orivirus,
omsk,false,viruses,Algavirales,Megaviricetes,Phycodnaviridae,Prasinovirus,Ostreococcus mediterraneus virus 1
oran,false,viruses,Patatavirales,Stelpaviricetes,Potyviridae,Potyvirus,Ornithogalum mosaic virus
orf,false,viruses,Patatavirales,Stelpaviricetes,Potyviridae,Potyvirus,Ornithogalum mosaic virus
oriboca,false,viruses,Bunyavirales,Ellioviricetes,Peribunyaviridae,Orthobunyavirus,Oriboca orthobunyavirus
oropouche,false,viruses,Bunyavirales,Ellioviricetes,Peribunyaviridae,Orthobunyavirus,Oropouche orthobunyavirus
orthohepevirus a,false,viruses,Hepelivirales,Alsuviricetes,Hepeviridae,Orthohepevirus,Orthohepevirus D
orthohepevirus c,false,viruses,Hepelivirales,Alsuviricetes,Hepeviridae,Orthohepevirus,Orthohepevirus D
orthohepevirus d,false,viruses,Hepelivirales,Alsuviricetes,Hepeviridae,Orthohepevirus,Orthohepevirus D
orungo,false,viruses,Reovirales,Resentoviricetes,Reoviridae,Orbivirus,Orungo virus
ovine adenovirus a,false,viruses,Rowavirales,Tectiliviricetes,Adenoviridae,Mastadenovirus,Ovine mastadenovirus C
ovine adenovirus b,false,viruses,Rowavirales,Tectiliviricetes,Adenoviridae,Mastadenovirus,Ovine mastadenovirus C
ovine adenovirus d,false,viruses,Rowavirales,Tectiliviricetes,Adenoviridae,Mastadenovirus,Ovine mastadenovirus C
ovine respiratory syncytial,false,viruses,Mononegavirales,Monjiviricetes,Pneumoviridae,,Ovine respiratory syncytial virus
palyam,false,viruses,Reovirales,Resentoviricetes,Reoviridae,Orbivirus,Palyam virus
pampa,false,viruses,Bunyavirales,Ellioviricetes,Arenaviridae,,Pampa virus
parana,false,viruses,Bunyavirales,Ellioviricetes,Arenaviridae,Mammarenavirus,Paraguayan mammarenavirus
pasivirus a,false,viruses,Picornavirales,Pisoniviricetes,Picornaviridae,Pasivirus,Pasivirus A
patois,false,viruses,Imitervirales,Megaviricetes,Mimiviridae,Catovirus,
peruvian horse sickness,false,viruses,Reovirales,Resentoviricetes,Reoviridae,Orbivirus,Peruvian horse sickness virus
phnom penh bat,false,viruses,Amarillovirales,Flasuviricetes,Flaviviridae,Flavivirus,Phnom Penh bat virus
phocine distemper,false,viruses,Mononegavirales,Monjiviricetes,Paramyxoviridae,Morbillivirus,Phocine morbillivirus
pichinde,false,viruses,Bunyavirales,Ellioviricetes,Arenaviridae,Mammarenavirus,Cali mammarenavirus
pirital,false,viruses,Bunyavirales,Ellioviricetes,Arenaviridae,Mammarenavirus,Pirital mammarenavirus
piry,false,viruses,Mononegavirales,Monjiviricetes,Rhabdoviridae,Vesiculovirus,Piry vesiculovirus
pixuna,false,viruses,Martellivirales,Alsuviricetes,Togaviridae,Alphavirus,Pixuna virus
porcine adenovirus a,false,viruses,Rowavirales,Tectiliviricetes,Adenoviridae,Mastadenovirus,Porcine mastadenovirus C
porcine adenovirus b,false,viruses,Rowavirales,Tectiliviricetes,Adenoviridae,Mastadenovirus,Porcine mastadenovirus C
porcine adenovirus c,false,viruses,Rowavirales,Tectiliviricetes,Adenoviridae,Mastadenovirus,Porcine mastadenovirus C
porcine enterovirus a,false,viruses,Picornavirales,Pisoniviricetes,Picornaviridae,Enterovirus,Enterovirus G
porcine enterovirus b,false,viruses,Picornavirales,Pisoniviricetes,Picornaviridae,Enterovirus,Enterovirus G
porcine epidemic diarrhea,false,viruses,Nidovirales,Pisoniviricetes,Coronaviridae,Alphacoronavirus,Porcine epidemic diarrhea virus
porcine hemagglutinating encephalomyelitis,false,viruses,Nidovirales,Pisoniviricetes,Coronaviridae,Betacoronavirus,Betacoronavirus 1
porcine type-c oncovirus,false,viruses,Ortervirales,Revtraviricetes,Retroviridae,Gammaretrovirus,Porcine type-C oncovirus
powassan,false,viruses,Amarillovirales,Flasuviricetes,Flaviviridae,Flavivirus,Powassan virus
primate t-lymphotropic virus 1,false,viruses,Ortervirales,Revtraviricetes,Retroviridae,Deltaretrovirus,Primate T-lymphotropic virus 1
primate t-lymphotropic virus 2,false,viruses,Ortervirales,Revtraviricetes,Retroviridae,Deltaretrovirus,Primate T-lymphotropic virus 2
primate t-lymphotropic virus 3,false,viruses,Ortervirales,Revtraviricetes,Retroviridae,Deltaretrovirus,Primate T-lymphotropic virus 3
primate t-lymphotropic virus 4,false,viruses,Ortervirales,Revtraviricetes,Retroviridae,Deltaretrovirus,Primate T-lymphotropic virus 1
prospect hill,false,viruses,Bunyavirales,Ellioviricetes,Hantaviridae,Orthohantavirus,Prospect Hill orthohantavirus
pseudocowpox,false,viruses,Chitovirales,Pokkesviricetes,Poxviridae,Parapoxvirus,Pseudocowpox virus
punta toro,false,viruses,Bunyavirales,Ellioviricetes,Phenuiviridae,Phlebovirus,Punta Toro phlebovirus
puumala,false,viruses,Bunyavirales,Ellioviricetes,Hantaviridae,Orthohantavirus,Puumala orthohantavirus
qalyub,false,viruses,Bunyavirales,Ellioviricetes,Nairoviridae,Orthonairovirus,Qalyub orthonairovirus
quaranfil,false,viruses,Articulavirales,Insthoviricetes,Orthomyxoviridae,Quaranjavirus,Quaranfil quaranjavirus
rabbit fibroma,false,viruses,Chitovirales,Pokkesviricetes,Poxviridae,Leporipoxvirus,Rabbit fibroma virus
rabbit hemorrhagic disease,false,viruses,Picornavirales,Pisoniviricetes,Caliciviridae,Lagovirus,Rabbit hemorrhagic disease virus
rabbit kidney vacuolating,false,viruses,Sepolyvirales,Papovaviricetes,Polyomaviridae,,Rabbit kidney vacuolating virus
rabies,false,viruses,Picornavirales,Pisoniviricetes,Picornaviridae,Rabovirus,
red deer parapoxvirus new zealand,false,viruses,Chitovirales,Pokkesviricetes,Poxviridae,Parapoxvirus,Parapoxvirus of red deer in New Zealand
rift valley,false,viruses,Bunyavirales,Ellioviricetes,Phenuiviridae,Phlebovirus,Rift Valley fever phlebovirus
rinderpest,false,viruses,Mononegavirales,Monjiviricetes,Paramyxoviridae,Morbillivirus,Rinderpest morbillivirus
rio bravo,false,viruses,Amarillovirales,Flasuviricetes,Flaviviridae,Flavivirus,Rio Bravo virus
rio mamore,false,viruses,Bunyavirales,Ellioviricetes,Hantaviridae,Orthohantavirus,Rio Mamore hantavirus
rio negro,false,viruses,Martellivirales,Alsuviricetes,Togaviridae,Alphavirus,Rio Negro virus
rio segundo,false,viruses,Bunyavirales,Ellioviricetes,Hantaviridae,Orthohantavirus,Rio Segundo hantavirus
rosavirus a,false,viruses,Picornavirales,Pisoniviricetes,Picornaviridae,Rosavirus,Rosavirus C
ross river,false,viruses,,,,,Ross virus
rotavirus a,false,viruses,Reovirales,Resentoviricetes,Reoviridae,Rotavirus,Rotavirus L
rotavirus b,false,viruses,Reovirales,Resentoviricetes,Reoviridae,Rotavirus,Rotavirus L
rotavirus c,false,viruses,Reovirales,Resentoviricetes,Reoviridae,Rotavirus,Rotavirus L
rotavirus e,false,viruses,Reovirales,Resentoviricetes,Reoviridae,Rotavirus,Rotavirus L
rotavirus h,false,viruses,Reovirales,Resentoviricetes,Reoviridae,Rotavirus,Rotavirus L
royal farm,false,viruses,Amarillovirales,Flasuviricetes,Flaviviridae,Flavivirus,Royal Farm virus
rubella,false,viruses,Hepelivirales,Alsuviricetes,Matonaviridae,Rubivirus,Rubella virus
rupicapra gammaherpesvirus 1,false,viruses,Herpesvirales,Herviviricetes,Herpesviridae,,Ruminantia gammaherpesvirus 1
saaremaa,false,viruses,Bunyavirales,Ellioviricetes,Hantaviridae,Orthohantavirus,Saaremaa hantavirus
sabia,false,viruses,Bunyavirales,Ellioviricetes,Arenaviridae,Mammarenavirus,Brazilian mammarenavirus
saboya,false,viruses,Mononegavirales,Monjiviricetes,Filoviridae,Ebolavirus,Zaire ebolavirus
sakobuvirus a,false,viruses,Picornavirales,Pisoniviricetes,Picornaviridae,Sakobuvirus,Sakobuvirus A
sal vieja,false,viruses,Picornavirales,Pisoniviricetes,Caliciviridae,Salovirus,
salehabad,false,viruses,Bunyavirales,Ellioviricetes,Phenuiviridae,Phlebovirus,Salehabad phlebovirus
salem,false,viruses,Mononegavirales,Monjiviricetes,Paramyxoviridae,Salemvirus,
salivirus a,false,viruses,Picornavirales,Pisoniviricetes,Picornaviridae,Salivirus,Salivirus A
san perlita,false,viruses,Amarillovirales,Flasuviricetes,Flaviviridae,Flavivirus,San Perlita virus
sandfly fever naples,false,viruses,Bunyavirales,Ellioviricetes,Phenuiviridae,Phlebovirus,Naples phlebovirus
sandfly fever sicilian,false,viruses,Bunyavirales,Ellioviricetes,Phenuiviridae,Phlebovirus,Sicilian phlebovirus
sangassou,false,viruses,Bunyavirales,Ellioviricetes,Hantaviridae,Orthohantavirus,Sangassou orthohantavirus
sapporo,false,viruses,Picornavirales,Pisoniviricetes,Caliciviridae,Sapovirus,Sapporo virus
sathuperi,false,viruses,Bunyavirales,Ellioviricetes,Peribunyaviridae,Orthobunyavirus,Sathuperi orthobunyavirus
sciurid herpesvirus 1,false,viruses,Herpesvirales,Herviviricetes,Alloherpesviridae,Ictalurivirus,Silurid herpesvirus 1
sciurid herpesvirus 2,false,viruses,Herpesvirales,Herviviricetes,Herpesviridae,Muromegalovirus,Murid betaherpesvirus 2
sealpox,false,viruses,Chitovirales,Pokkesviricetes,Poxviridae,Orthopoxvirus,Variola virus
semliki forest,false,viruses,Martellivirales,Alsuviricetes,Togaviridae,Alphavirus,Semliki Forest virus
sendai,false,viruses,Mononegavirales,Monjiviricetes,Paramyxoviridae,Respirovirus,Murine respirovirus
seneca valley,false,viruses,Picornavirales,Pisoniviricetes,Picornaviridae,Senecavirus,Senecavirus A
seoul,false,viruses,Bunyavirales,Ellioviricetes,Hantaviridae,Orthohantavirus,Seoul orthohantavirus
sepik,false,viruses,Amarillovirales,Flasuviricetes,Flaviviridae,Flavivirus,Sepik virus
sfts phlebovirus,false,viruses,Bunyavirales,Ellioviricetes,Phenuiviridae,Phlebovirus,SFTS phlebovirus
shamonda,false,viruses,Bunyavirales,Ellioviricetes,Peribunyaviridae,Orthobunyavirus,Shamonda orthobunyavirus
sheeppox,false,viruses,Chitovirales,Pokkesviricetes,Poxviridae,Capripoxvirus,Sheeppox virus
shuni,false,viruses,Bunyavirales,Ellioviricetes,Peribunyaviridae,Orthobunyavirus,Shuni orthobunyavirus
simbu,false,viruses,Bunyavirales,Ellioviricetes,Peribunyaviridae,Orthobunyavirus,Simbu orthobunyavirus
simian adenovirus a,false,viruses,Rowavirales,Tectiliviricetes,Adenoviridae,Mastadenovirus,Simian adenovirus 7
simian enterovirus a,false,viruses,Picornavirales,Pisoniviricetes,Picornaviridae,Enterovirus,Enterovirus H
simian foamy,false,viruses,Ortervirales,Revtraviricetes,Retroviridae,Spumavirus,Simian foamy virus
simian hemorrhagic fever,false,viruses,Nidovirales,Pisoniviricetes,Arteriviridae,Deltaarterivirus,Deltaarterivirus hemfev
simian immunodeficiency,false,viruses,Ortervirales,Revtraviricetes,Retroviridae,Lentivirus,Simian immunodeficiency virus
simian virus 10,false,viruses,Sepolyvirales,Papovaviricetes,Polyomaviridae,,Simian virus 12
sin nombre,false,viruses,Bunyavirales,Ellioviricetes,Hantaviridae,Orthohantavirus,Sin Nombre orthohantavirus
sindbis,false,viruses,Martellivirales,Alsuviricetes,Togaviridae,Alphavirus,Sindbis virus
skunkpox,false,viruses,Chitovirales,Pokkesviricetes,Poxviridae,Orthopoxvirus,Skunkpox virus
southern elephant seal,false,viruses,Martellivirales,Alsuviricetes,Togaviridae,Alphavirus,Southern elephant seal virus
squirrel adenovirus,false,viruses,Rowavirales,Tectiliviricetes,Adenoviridae,Mastadenovirus,Squirrel mastadenovirus A
squirrel fibroma,false,viruses,Chitovirales,Pokkesviricetes,Poxviridae,Leporipoxvirus,Squirrel fibroma virus
st. louis encephalitis,false,viruses,Amarillovirales,Flasuviricetes,Flaviviridae,Flavivirus,Saint Louis encephalitis virus
